KOI Name,NExScI Disposition,Kepler Name,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number,Time err1,Time err2,Period err1,Period err2,Depth err1,Depth err2,Duration err1,Duration err2,Impact Parameter err1,Impact Parameter err2,r/R err1,r/R err2,a/R err1,a/R err2,Planet Radius err1,Planet Radius err2,Teff err1,Teff err2,log(g) err1,log(g) err2,Metallicity err1,Metallicity err2,Stellar Radius err1,Stellar Radius err2,Stellar Mass err2,Stellar Mass err1,Insolation Flux err1,Insolation Flux err2,Fitted Stellar Density err1,Fitted Stellar Density err2
K04928.01,CONFIRMED,Kepler-1624 b,3.290304098,131.90944,2454964.909,0.09,1.7215,13552.6,0.105,7.28769,4.91,0.033,89.68,540.0,20.06,16.097,0.456,0.282,0.0,0.0,3386.0,4.81,0.48,0.42700000000000005,0.43,40.06,234.088,220.5,1,85,0.002,-0.002,4.432e-06,-4.432e-06,64.8,-64.8,0.013000000000000001,-0.013000000000000001,0.183,-0.09,0.0005269999999999999,-0.0009220000000000001,0.114,-0.114,0.41,-0.11,103.0,-33.0,0.01,-0.02,0.05,-0.15,0.036000000000000004,-0.009000000000000001,-0.009000000000000001,0.046,6.53,-1.58,0.05143,-0.96909
K02634.01,CONFIRMED,Kepler-1299 b,19.940121100000002,142.34849,2454975.348,0.862,4.283,758.9,0.028999999999999998,0.3806,2.42,0.136,87.53,588.0,28.29,20.0,0.39799999999999996,0.267,0.0,0.0,5623.0,4.596,-0.4,0.763,0.853,4.217,15.501,18.0,1,67,0.005,-0.005,0.00013440000000000001,-0.00013440000000000001,47.1,-47.1,0.188,-0.188,0.083,-0.621,0.004,-0.004,9.6,-9.6,0.47,-0.2,152.0,-169.0,0.04,-0.12,0.3,-0.3,0.147,-0.063,-0.09699999999999999,0.08,16.48,-7.22,2.18895,-0.26733
K07626.01,FALSE POSITIVE,,462.12069,307.6255,2455140.626,0.002,10.42,633.7,0.023,3.69085,2.46,1.127,90.0,249.0,0.91,346.7,0.324,0.298,0.0,0.0,6079.0,4.4110000000000005,-0.5,0.9740000000000001,0.892,5.917999999999999,7.7620000000000005,9.9,1,3,0.026000000000000002,-0.026000000000000002,0.02,-0.02,81.2,-81.2,1.5,-1.5,0.462,-0.002,0.002,-0.002,84.0,-84.0,0.68,-0.37,163.0,-200.0,0.12,-0.18,0.3,-0.3,0.271,-0.146,-0.08900000000000001,0.109,0.75,-0.33,0.89382,-3.59873
K03351.01,FALSE POSITIVE,,77.36241475999998,139.095626,2454972.096,0.995,12.1317,96585.8,0.483,0.4868,41.66,0.336,88.94,362.0,4.08,53.602,0.49700000000000005,0.204,0.0,0.0,5359.0,4.57,-0.12,0.79,0.848,423.94699999999995,1495.851,1246.3,1,18,0.000241,-0.000241,2.216e-05,-2.216e-05,90.7,-90.7,0.012,-0.012,0.03,-0.035,0.021,-0.03,0.596,-0.596,7.54,-3.48,159.0,-159.0,0.037000000000000005,-0.11199999999999999,0.3,-0.3,0.14300000000000002,-0.066,-0.087,0.087,2.31,-1.05,0.00541,-0.00633
K02534.01,CONFIRMED,Kepler-1271 b,3.02558494,134.36744,2454967.367,0.8390000000000001,3.0008,128.3,0.012,0.18203,1.62,0.042,79.13,1484.0,1148.47,4.45,0.35100000000000003,0.289,0.0,0.0,6123.0,4.263,-0.06,1.263,1.0659999999999998,3.977,20.524,23.8,2,440,0.003,-0.003,1.202e-05,-1.202e-05,5.9,-5.9,0.091,-0.091,0.035,-0.573,0.001,-0.001,2.1,-2.1,0.29,-0.25,122.0,-134.0,0.13699999999999998,-0.11199999999999999,0.15,-0.15,0.23199999999999998,-0.19,-0.073,0.109,592.8099999999998,-389.77,0.77489,-0.1354
K02534.02,CANDIDATE,,5.42204257,133.46021000000002,2454966.46,0.94,2.952,79.1,0.01,0.09508,1.39,0.062,79.76,1222.0,527.11,5.29,0.35100000000000003,0.289,0.0,0.0,6123.0,4.263,-0.06,1.263,1.0659999999999998,3.9930000000000003,8.699,10.7,2,218,0.009000000000000001,-0.009000000000000001,6.847e-05,-6.847e-05,8.2,-8.2,0.223,-0.223,0.037000000000000005,-0.64,0.000749,-0.002,2.6,-2.6,0.26,-0.21,122.0,-134.0,0.13699999999999998,-0.11199999999999999,0.15,-0.15,0.23199999999999998,-0.19,-0.073,0.109,272.08,-178.89,1.92284,-0.07974000000000002
K00147.01,FALSE POSITIVE,,145.56249259999998,146.0588,2454979.059,1.274,5.4126,2931.6,0.336,0.49638999999999994,40.15,0.536,89.11,387.0,5.33,82.2,0.307,0.306,0.0,0.0,6148.0,4.346,-0.3,1.095,0.9690000000000001,31.368000000000002,49.257,58.1,1,9,0.002,-0.002,0.00034260000000000003,-0.00034260000000000003,57.1,-57.1,0.098,-0.098,70.86,-0.529,70.828,-0.518,41.1,-41.1,12.09,-6.53,165.0,-202.0,0.128,-0.192,0.3,-0.3,0.33,-0.17800000000000002,-0.114,0.153,4.7,-2.06,136.56581,-0.10583
K08084.01,FALSE POSITIVE,,317.74527,205.9582,2455038.958,0.787,17.54,206.6,0.013999999999999999,0.13063,2.1,0.8390000000000001,89.49,336.0,3.03,88.7,0.308,0.3,0.0,0.0,6050.0,4.08,-0.94,1.3330000000000002,0.779,6.035,7.386,13.6,1,4,0.034,-0.034,0.017,-0.017,14.1,-14.1,1.4,-1.4,0.16,-0.536,0.001,-2.2e-05,44.0,-44.0,0.69,-0.83,181.0,-163.0,0.455,-0.195,0.3,-0.3,0.433,-0.529,-0.042,0.092,2.95,-2.04,1.03807,-0.09999
K03999.01,FALSE POSITIVE,,3.43525124,132.6333,2454965.633,1.121,4.5089999999999995,152.2,0.134,0.00541,25.43,0.047,41.65,1579.0,1468.73,1.5,0.405,0.264,0.0,0.0,5854.0,4.013999999999999,0.12,1.742,1.143,4.552,10.048,6.3,1,388,0.012,-0.012,4.864e-05,-4.864e-05,19.2,-19.2,0.612,-0.612,9.179,-0.055,9.174,-0.052000000000000005,0.75,-0.75,3.9,-5.84,79.0,-79.0,0.20199999999999999,-0.081,0.15,-0.15,0.267,-0.4,-0.107,0.131,592.34,-643.17,1.8949900000000002,-0.00047999999999999996
K04929.01,FALSE POSITIVE,,18.622214000000003,141.6268,2454974.627,0.792,4.42,5832.0,0.077,0.70849,20.83,0.154,88.07,1101.0,347.32,23.5,0.32,0.305,0.0,0.0,6235.0,3.801,0.02,2.471,1.4069999999999998,17.796,100.061,20.1,1,77,0.053,-0.053,0.001,-0.001,302.0,-302.0,0.155,-0.155,0.11,-0.579,0.013999999999999999,-0.008,11.1,-11.1,1.44,-1.05,84.0,-65.0,0.03,-0.02,0.15,-0.15,0.171,-0.124,-0.111,0.19,71.56999999999998,-46.85,2.00195,-0.42828
K06257.01,FALSE POSITIVE,,2.32539968,132.12985,2454965.13,1.004,16.791,288.1,0.033,0.00402,9.76,0.042,16.63,2501.0,9234.82,1.047,0.251,0.33799999999999997,0.0,0.0,7046.0,3.8310000000000004,0.1,2.7239999999999998,1.834,4.337,9.873,79.9,1,1005,0.006999999999999999,-0.006999999999999999,1.535e-05,-1.535e-05,5.0,-5.0,0.364,-0.364,0.087,-0.018000000000000002,0.077,-0.011000000000000001,0.22899999999999998,-0.22899999999999998,1.66,-3.08,168.0,-232.0,0.23399999999999999,-0.10800000000000001,0.2,-0.3,0.46399999999999997,-0.861,-0.32899999999999996,0.177,4664.22,-5456.68,0.00088,-0.00011
K06258.01,FALSE POSITIVE,,0.7645977559999999,131.69552,2454964.696,0.345,1.119,16.6,0.004,3.95972,0.72,0.018000000000000002,86.02,2708.0,12721.72,4.965,0.324,0.305,0.0,0.0,6218.0,4.066,0.1,1.726,1.263,4.05,9.048,12.0,1,1750,0.004,-0.004,3.6989999999999997e-06,-3.6989999999999997e-06,1.7,-1.7,0.149,-0.149,0.128,-0.345,0.000156,-0.000322,0.58,-0.58,0.12,-0.16,80.0,-80.0,0.174,-0.11599999999999999,0.15,-0.15,0.308,-0.377,-0.11900000000000001,0.132,5872.32,-5342.8,0.46285,-2.70211
K02178.01,FALSE POSITIVE,,6.49676881,132.17439,2454965.174,0.643,2.5269999999999997,135.0,0.011000000000000001,1.61822,3.74,0.079,87.6,1761.0,2273.36,15.34,0.29100000000000004,0.313,0.0,0.0,6418.0,3.658,-0.14,3.049,1.541,4.444,20.776999999999997,10.6,1,212,0.006999999999999999,-0.006999999999999999,5.795e-05,-5.795e-05,15.8,-15.8,0.242,-0.242,0.342,-0.43700000000000006,0.000319,-0.001,7.4,-7.4,0.58,-1.37,175.0,-175.0,0.304,-0.076,0.3,-0.25,0.47700000000000004,-1.114,-0.303,0.248,1112.37,-1453.59,3.13475,-0.10749
K03585.01,FALSE POSITIVE,,3.564614021,131.86235,2454964.8619999997,0.9890000000000001,3.44204,94342.0,0.47200000000000003,0.98216,46.0,0.043,83.47,1187.0,470.37,8.705,0.324,0.298,0.0,0.0,5891.0,4.45,-0.56,0.892,0.818,295.88599999999997,2650.449,728.8,1,342,0.000109,-0.000109,4.51e-07,-4.51e-07,153.0,-153.0,0.005,-0.005,0.034,-0.005,0.025,-0.006,0.127,-0.127,11.91,-6.39,177.0,-195.0,0.11199999999999999,-0.168,0.3,-0.3,0.231,-0.124,-0.063,0.10300000000000001,368.88,-165.61,0.01438,-0.0034
K06093.01,FALSE POSITIVE,,20.5736113,149.1939,2454982.194,0.032,11.222000000000001,76.0,0.008,0.1258,3.86,0.182,89.87,1197.0,484.82,14.12,0.46399999999999997,0.233,0.0,0.0,5440.0,3.404,0.3,4.524,1.8940000000000001,3.6189999999999998,9.495,12.3,2,68,0.033,-0.033,0.0008822000000000001,-0.0008822000000000001,6.2,-6.2,0.9390000000000001,-0.9390000000000001,0.414,-0.032,0.000308,-0.000552,4.1,-4.1,0.35,-1.42,87.0,-76.0,0.289,-0.051,0.15,-0.15,0.41600000000000004,-1.665,-0.39799999999999996,0.142,131.14,-301.79,0.07392,-0.06569999999999998
K06093.02,CANDIDATE,,27.249752100000002,131.8837,2454964.884,0.19399999999999998,11.609000000000002,102.0,0.009000000000000001,0.14288,4.49,0.21899999999999997,89.37,1090.0,333.56,17.77,0.46399999999999997,0.233,0.0,0.0,5440.0,3.404,0.3,4.524,1.8940000000000001,3.614,9.198,14.6,2,50,0.025,-0.025,0.0007038,-0.0007038,8.0,-8.0,0.752,-0.752,0.26,-0.19399999999999998,0.0007469999999999999,-0.00023199999999999997,5.7,-5.7,0.41,-1.65,87.0,-76.0,0.289,-0.051,0.15,-0.15,0.41600000000000004,-1.665,-0.39799999999999996,0.142,90.22,-207.63,0.09222000000000001,-0.03501
K01987.01,FALSE POSITIVE,,7.81153999,136.33101000000002,2454969.331,1.271,5.984,912.8,0.304,0.0099,23.56,0.071,66.38,718.0,62.96,3.17,0.47700000000000004,0.217,0.0,0.0,5150.0,4.628,-0.28,0.71,0.792,6.327999999999999,30.701,41.3,1,173,0.003,-0.003,3.305e-05,-3.305e-05,25.5,-25.5,0.165,-0.165,14.33,-0.172,13.99,-0.166,1.6,-1.6,3.22,-1.89,153.0,-153.0,0.033,-0.077,0.3,-0.3,0.09699999999999999,-0.057,-0.08800000000000001,0.066,28.48,-15.76,1.59178,-0.0014199999999999998
K07627.01,FALSE POSITIVE,,0.967427812,132.258305,2454965.258,1.248,5.8883,9127.8,0.375,0.06624,29.01,0.018000000000000002,32.82,1419.0,956.61,1.485,0.551,0.165,0.0,0.0,5066.0,4.625,-0.24,0.7090000000000001,0.784,32.455,375.778,323.4,1,1177,0.000557,-0.000557,6.03e-07,-6.03e-07,37.3,-37.3,0.055999999999999994,-0.055999999999999994,0.046,-0.049,0.047,-0.039,0.131,-0.131,3.51,-2.38,181.0,-181.0,0.035,-0.07,0.3,-0.3,0.086,-0.057999999999999996,-0.087,0.063,427.47,-259.34,0.00584,-0.00511
K02201.01,FALSE POSITIVE,,116.52143170000001,144.13378,2454977.134,1.26,5.577000000000001,771.5,0.28800000000000003,0.10987999999999999,44.41,0.48200000000000004,88.32,457.0,10.33,42.9,0.353,0.29,0.0,0.0,6056.0,4.178999999999999,0.0,1.411,1.0959999999999999,6.876,19.213,25.0,1,12,0.005,-0.005,0.0007038999999999999,-0.0007038999999999999,36.2,-36.2,0.266,-0.266,73.95,-1.25,73.946,-1.2429999999999999,21.4,-21.4,7.93,-8.72,134.0,-122.0,0.168,-0.11199999999999999,0.15,-0.15,0.252,-0.27699999999999997,-0.092,0.11199999999999999,5.33,-4.18,35.1958,-0.041460000000000004
K02403.01,CONFIRMED,Kepler-1224 b,13.32354078,134.03671,2454967.037,0.225,3.873,116.6,0.01,1.84695,1.32,0.11699999999999999,89.5,872.0,136.61,25.88,0.373,0.28300000000000003,0.0,0.0,6113.0,4.341,0.22,1.218,1.194,4.498,15.665,16.3,1,102,0.006,-0.006,9.754e-05,-9.754e-05,8.3,-8.3,0.183,-0.183,0.23800000000000002,-0.225,0.000503,-0.00041500000000000006,3.9,-3.9,0.22,-0.14,98.0,-147.0,0.066,-0.114,0.15,-0.15,0.203,-0.125,-0.094,0.077,61.54,-36.81,0.28128000000000003,-0.77169
K02130.01,CANDIDATE,,16.85592593,138.26808,2454971.268,0.038,2.309,871.5,0.027000000000000003,12.46941,1.7,0.10800000000000001,89.96,408.0,6.52,57.21,0.604,0.14300000000000002,0.0,0.0,3967.0,4.6739999999999995,0.06,0.5870000000000001,0.593,4.1339999999999995,17.439,19.5,1,78,0.004,-0.004,6.43e-05,-6.43e-05,51.9,-51.9,0.11699999999999999,-0.11699999999999999,0.41,-0.038,0.001,-0.000973,6.0,-6.0,0.08,-0.1,79.0,-79.0,0.032,-0.017,0.15,-0.15,0.026000000000000002,-0.035,-0.034,0.034,1.18,-1.2,1.31523,-5.18684
K06094.01,FALSE POSITIVE,,2.283466438,132.34883,2454965.349,0.457,7.7999,864260.0,1.166,0.43123999999999996,218.79,0.037000000000000005,84.66,2014.0,3883.24,4.917,0.273,0.318,0.0,0.0,6723.0,4.0889999999999995,-0.24,1.719,1.327,1573.13,6511.655,1103.1,1,0,0.002,-0.002,3.023e-06,-3.023e-06,1028.0,-1028.0,0.015,-0.015,0.011000000000000001,-0.009000000000000001,0.008,-0.006,0.061,-0.061,64.02,-64.02,189.0,-260.0,0.24,-0.18,0.25,-0.3,0.503,-0.503,-0.259,0.19399999999999998,3366.01,-2223.68,0.00532,-0.0059700000000000005
K06259.01,CANDIDATE,,4.78113942,131.7043,2454964.704,0.11800000000000001,2.733,105.8,0.009000000000000001,1.99568,1.14,0.055,89.49,1130.0,386.46,13.41,0.41,0.26,0.0,0.0,5683.0,4.3260000000000005,0.08,1.115,0.9590000000000001,3.3510000000000004,8.089,9.6,2,277,0.011000000000000001,-0.011000000000000001,6.037e-05,-6.037e-05,12.8,-12.8,0.297,-0.297,0.345,-0.11800000000000001,0.000654,-0.000727,1.0,-1.0,0.31,-0.22,154.0,-154.0,0.17,-0.187,0.25,-0.3,0.31,-0.207,-0.09,0.12,316.02,-156.84,0.15072,-1.94898
K06259.02,CANDIDATE,,7.18864064,133.14566000000002,2454966.1459999997,0.424,2.364,133.5,0.011000000000000001,3.5518199999999998,1.3,0.07200000000000001,88.86,987.0,223.87,21.33,0.41,0.26,0.0,0.0,5683.0,4.3260000000000005,0.08,1.115,0.9590000000000001,2.843,7.647,9.3,2,179,0.01,-0.01,7.758e-05,-7.758e-05,17.5,-17.5,0.33399999999999996,-0.33399999999999996,0.028999999999999998,-0.424,0.000681,-0.000924,7.4,-7.4,0.36,-0.24,154.0,-154.0,0.17,-0.187,0.25,-0.3,0.31,-0.207,-0.09,0.12,183.07,-90.85,2.4565799999999998,-1.9974
K06260.01,FALSE POSITIVE,,4.101595158,132.6324315,2454965.6319999998,0.39399999999999996,6.103619999999999,366585.0,0.579,0.55617,51.08,0.047,87.14,1028.0,264.23,7.9079999999999995,0.42100000000000004,0.252,0.0,0.0,5610.0,4.533,-0.38,0.8079999999999999,0.813,1849.999,24137.737999999998,3809.8,1,658,3.52e-05,-3.52e-05,1.74e-07,-1.74e-07,169.0,-169.0,0.002,-0.002,0.001,-0.001,0.000265,-0.00031099999999999997,0.009000000000000001,-0.009000000000000001,11.44,-4.87,152.0,-152.0,0.07400000000000001,-0.13699999999999998,0.3,-0.3,0.18100000000000002,-0.077,-0.071,0.09699999999999999,176.33,-70.45999999999998,0.00064,-0.0007
K01029.01,CANDIDATE,,32.312286699999994,133.86700000000002,2454966.867,0.934,6.569,677.8,0.03,0.07872,4.84,0.20199999999999999,86.72,699.0,56.49,16.32,0.396,0.268,0.0,0.0,5821.0,4.1080000000000005,0.04,1.494,1.043,6.832000000000001,26.899,33.6,1,43,0.005,-0.005,0.0001736,-0.0001736,22.6,-22.6,0.20800000000000002,-0.20800000000000002,0.005,-0.6459999999999999,0.00011999999999999999,-0.005,8.0,-8.0,0.79,-1.06,79.0,-79.0,0.182,-0.098,0.15,-0.15,0.244,-0.326,-0.08,0.107,24.19,-23.8,1.2288700000000001,-0.00925
K00999.01,CONFIRMED,Kepler-263 b,16.56806842,146.15285,2454979.153,0.16399999999999998,4.2647,1331.4,0.033,1.9096099999999998,2.54,0.11599999999999999,89.69,548.0,21.27,30.26,0.551,0.165,0.0,0.0,4987.0,4.602,-0.18,0.716,0.7490000000000001,6.665,31.121,41.9,2,83,0.002,-0.002,5.226e-05,-5.226e-05,35.3,-35.3,0.083,-0.083,0.27899999999999997,-0.16399999999999998,0.001,-0.0008449999999999999,3.0,-3.0,0.15,-0.11,80.0,-80.0,0.024,-0.038,0.15,-0.15,0.04,-0.032,-0.043,0.043,4.0,-3.07,0.18742999999999999,-0.52984
K00999.02,CONFIRMED,Kepler-263 c,47.3329299,151.41613999999998,2454984.4159999997,0.43,2.708,931.5,0.027999999999999997,16.34623,2.18,0.233,89.8,386.0,5.25,124.6,0.551,0.165,0.0,0.0,4987.0,4.602,-0.18,0.716,0.7490000000000001,4.821000000000001,13.27,14.0,2,30,0.006,-0.006,0.00034560000000000005,-0.00034560000000000005,70.1,-70.1,0.168,-0.168,0.048,-0.42,0.0009710000000000001,-0.002,61.8,-61.8,0.13,-0.09,80.0,-80.0,0.024,-0.038,0.15,-0.15,0.04,-0.032,-0.043,0.043,0.98,-0.76,8.10027,-4.587359999999999
K04934.01,FALSE POSITIVE,,0.7906069,132.077067,2454965.077,1.198,3.3996,689.2,0.22899999999999998,0.06679,17.97,0.015,23.05,1503.0,1201.17,1.3019999999999998,0.557,0.161,0.0,0.0,4994.0,4.62,-0.1,0.72,0.8029999999999999,3.1630000000000003,10.655999999999999,133.3,1,844,0.000641,-0.000641,6.03e-07,-6.03e-07,6.1,-6.1,0.039,-0.039,0.24100000000000002,-0.127,0.235,-0.12,0.397,-0.397,1.17,-0.73,75.0,-82.0,0.015,-0.051,0.15,-0.15,0.047,-0.028999999999999998,-0.062,0.028999999999999998,245.68,-165.71,0.04074,-0.015080000000000001
K03735.01,FALSE POSITIVE,,8.096939227,132.646466,2454965.6459999997,0.7859999999999999,2.8833,142891.0,0.442,5.051080000000001,68.48,0.084,88.27,1194.0,481.48,25.97,0.289,0.31,0.0,0.0,6572.0,4.208,-0.28,1.4180000000000001,1.19,70.50399999999999,327.842,177.9,1,76,0.0009109999999999999,-0.0009109999999999999,6.569e-06,-6.569e-06,1170.0,-1170.0,0.017,-0.017,0.302,-0.175,0.21600000000000003,-0.078,3.3,-3.3,19.41,-15.89,181.0,-227.0,0.175,-0.175,0.25,-0.3,0.402,-0.32899999999999996,-0.188,0.188,402.75,-234.75,0.64121,-0.33860999999999997
K01028.01,FALSE POSITIVE,,8.09695764,140.74216,2454973.742,1.165,3.319,283.5,0.182,0.01755,34.0,0.08199999999999999,72.77,1197.0,484.58,3.93,0.353,0.29,0.0,0.0,5949.0,4.024,0.02,1.7069999999999999,1.122,9.831,31.485,35.4,1,165,0.002,-0.002,2.329e-05,-2.329e-05,9.4,-9.4,0.11800000000000001,-0.11800000000000001,41.48,-0.021,41.468999999999994,-0.02,2.0,-2.0,5.2,-7.78,80.0,-80.0,0.203,-0.087,0.15,-0.15,0.261,-0.391,-0.10099999999999999,0.127,194.86,-211.75,24.90973,-0.00494
K06261.01,FALSE POSITIVE,,2.43574046,133.47404,2454966.474,0.997,22.25,6223.0,0.127,0.0043,24.62,0.040999999999999995,25.56,2102.0,4614.94,1.105,0.235,0.33799999999999997,0.0,0.0,7239.0,4.129,0.02,1.781,1.558,4.309,14.6,74.6,1,215,0.009000000000000001,-0.009000000000000001,2.598e-05,-2.598e-05,422.0,-422.0,6.2,-6.2,0.409,-0.05,0.36200000000000004,-0.034,0.485,-0.485,7.79,-5.18,230.0,-374.0,0.128,-0.192,0.2,-0.35,0.563,-0.375,-0.259,0.212,4444.25,-2288.69,0.00566,-0.00045
K03670.01,FALSE POSITIVE,,2.64830047,133.03487900000002,2454966.035,0.873,2.6395,12668.0,0.125,0.45328,126.54,0.046,80.89,3042.0,20225.84,5.52,0.614,0.126,0.0,0.0,4839.0,2.761,-0.04,9.277999999999999,1.808,76.39699999999999,480.287,79.8,1,111,0.000932,-0.000932,2.682e-06,-2.682e-06,270.0,-270.0,0.083,-0.083,0.23199999999999998,-0.083,0.196,-0.013000000000000001,2.3,-2.3,20.78,-38.61,50.0,-86.0,0.188,-0.10099999999999999,0.1,-0.15,1.524,-2.8310000000000004,-0.682,0.273,8341.11,-11135.88,0.38066,-0.1136
K08085.01,CANDIDATE,,419.2615,187.5475,2455020.547,0.5,21.53,287.8,0.016,0.24511999999999998,1.7,1.031,89.78,256.0,1.02,131.6,0.324,0.298,0.0,0.0,5979.0,4.379,-0.58,0.975,0.83,6.178,7.859,10.1,1,4,0.057999999999999996,-0.057999999999999996,0.028999999999999998,-0.028999999999999998,41.8,-41.8,2.6,-2.6,0.447,-0.29600000000000004,0.002,-0.000723,59.3,-59.3,0.46,-0.31,161.0,-179.0,0.17,-0.187,0.3,-0.3,0.266,-0.177,-0.063,0.10800000000000001,0.82,-0.41,0.66295,-0.21679
K07628.01,CANDIDATE,,1.8134378,132.6703,2454965.67,0.418,7.776,97.4,0.009000000000000001,0.03218,0.69,0.026000000000000002,76.37,1158.0,423.67,1.775,0.54,0.17300000000000001,0.0,0.0,5094.0,4.618,-0.32,0.7,0.743,5.932,8.562999999999999,19.1,1,740,0.011000000000000001,-0.011000000000000001,2.643e-05,-2.643e-05,6.2,-6.2,0.312,-0.312,0.049,-0.418,0.000296,-0.0005139999999999999,0.547,-0.547,0.09,-0.06,151.0,-136.0,0.04,-0.065,0.3,-0.3,0.086,-0.057999999999999996,-0.071,0.078,176.71,-103.86,0.009909999999999999,-0.00542
K06263.01,CANDIDATE,,8.60965352,134.38828999999998,2454967.3880000003,0.213,2.218,63.2,0.006999999999999999,6.35277,3.33,0.10099999999999999,89.58,1550.0,1365.41,29.2,0.446,0.24100000000000002,0.0,0.0,5418.0,3.447,0.06,4.2330000000000005,1.83,3.073,7.487,9.9,1,153,0.006999999999999999,-0.006999999999999999,7.02e-05,-7.02e-05,7.9,-7.9,0.225,-0.225,0.245,-0.213,0.0006320000000000001,-0.00043200000000000004,10.5,-10.5,0.61,-2.47,191.0,-171.0,0.884,-0.156,0.25,-0.3,0.785,-3.139,-0.907,0.16,838.61,-1285.19,2.27482,-3.42743
K00988.01,CONFIRMED,Kepler-261 b,10.38122447,268.02421,2455101.024,0.319,2.715,801.5,0.026000000000000002,4.05514,2.18,0.087,89.36,672.0,48.37,28.48,0.568,0.153,0.0,0.0,5095.0,4.566,0.02,0.78,0.816,12.495999999999999,68.877,41.9,2,130,0.001,-0.001,2.131e-05,-2.131e-05,21.5,-21.5,0.055,-0.055,0.11699999999999999,-0.319,0.000552,-0.000833,5.3,-5.3,0.15,-0.1,101.0,-101.0,0.032,-0.052000000000000005,0.15,-0.15,0.055,-0.035,-0.040999999999999995,0.047,11.58,-7.64,0.75488,-1.22522
K00988.02,CONFIRMED,Kepler-261 c,24.5709023,135.87209,2454968.872,0.945,3.5869999999999997,764.2,0.033,0.32656999999999997,2.82,0.155,87.52,505.0,15.33,21.8,0.568,0.153,0.0,0.0,5095.0,4.566,0.02,0.78,0.816,8.849,34.578,26.3,2,50,0.003,-0.003,0.00010090000000000001,-0.00010090000000000001,31.7,-31.7,0.18100000000000002,-0.18100000000000002,0.009000000000000001,-0.674,1.5e-05,-0.006999999999999999,10.8,-10.8,0.2,-0.12,101.0,-101.0,0.032,-0.052000000000000005,0.15,-0.15,0.055,-0.035,-0.040999999999999995,0.047,3.68,-2.42,6.93801,-0.07636
K07629.01,FALSE POSITIVE,,0.5421226170000001,131.98408,2454964.984,0.10800000000000001,1.2830000000000001,88.3,0.009000000000000001,2.29284,0.94,0.013000000000000001,88.11,2238.0,5914.13,3.29,0.419,0.256,0.0,0.0,5875.0,4.476,0.18,0.998,1.088,5.224,13.561,16.3,1,2464,0.004,-0.004,2.229e-06,-2.229e-06,6.7,-6.7,0.107,-0.107,0.369,-0.10800000000000001,0.000469,-0.00040599999999999995,0.044000000000000004,-0.044000000000000004,0.14,-0.05,70.0,-88.0,0.03,-0.12,0.15,-0.15,0.149,-0.05,-0.076,0.051,2276.79,-890.37,0.03058,-1.3032
K07630.01,CANDIDATE,,16.2982201,134.7404,2454967.74,0.698,2.5580000000000003,199.0,0.013999999999999999,3.2693,0.78,0.102,88.88,388.0,5.38,35.8,0.46399999999999997,0.259,0.0,0.0,3905.0,4.736000000000001,-0.2,0.521,0.5379999999999999,3.392,7.426,7.9,1,80,0.013000000000000001,-0.013000000000000001,0.0002292,-0.0002292,30.3,-30.3,0.48200000000000004,-0.48200000000000004,0.264,-0.475,0.006999999999999999,-0.002,17.3,-17.3,0.05,-0.04,78.0,-88.0,0.03,-0.03,0.1,-0.1,0.031,-0.031,-0.036000000000000004,0.026000000000000002,1.15,-1.04,6.30995,-3.14224
K04709.01,CANDIDATE,,3.70858595,134.47308,2454967.473,0.115,1.94,305.4,0.016,4.41258,1.33,0.044000000000000004,89.55,995.0,231.84,14.75,0.434,0.243,0.0,0.0,5420.0,4.596,-0.2,0.7709999999999999,0.8640000000000001,3.005,9.875,11.3,1,358,0.005,-0.005,2.26e-05,-2.26e-05,32.8,-32.8,0.16899999999999998,-0.16899999999999998,0.34700000000000003,-0.115,0.001,-0.000692,6.9,-6.9,0.25,-0.11,162.0,-146.0,0.038,-0.12,0.3,-0.3,0.147,-0.063,-0.098,0.08,137.93,-56.57,2.05496,-2.0270799999999998
K02033.01,CONFIRMED,Kepler-1064 b,16.54081386,133.95273999999998,2454966.953,0.688,2.5996,370.0,0.019,3.36721,1.57,0.11800000000000001,88.92,570.0,24.87,36.5,0.568,0.153,0.0,0.0,5064.0,4.572,0.0,0.769,0.8059999999999999,6.196000000000001,27.846999999999998,32.8,1,80,0.002,-0.002,4.043e-05,-4.043e-05,12.8,-12.8,0.064,-0.064,0.011000000000000001,-0.509,0.003,-0.002,15.8,-15.8,0.1,-0.08,101.0,-101.0,0.027999999999999997,-0.048,0.15,-0.15,0.049,-0.038,-0.045,0.04,5.58,-4.14,4.38274,-2.4665
