KOI Name,Period,Duration,Depth,Time of Transit Epoch,r/R,Transit Number,Time (sec)
K04644.01,3.449189119881108,0.048074972722934664,0.9998075384501008,133.39103107448014,0.012937691082074917,423,835.9100058078766
K01008.01,569.9292682968664,0.2918225552756619,0.9967666347665834,248.9041219654332,0.050784138507074424,3,899.330696105957
K07624.01,378.3419325637761,0.21889410655215694,0.9997858660292622,426.04292759298244,0.012141679217811162,4,917.9222393035889
K04224.01,1.975203630572513,0.053604580869225406,0.9999419957943021,131.62323127759305,0.007182050448991426,739,850.2666001319885
K04212.01,5.79178571132357,0.11812686746582857,0.9999251631167534,133.3519330590813,0.00809189470415957,252,845.6623795032501
K04212.02,10.098720562754757,0.10657848095238595,0.9999244242188174,132.33009641378786,0.007991114535349217,145,762.9999587535858
K01007.01,7.4072111431935665,0.12666300753843165,0.999701063349635,355.49816887540186,0.016262263422430763,167,588.6880619525909
K04925.01,2.9637594752501975,0.09160644013563642,0.9686462970739751,172.65573544671247,0.15275864189464755,439,640.2088844776154
K02538.01,39.83173107168186,0.08984533224499983,0.9997311904704466,155.6249196841963,0.015982051800626666,37,893.5287442207336
K01002.01,3.4815204191480342,0.06456454860807308,0.9998966090069749,132.99364126974038,0.009611815064068361,419,845.9600656032562
K04926.01,406.881440083333,0.2172241504982291,0.9993731517157757,218.032834546279,0.02575172108600739,4,846.1256325244904
K07625.01,6.125794613039849,0.06417553789520374,0.9999674011789625,134.85134091875705,0.005323674051413373,238,876.1782512664795
K04927.01,43.39195806617276,0.06677810473486595,0.9997858699862816,157.25590792897873,0.01318791396603934,34,897.031238079071
K01001.01,40.805816260170786,0.46678575487448243,0.9999481052902548,155.7210385856394,0.006953038538680309,36,809.4214322566986
K01001.02,77.2486640532509,0.07823400675140495,0.9998928091677184,170.1457026005613,0.00962366345303613,19,866.9261860847473
K02351.01,10.273749343543313,0.1183694529994035,0.9997701986282018,134.65043800084226,0.014140261361879763,142,846.4312491416931
K04928.01,3.2903706835919957,0.056020083628809024,0.9882140889146056,1276.9128337503194,0.10273060708307293,96,67.42506718635559
K02634.01,19.939943489662735,0.14294674744635075,0.9995128370645588,142.3444294800425,0.02095215602589376,73,844.223525762558
K07626.01,0.601619126618171,nan,nan,0,nan,nan,830.4985077381134
K03351.01,77.36324201320255,0.221826355073658,0.966318705603829,216.4410794591626,0.1789602731342919,18,1172.7115819454193
K02534.01,3.0255854678385337,0.09945620865456141,0.9999147791483153,134.35667099706836,0.008812873889605163,482,852.0064554214478
K02534.02,5.42190359526894,0.09610568954149482,0.9999423538341752,133.46793026343624,0.006784821161788284,269,696.0880551338196
K00147.01,145.55963569425273,0.128173242093523,0.9982360744369378,146.0703231414602,0.0391157271855075,10,902.0535287857056
K08084.01,98.7527928524946,0.10337220762218115,0.9998437554691555,204.8751821102594,0.011675992613583552,15,907.472469329834
K03999.01,3.4351869899954734,0.1024947617118067,0.999794836556977,132.64336103406214,0.013571745633532062,425,851.8800525665283
K04929.01,18.63302413703408,0.17809624253237893,0.9997500894372956,141.5904589633616,0.015124976899609337,78,854.6472456455231
K06257.01,0.7755552100200105,0.04514303543001569,0.9999890886284891,132.07280260723667,0.003097981180407089,1882,847.1219074726105
K06258.01,0.7645845383675085,0.00045892600038823997,0.99994175490133,132.20360989788352,0.0031426496274436786,1908,1120.463900089264
K02178.01,6.496653217477206,0.09038936877506616,0.9999066593116871,132.178168407291,0.00923164862941562,225,856.7000422477722
K03585.01,3.5645805415195544,0.09214994842087706,0.9434760060674242,171.0695474361776,0.22158700112706248,399,1182.5469615459442
K06093.01,372.1718345380493,0.21890770154555866,0.9997662978841771,248.88237398926933,0.01580780744073346,4,902.9069187641144
K06093.02,364.0172902208953,0.20149922360312375,0.9997421766487247,214.5133755670658,0.015544504713297175,4,791.524199962616
K01987.01,7.811410141862558,0.14480086279431104,0.9994532650880672,136.33340346449035,0.02202028560346045,187,863.65429854393
K07627.01,0.9674145904254869,0.10095406421542413,0.9936777615040105,352.82615749929334,0.07487165763717035,1280,975.9637644290924
K02201.01,116.5157422315023,0.11929044678924774,0.9994897326265176,144.16183049699953,0.021252025553890105,13,947.0286800861359
K02403.01,13.323442939627876,0.13885252940916015,0.9999304336872766,134.02833632046583,0.007844906047203542,110,848.376195192337
K02130.01,16.855328293552994,0.07447567595661195,0.9993542841254689,138.2854540678697,0.02388233172354806,87,853.1983449459076
K06094.01,2.2835301568798214,0.15807125042745038,0.3563660903302902,1276.3294858247855,0.7266512826505815,86,32.48923134803772
K06259.01,7.188521277306618,0.08276174351320859,0.9999011346337408,133.150251690348,0.009323878115270044,203,839.3296113014221
K06259.02,7.188521277306618,0.07678949834969699,0.9998975616514713,133.1506234172582,0.009048862128833466,203,762.9810032844543
K06260.01,2.0507774655068447,0.15828861085004262,0.7442146701385994,132.62879842043495,0.4784255340408322,712,1334.9343502521515
K01029.01,32.312030377761054,0.1874853838420004,0.9996281094708971,133.86912980653614,0.01822244870908594,46,845.8775765895844
K00999.01,16.56756941629973,0.15786293391666253,0.9991892619260019,146.1624501157413,0.026972750697913942,88,863.422233581543
K00999.02,47.3332162893459,0.10353091250284557,0.9993204077415474,151.40698459508255,0.02506227916559508,31,864.8252692222595
K04934.01,0.790600047960348,0.05568917595470229,0.9998796874857986,132.07198038389689,0.010347089483080952,1846,866.4485845565796
K03735.01,8.097132394639527,0.08573990212427718,0.9299657924232824,909.9275735765094,0.24843634449833213,85,278.19715118408203
K01028.01,8.096815706201177,0.0767260183470166,0.9997979692315137,132.64825646298752,0.013518873707107356,181,867.7777948379517
K06261.01,1.02451486036004,0.05366936655466962,0.9991223356618866,170.15850770920247,0.025390179291041346,1077,245.42936754226685
K03670.01,2.6482939073600087,0.019557600733696924,0.9880287585324277,352.83670760718195,0.094032838584765,456,276.00574564933777
K08085.01,38.50189045156682,0.07230955999131694,0.9998385407360741,141.52801295840607,0.012203165387368542,38,901.413711309433
K07628.01,497.57215425437687,0.2915053388078832,0.9985477849195743,131.59777580310913,0.035474627279004405,3,883.4634897708893
K06263.01,8.609378896829927,0.07427690715987093,0.9999520179415328,134.4039091105096,0.006508304067580423,170,822.6221871376038
K00988.01,10.380946858667608,0.09846167500044081,0.9993623730684322,133.07745268491945,0.023985590681725157,141,847.8331389427185
K00988.02,24.570047110457217,0.09453996458672628,0.9994604169593384,135.88584821098632,0.021459763507416456,60,840.32719373703
K07629.01,1.6263288822760704,0.04858904084400061,0.999923894572163,132.53145311697108,0.00848203912934734,897,827.2828183174133
K07630.01,399.41277439723854,0.21889070872664232,0.9995539404924013,156.4251568849309,0.02085617689511147,4,907.1639640331268
K04709.01,3.708528125712711,0.06262581216166732,0.9997634483565415,134.47792171324983,0.014713510785324287,393,844.1476423740387
K02033.01,16.540610738230193,0.08806451085607797,0.9997276897895969,133.95203241308064,0.015717756407283002,89,874.4773490428925
K04935.01,24.570046868687314,0.4587670327884367,0.9999246109341403,155.845184787641,0.008281399082436436,59,822.8393740653992
K06264.01,1.4046834198641935,0.14492828737742466,0.4844538544263668,131.54799646579266,0.6814538668594678,1039,1361.3660595417023
K04936.01,0.6811272656408881,0.04103882293491015,0.9009206936755839,170.4019932625802,0.27320729354694734,1910,660.7116467952728
K02610.01,1.2807702147362794,0.09918896381203827,0.9999811792656946,132.02291760449475,0.0040900556629174245,1140,843.2949075698853
K02610.02,1.2807702147362794,0.09313238660204702,0.999981922665891,132.02181539260602,0.003978860493602911,1140,783.9139420986176
K06265.01,10.306992672052694,0.17460156834181878,0.7789103826024639,138.72804942463267,0.4503526328554672,141,1332.8019318580627
K00151.01,13.446933511393821,0.08703449930797522,0.9989283110229826,132.8331411118546,0.03119747599295518,109,841.5775163173676
K03549.01,204.02533727135062,0.21992849272875345,0.9204933822167998,357.00215870120036,0.2769598169883518,7,1106.1547520160675
K02053.01,4.612565043780112,0.11363419992267222,0.9999071522919962,132.78282140409056,0.009130498120374907,317,852.948971748352
K02053.02,13.121494779224417,0.1237937005995533,0.999863071794836,133.39272055222673,0.010780596940192646,112,739.1495110988617
K07631.01,0.9833124537270352,0.07618099511242585,0.9999473774229733,132.46965536158126,0.0069222195295050365,1484,837.7453043460846
K06266.01,1.1098397583132342,0.11721655603990232,0.8095188182666434,132.18351993465328,0.4199261934755741,1315,1293.1754117012024
K01004.01,1.83848860399537,0.08144787746439498,0.9948915799733582,352.7185279300722,0.06798323243035878,674,921.0326704978943
K05982.01,1.8384921430989625,0.08846394174800802,0.9111719318461582,132.10442412300517,0.28206565866087685,794,1351.3416013717651
K01020.01,54.35528833753078,0.16394327170603798,0.9918814999044157,164.07430816444864,0.08408154765673875,27,1110.3676009178162
K04937.01,1.8436314730257146,0.1750141983174168,0.9999257486621428,353.52752329546576,0.008014793889630532,672,574.1990385055542
K04938.01,27.892630829375424,0.05907040820461231,0.9996469401952686,377.4967925727966,0.01833178272143874,44,654.7574238777161
K06267.01,13.891081929198023,0.176066786601132,0.9998813938900843,137.34402692316468,0.010206970296895861,105,810.2994155883789
K02682.01,8.531638262707931,0.06086295098602843,0.9470954186199856,545.7805732211082,0.2070471229240826,123,461.7148880958557
K03712.01,3.1871342295307645,0.18375269610480233,0.926533858324763,352.75141796662166,0.258871826637861,174,196.25043630599976
K03461.01,18.798650005522912,0.11058375491094724,0.9996662897090712,138.03183344638228,0.017450129245275083,78,865.5578460693359
K03461.02,18.799513270115867,0.05548134901790358,0.9996113627232616,147.1805594150167,0.0194631695788013,77,879.9992561340332
K03598.01,18.798938624151344,0.14950857932588865,0.7251822936182392,551.5786353657621,0.4830369813505258,34,216.48815321922302
K04939.01,280.8206501175449,0.15311575575985653,0.9942870631810111,349.4301035107896,0.06784219865872518,5,897.1687967777252
K06268.01,7.234962805603651,0.1962875665671335,0.9199755980651636,134.5723222527312,0.2667674833057301,202,1301.510192155838
K03920.01,14.469484433077294,0.16643075512938507,0.9992015729171421,141.8306507708491,0.026645694650593507,101,944.0335893630981
K02671.01,21.476473095540705,0.11478469421173586,0.6248849780501702,557.3066597628796,0.5560545263074845,49,496.29480934143066
K03745.01,7.452790874059442,0.11109146750496243,0.9491935777646379,541.6829546564201,0.21362592657370055,49,88.21117043495178
K06269.01,7.4528682095057714,0.11419102679006908,0.9995262862348296,131.7787085170626,0.02070176372933687,196,967.1810486316681
K04909.01,3.306379803842487,0.05566065809669812,0.9997984163243376,132.39944422253788,0.01326013965255729,442,864.9651305675507
K06270.01,2.4429170335891737,0.10880411730244074,0.9721976529912429,539.975147860784,0.15740795784095504,431,677.4924247264862
K06271.01,2.442938530359666,0.09751559156814654,0.988010478254502,1275.288647345517,0.10255610022000418,130,66.46290230751038
K00363.01,2.44289255954595,0.10671279777727403,0.9995155091949013,132.01646268520477,0.020751237742545236,598,1044.508348941803
K00440.01,15.906629144444677,0.15260178508487365,0.999326822317146,146.11755535687993,0.02467162798394878,91,886.925094127655
K00440.02,4.973346147823668,0.055349537828208374,0.9994103786493229,136.07796062742415,0.022815253584113782,293,821.4192430973053
K04941.01,95.55154612760458,0.09604039553888696,0.9984896570557069,987.6245443766005,0.03577645893623599,7,204.5409700870514
K03699.01,3.3158666966361077,0.11668586902462777,0.929661894953951,542.6827003968799,0.2505009421796117,110,88.35540843009949
K01003.01,8.360572245499304,0.23134924296689088,0.9837367564054719,172.25765608985972,0.11991906407560772,170,1217.7250711917877
K01944.01,12.184233855569422,0.09565222711173134,0.9996711471500977,139.04532455292915,0.017212293010801946,120,875.6033654212952
K01944.02,8.360442895858169,0.22134974394299023,0.9998822409731121,138.82526599890818,0.010110029791257653,174,824.8811948299408
K06272.01,3.3157419298078774,0.07527191155870963,0.9998374193500222,353.690110425461,0.012017111457690157,374,608.3918786048889
K02280.01,26.02036668744723,0.15439400821989638,0.9992952605383375,362.6749304550198,0.025040449299284038,48,612.7288994789124
K00792.01,1.4337406502354628,0.022107429360384442,0.9987306410726237,131.6950397322923,0.031208026541973344,1018,588.6494045257568
K00603.01,2.1919664673396286,0.07921604843095503,0.9989799655158471,132.21930293349683,0.03032573994980573,666,1126.9427309036255
K03642.01,2.191967249172001,0.08062951275422355,0.9261999515167815,908.1778438588137,0.25739906173909954,312,291.5515236854553
K00166.01,12.493442448737177,0.08104817185333091,0.9994408624891663,138.45056086210417,0.022395134943596972,117,891.1632854938507
K01000.01,0.8568899315210348,0.05485119591368237,0.9999431176445691,131.953588758153,0.0071144762765004204,1703,876.8321509361267
K06273.01,49.7893599530263,0.18471351325828247,0.8530198945267475,175.1727512031865,0.3648509460725696,29,1260.5839521884918
K03997.01,1.1056631052148957,0.036328993510452316,0.999890708611097,132.3002752668939,0.010069532947966257,1320,865.3175826072693
K02812.01,76.61016838143398,0.34090370930326847,0.9998662882260639,153.82647050300284,0.011101493703145745,19,886.3288071155548
K02603.01,73.70752404508269,0.23284905353526186,0.9999533836532333,202.74724709906235,0.006327873270807634,19,913.9178256988525
K00103.01,14.910579919142116,0.12885569825467544,0.9993389098377462,141.34521373879136,0.024540647177771022,98,866.0908348560333
K00793.01,10.3186229124714,0.1076136059360765,0.9994131878831929,132.03918827291665,0.02287683416298329,142,861.7139022350311
K05983.01,8.411935950504152,0.14217061185025182,0.8864754131376557,139.64466659364626,0.31710569254938314,173,1324.6359467506409
K01023.01,8.411935950504152,0.12930222476711004,0.9993668146223078,139.64585705713884,0.023533150641451457,173,879.4592158794403
K00053.01,3.3887927847518884,0.08359209851066003,0.9938651013117272,131.60259880879545,0.07405205629850695,431,1303.6285309791565
K00379.01,6.717148956404689,0.09370423522426524,0.9997943168533527,137.4138382739856,0.013584248979611422,217,868.6504113674164
K00379.02,23.137017817777597,0.10719820977057525,0.9999175428533319,152.1796216703279,0.008531215145046352,63,823.158266544342
K07632.01,39.13058879421043,0.09883600371372799,0.9998612405915546,165.73332893921608,0.01116928242367788,37,887.2242274284363
K03674.01,175.0706542541972,0.12852675725240956,0.9684227929126321,179.0212295692068,0.17159376084485084,9,974.7763955593109
K07633.01,0.7397558013664581,0.08004341228703044,0.9999302527311617,131.80062088033984,0.00796717707881612,1973,887.3095605373383
K00378.01,4.943993572046893,0.11100266028691165,0.999761811440864,134.19126038729368,0.014561660011743008,295,844.0766279697418
K03702.01,4.9439581784345155,0.11320086827718275,0.9120545879797872,910.3966385082224,0.2782008648559094,138,291.58371114730835
K06274.01,12.11573464723438,0.09566410870028048,0.9998724025549308,139.81625021920212,0.010840730702582027,120,860.2699813842773
K02009.01,86.74978335941887,0.2863429525172745,0.999851112004346,170.28351397501856,0.01192441640276355,17,847.8843898773193
K03687.01,8.09713238250924,0.16703244678379542,0.9534873020598047,907.6260220407355,0.20327840558111857,85,285.18462085723877
K00380.01,8.096815693430433,0.16541613849709147,0.9994930438843938,138.43298743762995,0.02137894786915864,180,877.7394907474518
K02156.01,2.8522692493388355,0.03610127950485166,0.9991591829629682,132.05483286969326,0.02736161204656996,512,862.6081602573395
K06276.01,3.098688102985488,0.06953583647246032,0.9998218014196227,134.3942238592577,0.01249245774440102,471,842.2701559066772
K06277.01,0.6488585693876174,0.07027817495523371,0.9747600915948326,131.84362940939948,0.15096656617531914,2249,1369.315442085266
K00488.01,9.378740572647624,0.11925808548280076,0.9995976495670712,138.9414099762574,0.01912848699763663,155,880.9982068538666
K04655.01,122.78585428936961,0.09709943321402434,0.9995930149133291,139.07157571245108,0.018881940586544382,12,906.8604753017426
K01021.01,1.0924829668211693,0.033245706321581074,0.9997718991407347,170.3699783556152,0.014526495035032628,1301,808.5146336555481
K03855.01,1.0924898822119844,0.05349646580552074,0.9137886194108223,907.7907837460277,0.27704302776899525,626,298.8403799533844
K06278.01,5.088418464266168,0.00305003105596408,0.9997753623530584,134.0641219286891,0.011357306097982472,287,988.6999890804291
K04944.01,1.5232621683928957,0.1298925174823894,0.9996007571775846,132.3298301433101,0.018766844743481843,958,918.9304056167603
K03704.01,1.5232534426654376,0.13262623738901294,0.8861702999882409,540.5659646601016,0.3211956070910457,302,139.31250858306885
K04945.01,45.58276314103995,0.11426848173936689,0.9999473026357392,138.6742469407423,0.0069226325650597565,32,937.8199653625488
K07634.01,80.87010903822753,0.24179857298877377,0.9966813196090881,1309.0551620546084,0.05679045438505137,4,51.68989396095276
K04946.01,1.891192778365933,0.11186642588161033,0.9996062381902303,908.1068629532747,0.018992849073381345,362,180.2480652332306
K06279.01,1.8912104780488421,0.12099194757404112,0.9999785210630798,132.7130269095221,0.004360149031573964,772,867.4893708229065
K06280.01,1.8911700864868133,0.14642072257064626,0.9999833909122039,132.72578412615576,0.003878166972634816,772,888.0000729560852
K04376.01,1.8912789445577918,0.11187017499229733,0.9993509344087865,908.0842962691427,0.02377624660281641,362,186.04154634475708
K00084.01,9.286778501378286,0.1295268383454813,0.9994310925366352,135.99894073117113,0.022487899998136072,157,831.4281735420227
K04581.01,51.18459044471198,0.07828306008143744,0.9999061381150262,134.9032264704928,0.009269764630592882,29,942.6937878131866
K02648.01,0.6317891664121729,0.040446081318740584,0.9998894652955347,131.9042252120195,0.010055952145373788,2310,907.6127111911774
K03217.01,5.090383846176209,0.0030524942681943975,0.9999141922675456,131.9632492041991,0.0052468815435933736,287,995.6739816665649
K01025.01,37.4785910573931,0.12189441460478277,0.998695372264099,157.3064624059241,0.03422916725389679,39,779.2728643417358
K01030.01,9.229368955696867,0.07264951712554957,0.9996223900786947,138.45055455199133,0.01827771038202784,158,863.7828736305237
K04947.01,6.702384433679494,0.051838695421146934,0.9993366859873876,134.38196296869765,0.022560687989161998,185,336.375857591629
K03709.01,205.583559885891,0.1831814043068263,0.98274407302195,234.74000556040446,0.12987282258997238,7,999.6161408424377
K00489.01,2.2169883462548308,0.06013157336213588,0.9996072657846831,131.79442021630106,0.018829231560913224,659,865.6975781917572
K06282.01,87.8735913146609,0.17160986825001973,0.8690582592904357,194.1296851729096,0.3373630070217109,16,1245.508929014206
K07635.01,2.059124585070071,0.028678239520330922,0.9999392209755752,133.1007822039383,0.007463713526390155,709,887.3604407310486
K04629.01,1.1851140029287233,0.03586096734859237,0.999761411310764,353.51309170492874,0.015039031696519958,1045,604.892383813858
K04948.01,480.87052770786823,0.29125699847808545,0.9990044579405748,164.93640411407173,0.028255437908520448,3,922.6263146400452
K02064.01,6.312222836954408,0.1715548399374423,0.999764097870477,136.9178926221269,0.014501697589909858,231,867.0156753063202
K06283.01,15.926680789767648,0.16790627968477298,0.8097882053400993,145.54192435704624,0.4136773158779845,91,1331.5933411121368
K02203.01,1.9903894778999607,0.10535612179000439,0.9999021559918236,132.7163638763576,0.009444921058356712,733,836.6407520771027
K03681.01,217.82451185105606,0.12481044573556731,0.9995220150080233,238.4622632545184,0.021221986020195472,7,922.1011230945587
K03681.02,10.513867890749209,0.13108784428983722,0.9999485030161304,134.5782882771425,0.006772196928087595,139,861.1177151203156
K03835.01,47.14898633950122,0.11785014501477781,0.9991803129354112,175.25105930980794,0.027250762171573885,31,886.6489779949188
K06284.01,0.9581009438501807,0.06727975860066658,0.9987963517617539,132.05335685376062,0.032737533626127024,1523,1326.369416475296
K01031.01,14.559980575887403,0.16807679523292635,0.9998515673646453,135.95632253292658,0.011772182368541653,100,848.3642692565918
K00299.01,1.541661178820764,0.06738046381298274,0.9998280908015332,131.99947858846286,0.012418045882817844,947,873.2499988079071
K06285.01,39.84113112101696,0.16361826575854527,0.9109064850778865,168.13813713990987,0.27599621511381855,36,1250.3864345550537
K01976.01,12.123909799001277,0.11477019791280489,0.9994552921972365,134.94994217033488,0.022378724170525437,121,860.4553332328796
K04600.01,510.38505418978605,0.29166848365838466,0.9995766315100738,253.4433278790645,0.0186982693457418,3,939.946537733078
K00400.01,44.18895510056773,0.17855639870284667,0.9970215712863422,165.79897189128945,0.05142657644730328,33,921.0659861564636
K07636.01,1.4054717817140727,0.03816534867708982,0.9999246613682621,132.2218231981846,0.00826783162059856,1038,843.4491527080536
K03161.01,643.8854044615757,0.42948843517446567,0.9887057640420555,629.2928218793209,0.08068164353613741,2,840.80828332901
K03853.01,21.512310175685915,0.05056024507022641,0.9989833693677508,261.55904559332384,0.0276485139720162,61,356.6155755519867
K06095.01,0.692817365276754,0.03007093438035661,0.9885439168725392,1099.7195932913867,0.10231287514919263,251,28.28048324584961
K04950.01,1.891365125236792,0.10170697572537155,0.9996939082405184,908.0757018769548,0.01649157598481405,362,182.643550157547
K03253.01,1.891250875693523,0.16104778649465426,0.9999817698198321,132.67930620487434,0.004042751395324136,772,880.4378981590271
K06286.01,1.891250875342232,0.17729014226872972,0.6033203511445895,132.67700532013257,0.5951172688806127,772,1346.6006209850311
K06287.01,1.8910893227204633,0.14640480467974917,0.9999788755031034,132.75987714740035,0.00450187156455021,772,859.1411838531494
K04045.01,1.891210480163718,0.14642981861239748,0.9999593234963778,132.6949144186406,0.0060195668910243355,772,846.7257976531982
K04352.01,1.8912789507258396,0.11186642591241923,0.9996376916220708,908.0805269374082,0.018239103203462812,362,188.30923986434937
K04951.01,1.6028504070751957,0.17364106806888757,0.9998829843329345,170.52479548240083,0.010509208286556803,887,882.4264414310455
K04102.01,1.8912508795792429,0.13314902611070153,0.9999333631807233,132.68530491923872,0.007726663114738841,772,827.3039133548737
K04071.01,1.8912912635482215,0.146413900594424,0.999925386778325,132.65430797275224,0.008077974005649316,772,853.0342576503754
K04111.01,1.891291262838453,0.1464457366171992,0.9998882374188339,132.662438061158,0.010023941445691398,772,837.8601222038269
K04003.01,1.8911700928456499,0.1331221514943621,0.9999485532459104,132.7089120392589,0.006754688309040259,772,877.4531946182251
K06288.01,1.8911700917846492,0.13316969880231952,0.9999032901564741,132.72517708855622,0.009311233619411125,772,859.7609071731567
K06289.01,52.89165064814014,0.19976834731611168,0.9928961098329094,199.88715802909883,0.08366589174093206,3,22.84896755218506
K02907.01,1.146925073708212,0.06183810257354297,0.9997926360658758,170.11002058273806,0.013562271935026269,1239,791.5417511463165
K04532.01,1.020868995331931,0.0956390939277957,0.9999770426182185,131.65728250767205,0.004518020881885576,1430,849.977130651474
K06290.01,1.429421691414872,0.0688031347222083,0.9974191742243066,132.74593781394898,0.048118871743313474,1021,1339.9311690330505
K04953.01,1.429421691414872,0.07569871524115934,0.9997283388328134,132.7456640040449,0.015626639645798263,1021,906.5633597373962
K07637.01,530.6277757355878,0.2917137970058034,0.9996290213128681,230.38094056278257,0.016894033591082352,3,915.7625231742859
K04746.01,0.9804034345054037,0.02927362964807192,0.9999145462918222,131.77999602286215,0.00887017312944912,1489,862.1229603290558
K08086.01,716.95096051949,0.2917545819673402,0.9996663219902144,157.03648364723708,0.017408396112970764,3,902.7027168273926
K00794.01,2.5391561065495796,0.09171154473159752,0.9997267784824988,131.5839207997828,0.015533202398380026,575,835.2235708236694
K01024.01,5.747643061746205,0.06614217354606015,0.9993538943249262,133.29831769512558,0.023847023906059583,254,859.4963972568512
K03077.01,4.095712832010578,0.05977043291739671,0.999690740908436,172.57946257086786,0.016418725875490436,347,747.2549862861633
K03077.02,7.558375565328081,0.08603649355699565,0.9997565227453715,175.7816706045584,0.014980939028383686,188,695.516321182251
K03053.01,42.5222286735703,0.18915833218003622,0.9996531935495557,178.63169952366772,0.01805126098266533,34,826.8094582557678
K03053.02,166.51921572469791,0.104344807992911,0.9993352689087355,253.50777992903255,0.023754452158279725,9,853.0413684844971
K01022.01,18.82737438204736,0.16487830892619196,0.9994018928069764,177.35566822622334,0.023415101357579446,76,807.9122331142426
K01022.02,68.83045117902854,0.11411192006792764,0.9995737047409022,172.14268841836108,0.019698726052217227,21,851.8993377685547
K03459.01,13.222494349181908,0.12628250544532335,0.9998237231556542,144.28895790745938,0.012258781245112265,110,865.8309984207153
K02489.01,3.9244379896190225,0.13086886381184254,0.9996978388046152,356.1047007014498,0.01644577785403484,315,604.066125869751
K06096.01,17.278749214713653,0.13509505233562177,0.8673895581547709,135.2869197622126,0.3431476056022465,85,1322.4726617336273
K06292.01,2.821268919155749,0.1492146411113946,0.9473577465126335,131.68480043170416,0.2163524631079332,518,1332.063601732254
K02979.01,1.371262850298551,0.049516391576595445,0.9999532054340967,131.93824013655478,0.006381161489394878,1065,878.4213860034943
K01094.01,6.100121398086642,0.1658355886246756,0.9995501748904954,135.5957768930282,0.020158017381751867,239,843.4338531494141
K04387.01,1.5403701183029423,0.05056347086889608,0.9999394513151146,132.0081556665974,0.0073460599302907275,948,837.691205739975
K04400.01,2.2092186752793292,0.08775045195155641,0.999959276195558,131.89894214698307,0.005949105827666062,661,872.2017993927002
K04702.01,5.813034958558346,0.08872703561747423,0.9999413388230666,131.5298318232697,0.007372894585339514,252,840.5079965591431
K01942.01,10.849403423369367,0.1244839357487085,0.9992073936477578,136.7527988082607,0.02645478008180032,135,860.1118078231812
