KOI Name,Period,Time (sec)
K00889.01,0.010371690964977745,1.4806842803955078
K01002.01,0.010557426048610749,1.2557051181793213
K02534.01,0.010573702979736505,1.2535052299499512
K00440.01,0.010519181784956455,1.2513189315795898
K01022.01,0.010004900784517918,1.2178943157196045
K01113.01,0.010434528383333651,1.251741886138916
K00273.01,0.010521639206283734,1.2511866092681885
K01115.01,0.010497301019353523,1.2513036727905273
K02055.01,0.010450382898591088,1.2265915870666504
K01108.03,0.010008715051326063,1.2474596500396729
K01102.01,0.010425911694331021,1.2511982917785645
K01102.03,0.010494538469055374,1.2303175926208496
K02413.01,0.010499264492824897,1.2478969097137451
K03057.02,0.010555102783473989,1.1564671993255615
K01106.01,0.010490887183474554,1.251352310180664
K01089.01,0.010506565612269463,1.2289924621582031
K01830.01,0.010500533970715794,1.2498211860656738
K01196.02,0.010483619712037423,1.2386853694915771
K01202.01,0.010446583224418587,1.250565528869629
K00624.02,0.010545160406329992,1.2479588985443115
K00624.03,0.010517984220284453,1.3866946697235107
K01221.01,0.010508532903314396,1.3908782005310059
K01221.02,0.01049636509995251,1.3073813915252686
K02279.01,0.010502603836827855,1.272691249847412
K00302.01,0.0102932238890125,1.2572643756866455
K00387.01,0.010068637853602179,1.2765107154846191
K02261.01,0.010513832322072947,1.2746694087982178
K04103.01,0.010491023131931785,1.2736008167266846
K01176.01,0.010432659403246534,1.2349553108215332
K00149.01,0.01000597285992499,1.2831661701202393
K01199.01,0.010553670188644768,1.2495522499084473
K04084.01,0.01046986055410822,1.2689859867095947
K01215.02,0.010412701509251089,1.261845588684082
K01203.03,0.010500624240914419,1.2770061492919922
K00494.01,0.0105005637399603,1.2776880264282227
K01760.02,0.010453586721067522,1.2449193000793457
K02013.01,0.010004957351619876,1.2765791416168213
K01339.01,0.010499748718229663,1.274808645248413
K02210.01,0.010591198308535676,1.2742445468902588
K00281.01,0.010069360366567751,1.2746376991271973
K03678.01,0.010070833225064062,1.2719075679779053
K01335.01,0.010567945456986616,1.2727081775665283
K01860.01,0.010505380330908143,1.186495065689087
K01860.02,0.010479727668401885,1.177800178527832
K02728.01,0.010069429262144127,1.2546257972717285
K00813.01,0.01000671330216646,1.2504949569702148
K01615.01,0.010537878711730479,1.2421047687530518
K02652.01,0.010007633498062258,1.267007827758789
K00244.02,0.010003668564114821,1.265366792678833
K02166.01,0.010565160693210882,1.2439625263214111
K01338.01,0.010516695882899241,1.3142602443695068
K00626.01,0.010518711872499954,1.2692821025848389
K00223.02,0.010450982560611628,1.2613391876220703
K00627.01,0.01045080245809412,1.2734630107879639
K00628.01,0.01056692047492488,1.2720072269439697
K03437.01,0.010012920006385437,1.273484706878662
K00817.02,0.010537680040260941,1.2168083190917969
K01996.01,0.010513477604775565,1.1812613010406494
K00497.01,0.010434827084039353,1.2457420825958252
K00632.01,0.010513423453847806,1.2691504955291748
K00232.01,0.010076256605730896,1.2726993560791016
K00232.02,0.01051474126912956,1.2633256912231445
K00232.03,0.010561552272454344,1.2548623085021973
K00232.04,0.010537790434017277,1.255275011062622
K00500.04,0.010544154748058768,1.2350919246673584
K01973.01,0.010646423672654358,1.2740890979766846
K01665.01,0.010510879083202793,1.2458813190460205
K02951.01,0.0105545218043478,1.2122111320495605
K02406.01,0.010523369172129914,1.2700583934783936
K04127.01,0.01055521145310084,1.1789178848266602
K00638.02,0.010012341859184365,1.2400586605072021
K00640.01,0.010479151672585351,1.2733054161071777
K02698.01,0.013836797307345978,1.2709898948669434
K02708.01,0.010590442682993396,1.2350149154663086
K01603.01,0.010500685385777909,1.2687487602233887
K01564.01,0.010011875937028503,1.270045518875122
K02719.01,0.010503451079970983,1.2675883769989014
K03468.01,0.01057172687853526,1.2706751823425293
K01589.04,0.010003398065848493,1.256779432296753
K00503.01,0.010450380479925553,1.2161877155303955
K00248.02,0.01050833651748913,1.2629365921020508
K04327.01,0.010542479356925495,1.3020496368408203
K00645.01,0.0105200010931561,1.2999932765960693
K00834.02,0.010434150274847854,1.2617206573486328
K01567.02,0.01044635328488379,1.1711320877075195
K01567.03,0.01044635328488379,1.1693391799926758
K00409.01,0.010368567859391551,1.3064236640930176
K01585.01,0.010484782857921829,1.3414580821990967
K02707.02,0.010502196049495918,1.2872560024261475
K01930.02,0.010987760924197617,1.225766658782959
K01930.03,0.010008664369108262,1.2224109172821045
K02668.01,0.010870597252681339,1.2320139408111572
K00257.01,0.010008678240286695,1.2317228317260742
K01677.01,0.010508896660522135,1.2851626873016357
K00837.01,0.010431038936275457,1.283757209777832
K02160.01,0.010008346807828621,1.259538173675537
K01621.01,0.010496501009793822,1.2836122512817383
K02369.01,0.010459116847415129,1.2184171676635742
K02345.01,0.010001337549555633,1.2638120651245117
K00448.01,0.010459040829992723,1.2853307723999023
K00412.01,0.010448313845576533,1.2281227111816406
K00610.01,0.010463657900259115,1.3089678287506104
K03144.01,0.010522903411332494,1.1109328269958496
K00505.01,0.010582522982138905,1.194016456604004
K00505.03,0.010582522982138905,1.192079782485962
K00505.04,0.010497431977836221,1.1840171813964844
K00283.01,0.01044884276617467,1.3941600322723389
K01005.01,0.010365322190324528,1.2518582344055176
K03412.01,0.010571206972946568,1.2834994792938232
K02614.01,0.014668064729653905,1.296435832977295
K01787.01,0.010141089696723775,1.2449917793273926
K03071.01,0.010553549069511312,1.2869069576263428
K00843.01,0.010445865992702414,1.2850914001464844
K00654.01,0.01049100867943474,1.227785348892212
K01052.03,0.012389481789450324,1.2699532508850098
K01053.01,0.010569292974497524,1.2851853370666504
K02498.01,0.010004148612387272,1.286501407623291
K03319.03,0.010583425925407708,1.2875070571899414
K00655.01,0.010005602503047465,1.2889180183410645
K00191.04,0.010532351592660343,1.23164701461792
K02742.01,0.01048821885248316,1.2867584228515625
K00657.01,0.010534022971658558,1.2324180603027344
K00304.01,0.010000584366924838,1.28550386428833
K02071.01,0.010523293699351436,1.2861499786376953
K01061.01,0.010519819656744117,1.2875242233276367
K02167.01,0.010439080774912813,1.195634126663208
K00200.01,0.01036085383879507,1.2827134132385254
K00305.01,0.010520168000200234,1.2838027477264404
K02098.02,0.010532233871663865,1.224665880203247
K03458.01,0.010514870272910043,1.1969022750854492
K02886.01,0.01045900277449077,1.194166898727417
K01687.01,0.01054540503978447,1.2826085090637207
K01882.01,0.010501199230072542,1.283306360244751
K02019.01,0.010490538554588766,1.2466063499450684
K04068.01,0.010446822948687996,1.2027232646942139
K02753.01,0.010444886444360738,1.2293493747711182
K00508.02,0.010513122661044384,1.2219140529632568
K01688.01,0.010448453343076824,1.2837026119232178
K02021.01,0.010501693547450942,1.1950533390045166
K01127.01,0.010498542362093521,1.194216251373291
K00509.02,0.010516579283366925,1.2752635478973389
K01626.01,0.010014816111399196,1.2066185474395752
K00510.01,0.010508770010807751,1.2331092357635498
K00510.02,0.010536784955255132,1.220249891281128
K00854.01,0.010521670315294055,1.2850017547607422
K01241.01,0.010496577059305318,1.282543420791626
K01241.02,0.010496577059305318,1.27337646484375
K00511.01,0.010511772859376947,1.28761625289917
K01826.01,0.01050692941481874,1.2878098487854004
K00416.01,0.010075311427367131,1.2881224155426025
K00270.01,0.010454336362683156,1.2876684665679932
K00157.01,0.01044607534547754,1.2902638912200928
K02747.01,0.010525659137359842,1.2315356731414795
K03438.01,0.010026637097507842,1.2864327430725098
K04159.01,0.01043605152607419,1.2893872261047363
K01236.01,0.010017112905325807,1.2871005535125732
K00111.01,0.010346150178957346,1.2861201763153076
K02798.01,0.010570288173966175,1.2921154499053955
K00563.01,0.010454216483378085,1.2887299060821533
K02282.01,0.010593521280515555,1.2894024848937988
K02086.03,0.01051469409955557,1.2668416500091553
K00564.02,0.01935205285368847,1.2903790473937988
K00864.03,0.010502276149459535,1.2433264255523682
K00070.04,0.010498042372921474,1.271449327468872
K00163.01,0.01050623434604626,1.2842381000518799
K02220.01,0.0104992502686792,1.2863762378692627
K02220.02,0.01120605079368403,1.2610139846801758
K00010.01,0.010366993021082224,1.2818834781646729
K01363.02,0.012003943208970384,1.2716217041015625
K04382.01,0.010508170880505615,1.2903051376342773
K00513.01,0.010434843148562658,1.2840521335601807
K02348.01,0.01055452624966865,1.284029245376587
K00869.04,0.010887759603988268,1.263223648071289
K01960.02,0.010001913860888771,1.2820639610290527
K01628.02,0.01027737766424045,1.280942678451538
K00670.01,0.010510864760335073,1.290435791015625
K00671.01,0.010495595926087831,1.2890760898590088
K02920.01,0.010470568048848498,1.287865400314331
K00454.01,0.010493864671884488,1.228938102722168
K01360.01,0.010587342358692999,1.2840087413787842
K02028.03,0.010444038086376185,1.255237102508545
K00872.01,0.010066666299130637,1.2849152088165283
K00872.02,0.010437275858409416,1.2816650867462158
K00566.01,0.010503036365404957,1.2159199714660645
K02164.01,0.010553381252970142,1.287717342376709
K02561.01,0.010549369675251167,1.287022352218628
K02051.02,0.010517835432084153,1.1899645328521729
K02180.01,0.0104959583602325,1.2821907997131348
K00987.01,0.01041751808493795,1.2854578495025635
K01353.02,0.010468448922896294,1.2865376472473145
K01702.01,0.010495497059378139,1.2545058727264404
K06863.01,0.010450743810620458,1.2873213291168213
K00880.03,0.010507671345153607,1.2816689014434814
K00266.01,0.010457272901149138,1.2829806804656982
K00313.01,0.010509367128464772,1.2815520763397217
K00676.02,0.01043391797894023,1.2778334617614746
K00886.01,0.010525388426608946,1.2900257110595703
K00678.01,0.01050183491357481,1.287870168685913
K03303.01,0.01048762112019588,1.2889857292175293
K00679.02,0.010575083442540809,1.284393072128296
K03097.01,0.01000542566153122,1.2887344360351562
K00890.01,0.010064292921852644,1.2837374210357666
K02458.01,0.010007730094691606,1.2826805114746094
K02585.01,0.010497725425595366,1.2825775146484375
K02585.02,0.0105174853615232,1.2728440761566162
K01528.01,0.010568497320415314,1.2894585132598877
K05416.01,0.010493238899106831,0.2663757801055908
K01952.01,0.01042948930300463,1.264375925064087
K01952.03,0.010484678632450256,1.255500316619873
K01921.01,0.010081491558552643,1.265967607498169
K00685.01,0.01048669726841529,1.26723313331604
K01533.01,0.01052681643019226,1.2665774822235107
K00896.02,0.010005973562645971,1.2626707553863525
K00171.02,0.010453602924429126,1.2577223777770996
K00897.01,0.010066318806526978,1.2665300369262695
K00202.01,0.010156349047611847,1.269789457321167
K01511.01,0.010508064776365051,1.2673358917236328
K01581.02,0.010506658775268296,1.260617971420288
K01553.01,0.010138118628071435,1.2672417163848877
K01711.01,0.010573689002578185,1.2699360847473145
K00316.01,0.010378006706056191,1.2671818733215332
K02352.02,0.01001043518810846,1.262223482131958
K02615.01,0.010541353545800427,1.2655689716339111
K00240.01,0.010491703261267507,1.2687437534332275
K00155.01,0.01000006386154879,1.2692244052886963
K05466.01,0.01136469283538951,1.2498235702514648
K00520.01,0.010442413694304641,1.2649555206298828
K00460.01,0.010410161959280597,1.2658288478851318
K01570.01,0.010521928043776756,1.1934316158294678
K04005.01,0.01045032568289664,1.2697665691375732
K00318.01,0.010067375046475766,1.2667744159698486
K01015.01,0.010385450128893962,1.2110133171081543
K01867.03,0.010547445294000011,1.2513251304626465
K00572.02,0.010454546355962458,1.2615370750427246
K02593.01,0.010552009158995582,1.2673981189727783
K01713.01,0.010553519176841905,1.2634034156799316
K01726.01,0.01042510863691101,1.2704179286956787
