KOI Name,Period,Time (sec)
K00889.01,8.91,87.59883236885071
K01002.01,1999.91,87.3995189666748
K02534.01,1999.91,87.42656397819519
K00440.01,15.91,87.46025037765503
K01022.01,18.51,85.99566841125488
K01113.01,1278.41,87.43144011497498
K00273.01,1.51,87.43002033233643
K01115.01,13.31,87.42345547676086
K02055.01,0.01,69.11968636512756
K01108.03,0.41000000000000003,84.45533847808838
K01102.01,0.01,87.4612386226654
K01102.03,0.01,74.644704580307
K02413.01,0.7100000000000001,87.41843438148499
K03057.02,0.51,75.7734112739563
K01106.01,1999.91,87.45392179489136
K01089.01,6.11,69.10674524307251
K01830.01,6.61,87.46158146858215
K01196.02,1999.91,79.24029970169067
K01202.01,1999.91,87.47357392311096
K00624.02,0.01,84.61671924591064
K00624.03,2.21,68.16303491592407
K01221.01,0.21000000000000002,87.48275828361511
K01221.02,0.21000000000000002,84.7258882522583
K02279.01,0.11,69.09104299545288
K00302.01,0.7100000000000001,69.09869813919067
K00387.01,13.91,87.40159106254578
K02261.01,0.01,87.42814683914185
K04103.01,0.01,87.4627697467804
K01176.01,1999.91,86.00901079177856
K00149.01,0.91,87.45233368873596
K01199.01,0.21000000000000002,69.09074449539185
K04084.01,0.31000000000000005,87.44180035591125
K01215.02,0.01,82.1677827835083
K01203.03,0.31000000000000005,65.30783724784851
K00494.01,15.01,69.1211256980896
K01760.02,0.41000000000000003,64.21555185317993
K02013.01,0.51,87.4389853477478
K01339.01,1999.91,87.44104194641113
K02210.01,0.01,87.44757056236267
K00281.01,0.31000000000000005,87.45144057273865
K03678.01,53.410000000000004,87.39791560173035
K01335.01,0.6100000000000001,87.45599889755249
K01860.01,1.11,76.9908435344696
K01860.02,1.11,71.31094431877136
K02728.01,0.6100000000000001,69.10620784759521
K00813.01,1999.91,69.1132755279541
K01615.01,1.31,68.8914315700531
K02652.01,1999.91,87.3595769405365
K00244.02,1999.91,84.83491683006287
K02166.01,0.31000000000000005,69.09319067001343
K01338.01,1999.91,87.43578481674194
K00626.01,14.610000000000001,69.1000726222992
K00223.02,1999.91,81.28155159950256
K00627.01,0.51,87.46370387077332
K00628.01,1.61,87.43039917945862
K03437.01,1999.91,87.44977164268494
K00817.02,395.41,65.49836230278015
K01996.01,1999.91,76.96614789962769
K00497.01,0.01,69.1080846786499
K00632.01,0.7100000000000001,87.42454552650452
K00232.01,12.51,87.47241616249084
K00232.02,0.11,82.80312466621399
K00232.03,9.610000000000001,75.34980297088623
K00232.04,9.610000000000001,73.24568605422974
K00500.04,0.31000000000000005,57.474878787994385
K01973.01,1999.91,87.44476008415222
K01665.01,137.01,69.0705578327179
K02951.01,0.41000000000000003,66.96391034126282
K02406.01,6.71,87.42711973190308
K04127.01,1999.91,76.92096734046936
K00638.02,33.71,66.87508511543274
K00640.01,30.910000000000004,87.41907477378845
K02698.01,0.51,87.46161103248596
K02708.01,9.31,85.94827723503113
K01603.01,0.51,87.43490934371948
K01564.01,17.810000000000002,87.43775701522827
K02719.01,0.51,87.40402698516846
K03468.01,0.51,87.43015885353088
K01589.04,10.110000000000001,74.43032050132751
K00503.01,8.21,66.99069452285767
K00248.02,10.91,82.91107273101807
K04327.01,1999.91,69.0730938911438
K00645.01,43.21,69.06757259368896
K00834.02,0.31000000000000005,83.56240677833557
K01567.02,1999.91,72.52610492706299
K01567.03,1999.91,70.13773250579834
K00409.01,13.21,87.43727469444275
K01585.01,1999.91,87.47211408615112
K02707.02,1999.91,86.2816469669342
K01930.02,0.51,62.32420897483826
K01930.03,0.51,59.24770975112915
K02668.01,0.01,66.99089479446411
K00257.01,1999.91,66.95954489707947
K01677.01,0.51,87.44892263412476
K00837.01,262.31,87.44223380088806
K02160.01,1999.91,69.07522678375244
K01621.01,0.21000000000000002,87.46877217292786
K02369.01,182.81,65.50171685218811
K02345.01,36.61,69.07420206069946
K00448.01,43.71,87.4404776096344
K00412.01,392.01,67.0140860080719
K00610.01,0.51,66.98369407653809
K03144.01,0.41000000000000003,28.183632135391235
K00505.01,0.01,66.97691583633423
K00505.03,0.01,64.30266404151917
K00505.04,0.01,58.26862406730652
K00283.01,16.110000000000003,87.44502902030945
K01005.01,8.91,85.9461932182312
K03412.01,0.01,87.43043541908264
K02614.01,1999.91,87.41822504997253
K01787.01,19.710000000000004,54.47987461090088
K03071.01,1999.91,87.41755223274231
K00843.01,1999.91,87.46980094909668
K00654.01,1999.91,66.97539710998535
K01052.03,0.41000000000000003,78.2052309513092
K01053.01,1999.91,87.44353890419006
K02498.01,1999.91,87.43109941482544
K03319.03,0.31000000000000005,75.84977889060974
K00655.01,1.51,87.4009919166565
K00191.04,935.8100000000001,39.89576077461243
K02742.01,0.11,87.41560292243958
K00657.01,16.310000000000002,66.98970937728882
K00304.01,8.51,87.43243789672852
K02071.01,64.91000000000001,87.47180891036987
K01061.01,0.51,87.42022156715393
K02167.01,0.31000000000000005,76.94814705848694
K00200.01,1999.91,87.49758887290955
K00305.01,4.61,87.41249203681946
K02098.02,0.41000000000000003,64.89743113517761
