KOI Name,Period,Time (sec)
K01585.01,0.56,873.3831644058228
K02707.02,1999.99,861.6521310806274
K01930.02,0.43,622.4583466053009
K01930.03,0.43,591.530987739563
K02668.01,0.01,668.8640425205231
K00257.01,6.88,668.5652663707733
K01677.01,0.48000000000000004,873.1401355266571
K00837.01,0.44,873.0706031322479
K02160.01,0.5700000000000001,689.6603312492371
K01621.01,0.15000000000000002,873.3822271823883
K02369.01,182.78,654.0027329921722
K02345.01,0.08,689.512574672699
K00448.01,0.39,873.0811276435852
K00412.01,4.1499999999999995,669.0914361476898
K00610.01,1.02,668.995537519455
K03144.01,0.47000000000000003,281.51106238365173
K00505.01,0.36000000000000004,668.9085474014282
K00505.03,0.36000000000000004,642.0324125289917
K00505.04,0.36000000000000004,581.8187203407288
K00283.01,16.090000000000003,873.1476771831512
K01005.01,1.37,858.3109202384949
K03412.01,0.49,873.1149640083313
K02614.01,0.17,872.8595461845398
K01787.01,12.34,545.2277066707611
K03071.01,1999.99,874.3222968578339
K00843.01,4.1899999999999995,874.844963312149
K00654.01,0.37,669.9108345508575
K01052.03,0.46,782.2452590465546
K01053.01,0.37,874.9609377384186
K02498.01,0.37,874.5108964443207
K03319.03,0.24000000000000002,758.6830379962921
K00655.01,1.51,874.2040147781372
K00191.04,0.37,399.10327553749084
K02742.01,0.42000000000000004,874.3409798145294
K00657.01,0.37,670.0966956615448
K00304.01,8.51,874.5304882526398
K02071.01,64.91000000000001,874.8957753181458
K01061.01,0.51,874.3660576343536
K02167.01,0.38,769.5987796783447
K00200.01,7.34,875.1772367954254
K00305.01,4.6,874.3293335437775
K02098.02,0.46,649.0920350551605
K03458.01,0.46,769.8127117156982
K02886.01,1999.99,769.315614938736
K01687.01,0.52,874.6860752105713
K01882.01,0.01,874.6476671695709
K02019.01,0.55,859.5645642280579
K04068.01,0.32,306.5220317840576
K02753.01,0.47000000000000003,669.8934450149536
K00508.02,0.34,628.3970594406128
K01688.01,0.3,874.5548000335693
K02021.01,0.25,769.8572709560394
K01127.01,0.3,769.5766551494598
K00509.02,5.7299999999999995,791.3019576072693
K01626.01,1999.99,769.6122739315033
K00510.01,0.49,670.0998382568359
K00510.02,0.7100000000000001,585.8066699504852
K00854.01,0.38,874.5875809192657
K01241.01,0.6,875.0128290653229
K01241.02,0.39,814.9741518497467
K00511.01,8.01,874.4834110736847
K01826.01,1999.99,874.2457563877106
K00416.01,18.21,874.5350611209869
K00270.01,0.37,874.8201577663422
K00157.01,1.28,874.7898352146149
K02747.01,0.5,669.8961894512177
K03438.01,0.48000000000000004,874.2745170593262
K04159.01,0.39,874.2778127193451
K01236.01,0.67,874.6550269126892
K00111.01,1.27,874.7376432418823
K02798.01,0.38,874.2554216384888
K00563.01,1999.99,874.0737512111664
K02282.01,0.17,874.627771615982
K02086.03,0.52,736.1947872638702
K00564.02,0.81,863.4514575004578
K00864.03,0.31,762.5242764949799
K00070.04,0.49,748.5082650184631
K00163.01,1.3900000000000001,874.6652481555939
K02220.01,1999.99,874.004058599472
K02220.02,1999.99,709.0185797214508
K00010.01,3.52,875.0994222164154
K01363.02,1999.99,795.5443160533905
K04382.01,0.18000000000000002,874.4674713611603
K00513.01,0.6900000000000001,874.3276779651642
K02348.01,0.39,874.5284175872803
K00869.04,0.28,733.1333773136139
K01960.02,0.09999999999999999,818.5306289196014
K01628.02,1.77,853.231870174408
K00670.01,0.73,874.6566836833954
K00671.01,0.53,874.6667594909668
K02920.01,0.49,874.7614645957947
K00454.01,0.38,669.8426342010498
K01360.01,0.46,874.7441802024841
K02028.03,0.64,831.9695167541504
K00872.01,1.4000000000000001,874.6654477119446
K00872.02,0.37,859.8922882080078
K00566.01,0.47000000000000003,604.9766829013824
K02164.01,0.33,874.5689194202423
K02561.01,0.81,874.5802397727966
K02051.02,0.29000000000000004,740.6207783222198
K02180.01,0.35000000000000003,874.4524638652802
K00987.01,1.06,874.4777691364288
K01353.02,1.74,866.8507006168365
K01702.01,0.21000000000000002,859.705560207367
K06863.01,1999.99,858.6404130458832
K00880.03,0.29000000000000004,839.1998927593231
K00266.01,1.1500000000000001,874.574465751648
K00313.01,18.740000000000002,874.1049227714539
K00676.02,1999.99,830.354777097702
K00886.01,0.89,874.4042563438416
K00678.01,0.42000000000000004,874.0556230545044
K03303.01,0.38,874.6783285140991
K00679.02,0.01,843.9714319705963
K03097.01,0.36000000000000004,874.6365652084351
K00890.01,1.35,874.9876291751862
K02458.01,0.44,874.5591449737549
K02585.01,0.01,874.3711745738983
K02585.02,0.01,796.2379443645477
K01528.01,0.56,874.4720001220703
K05416.01,0.4,191.60950756072998
K01952.01,0.25,874.303432226181
K01952.03,0.25,787.9819457530975
K01921.01,1.1600000000000001,874.6808757781982
K00685.01,0.31,874.6250095367432
K01533.01,0.34,874.202398777008
K00896.02,6.31,844.8583528995514
K00171.02,0.05,802.1538712978363
K00897.01,1999.99,875.2086524963379
K00202.01,1.72,875.2284450531006
K01511.01,0.52,874.7560384273529
K01581.02,0.13,823.0483872890472
K01553.01,26.39,874.6561412811279
K01711.01,0.64,874.4640233516693
K00316.01,0.8300000000000001,875.0854861736298
K02352.02,0.46,796.3072485923767
K02615.01,0.29000000000000004,874.8162443637848
K00240.01,4.29,874.6203167438507
K00155.01,5.66,874.9415140151978
K05466.01,0.54,859.808155298233
K00520.01,0.5800000000000001,874.8183917999268
K00460.01,5.86,874.3653938770294
K01570.01,3.17,769.5776643753052
K04005.01,0.34,874.5453124046326
K00318.01,2.4699999999999998,874.0353035926819
K01015.01,0.41000000000000003,454.27123522758484
K01867.03,0.27,775.8110237121582
K00572.02,1999.99,814.8520011901855
K02593.01,0.44,874.5574946403503
K01713.01,0.56,874.6095271110535
K01726.01,3.46,874.6978039741516
K02144.01,0.37,874.2012441158295
K01820.02,1.77,804.2002069950104
K01150.01,0.3,874.823184967041
K01151.02,0.44,835.8276658058167
K01142.01,0.38,874.4615786075592
K00260.03,0.81,807.3540563583374
K00573.02,1999.99,808.2631230354309
K00575.01,0.76,874.6600594520569
K02145.01,0.28,874.1411471366882
K00152.03,1.37,811.7459058761597
K00116.04,0.3,768.6922626495361
K00910.01,5.39,874.7429361343384
K02624.01,0.38,769.7395853996277
K02529.02,0.35000000000000003,847.3706588745117
K02016.01,0.54,454.346702337265
K00370.01,0.67,874.3887102603912
K04300.01,0.36000000000000004,769.5617163181305
K00692.01,0.16,874.3766205310822
K02346.01,0.4,874.9435586929321
K02436.01,0.52,874.5682094097137
K01278.02,1.55,856.6127350330353
K00579.01,1.01,874.4757134914398
K01279.01,0.36000000000000004,874.1379818916321
K00916.01,3.31,874.2089495658875
K00137.03,0.34,792.0820107460022
K03384.02,0.3,838.4958975315094
K06186.01,1.81,866.3247232437134
K01891.01,0.59,874.3620343208313
K02340.01,0.43,874.0068943500519
K00921.02,0.01,848.4768953323364
K01893.01,0.34,874.3185334205627
K00172.01,0.98,874.1111147403717
K00693.02,0.46,826.3214888572693
K03432.01,0.01,874.6149761676788
K01904.01,0.5,873.9917976856232
K00523.02,0.3,862.3659844398499
K00581.02,0.52,826.9040932655334
K00042.01,17.830000000000002,874.7291731834412
K01404.01,0.38,874.3238079547882
K02595.02,0.28,823.1346995830536
K00923.01,5.74,874.8111262321472
K00464.01,4.49,874.8908498287201
K02688.01,5.43,532.8123061656952
K04009.01,1999.99,874.4064474105835
K02038.04,0.38,737.1322841644287
K01412.01,0.47000000000000003,874.5843005180359
K00700.03,0.39,824.400342464447
K00159.01,0.31,874.5414876937866
K01874.02,1999.99,851.5207850933075
K02169.01,0.35000000000000003,874.4796340465546
K01413.02,0.48000000000000004,792.0914103984833
K01402.01,0.51,874.3491537570953
K01933.01,0.22,874.5548589229584
K04500.01,0.51,769.8364913463593
K01915.01,0.8200000000000001,874.3091521263123
K02256.01,0.5,769.8539052009583
K00421.01,4.45,875.3180627822876
K01403.01,0.43,874.7625708580017
K02107.01,0.05,874.5872616767883
K02491.01,1999.99,874.7804043292999
K01405.01,0.47000000000000003,859.7342667579651
K02397.01,0.4,874.4846506118774
K00585.01,1.86,874.4783787727356
K03975.01,182.71,454.88560247421265
K04241.01,0.36000000000000004,769.6830563545227
K02298.02,0.18000000000000002,851.3018090724945
K02020.01,0.15000000000000002,874.8906111717224
K04215.01,0.36000000000000004,874.500283241272
K00196.01,1999.99,875.3333520889282
K01922.03,1999.99,744.0432839393616
K01977.01,0.17,874.49063539505
K02121.01,0.41000000000000003,874.5260367393494
K00938.03,0.17,629.8873579502106
K03296.01,0.06999999999999999,874.3691692352295
K04076.01,985.73,874.7049877643585
K00707.03,0.14,804.8703832626343
K00119.02,0.46,848.67289686203
K00941.03,0.43,631.9293191432953
K01978.02,0.45,843.2267198562622
K00180.01,10.04,874.4595403671265
K01488.01,0.79,874.5443670749664
K00711.01,0.3,874.4952759742737
K00588.01,1.48,873.2492954730988
K01498.01,1999.99,873.0517225265503
K00183.01,1999.99,873.5618975162506
K01854.01,0.38,686.5612351894379
K02913.01,0.36000000000000004,872.9954142570496
K02545.01,0.31,873.2967736721039
K04617.01,0.5800000000000001,872.7855067253113
K01913.01,0.38,872.7465720176697
K01849.01,8.08,873.4469785690308
K00948.01,0.09,873.0544853210449
K02035.01,1.4100000000000001,686.2717576026917
K01505.01,1999.99,872.700701713562
K01521.01,0.26,872.9397411346436
K00954.01,4.06,873.1016209125519
K01526.01,1999.99,873.1263656616211
K02880.01,1999.99,857.8851718902588
K02715.02,0.52,411.8451519012451
K00470.01,1.25,686.8635058403015
K02423.01,0.4,686.6673777103424
K00717.01,0.09,872.9412825107574
K02509.01,0.48000000000000004,873.0940427780151
K02751.01,0.37,873.0494787693024
K02732.02,0.46,771.9447498321533
K01606.01,0.14,872.8259971141815
K01955.01,0.41000000000000003,872.9984495639801
K02135.01,0.46,686.8825361728668
K01779.02,2.3899999999999997,628.1152720451355
K02285.01,0.33,858.2431421279907
K00719.02,0.52,852.046026468277
K00593.01,2.5,873.199125289917
K00593.02,0.5700000000000001,833.6260373592377
K02748.01,0.4,686.3538885116577
K02748.02,0.41000000000000003,650.8532316684723
K00720.01,5.6899999999999995,687.1329960823059
K00721.01,0.34,686.6042113304138
K02832.01,0.35000000000000003,872.5675814151764
K04146.01,0.36000000000000004,870.6827397346497
K02785.01,0.31,425.9786536693573
K00723.03,0.39,795.8050699234009
K01598.02,0.42000000000000004,860.7667934894562
K01598.03,0.42000000000000004,850.6513350009918
K01595.01,1999.99,872.7837936878204
K01586.01,0.5,686.6899507045746
K02002.01,0.01,686.6400542259216
K04706.01,0.53,686.4897816181183
K02520.01,0.45,873.0584547519684
K04292.01,0.47000000000000003,873.0127260684967
K01888.01,1.3,873.0547931194305
K04034.01,0.51,686.8235809803009
K01909.02,0.53,834.6760370731354
K01929.01,0.01,873.2361800670624
K00991.01,0.05,686.2559154033661
K01083.01,0.49,686.5260620117188
K02212.01,1999.99,768.244246006012
K01723.01,1999.99,872.8958666324615
K00730.02,0.36000000000000004,589.4380006790161
K00530.01,0.37,873.232652425766
K00733.04,0.01,706.5841891765594
K02390.01,0.37,686.7854571342468
K00104.01,2.51,873.3534083366394
K01905.01,0.49,872.9003202915192
K01905.02,0.49,833.7444713115692
K02058.01,0.37,872.8347432613373
K01880.01,0.28,873.1319978237152
K01175.01,0.060000000000000005,686.7468950748444
K00618.01,0.51,686.6433992385864
K04051.01,0.31,686.610532283783
K02859.01,0.38,873.0303618907928
K02147.01,0.44,873.5398616790771
K02147.02,0.51,857.8880295753479
K00428.01,6.87,686.6466255187988
K01877.01,0.48000000000000004,872.7914361953735
K02961.01,0.53,873.3029832839966
K00533.01,1999.99,872.9076924324036
K01301.02,0.5,784.046669960022
K02131.01,0.33,686.5583643913269
K00338.02,0.38,646.5808923244476
K00475.01,0.31,873.0107636451721
K00747.01,0.67,873.104816198349
K02300.01,0.3,872.9553689956665
K03032.01,0.34,691.2030689716339
K00275.02,0.42000000000000004,649.5377707481384
K02845.01,0.38,873.0519943237305
K00087.01,0.43,872.9889035224915
K00749.02,0.52,804.1406610012054
K01298.01,0.49,873.0208797454834
K02149.01,0.36000000000000004,686.8038332462311
K01837.01,0.51,872.9049601554871
K02179.02,0.39,751.1768643856049
K02108.01,0.25,873.1319723129272
K02236.01,0.43,873.2310259342194
K01302.01,6.17,873.1191778182983
K01305.02,0.44,781.250394821167
K02327.01,0.35000000000000003,873.3660182952881
K01989.01,0.41000000000000003,872.7280704975128
K03925.03,0.41000000000000003,54.24032139778137
K00174.01,7.04,686.4226629734039
K00432.01,5.26,873.2554342746735
K00756.01,5.55,671.6535265445709
K00535.01,5.85,686.6267473697662
K00117.02,0.53,648.8806538581848
K02936.01,0.36000000000000004,686.5262167453766
K00194.01,1.56,873.5591039657593
K00757.01,16.07,691.4854276180267
K00757.03,1.25,657.6318883895874
K03063.01,1999.99,768.2495675086975
K00291.02,0.47000000000000003,664.4750533103943
K00433.02,4.03,681.7105679512024
K00343.02,0.49,786.9067027568817
K00112.02,0.53,856.7270259857178
K06233.01,2.8499999999999996,680.0949399471283
K01643.01,0.38,689.572437286377
K01432.01,0.19,876.2704722881317
K01432.04,0.17,684.1935415267944
K00759.02,0.36000000000000004,678.3154742717743
K03060.01,0.3,693.9503884315491
K01440.01,0.43,876.4676644802094
K01889.01,0.54,694.0423564910889
K02442.01,0.5700000000000001,860.771201133728
K00124.01,0.47000000000000003,876.5236971378326
K02485.01,0.6,694.1765911579132
K02485.03,0.6,617.2881019115448
K00276.01,20.880000000000003,876.2061152458191
K01647.02,0.36000000000000004,654.345624923706
K05875.01,0.34,115.84229159355164
K00348.01,28.51,876.2728788852692
K00294.01,1.23,689.6287186145782
K03110.01,0.4,694.1467199325562
K01802.01,1.05,876.550844669342
K01651.01,0.45,694.1056468486786
K02069.01,0.32,876.4806816577911
K00330.01,0.36000000000000004,876.2092869281769
K00330.02,0.37,795.8692700862885
K01428.01,0.35000000000000003,876.5530042648315
K00277.01,2.32,876.7147510051727
K02195.01,1999.99,876.600724697113
K00766.01,4.13,861.070677280426
K02143.01,0.33,876.7053959369659
K02482.01,0.47000000000000003,876.4325544834137
K03015.01,0.52,876.4616191387177
K04036.01,0.48000000000000004,876.1098124980927
K00351.01,0.78,694.1070790290833
K00351.06,0.13,658.3767037391663
K02705.01,0.16,532.6586818695068
K00769.01,1.07,876.3251888751984
K02399.01,0.33,876.4670822620392
K01422.03,0.01,651.1385135650635
K02296.01,0.060000000000000005,694.3973996639252
K00773.01,0.38,876.2314655780792
K03101.01,0.33,876.1307837963104
K00168.03,0.19,761.9244296550751
K03109.01,0.42000000000000004,876.6384975910187
K01532.01,0.39,876.59272813797
K00541.01,0.45,876.6686933040619
K01535.01,0.7000000000000001,876.130040884018
K00542.01,0.59,876.1276664733887
K02376.01,0.31,587.8840517997742
K03116.01,0.46,876.2061185836792
K04745.01,1999.99,876.7518012523651
K01531.01,0.38,876.1065945625305
K00620.01,9.03,876.7963674068451
K00620.03,0.45,854.9710104465485
K02173.02,0.38,860.6731588840485
K00543.01,4.3,876.5669102668762
K01828.01,0.39,876.4755480289459
K00780.01,0.4,876.073192358017
K02026.01,0.33,876.1184823513031
K01530.01,0.42000000000000004,693.8975546360016
K02433.02,1999.99,710.9773497581482
K00546.02,0.45,840.4510607719421
K00784.01,0.74,875.9668772220612
K00785.01,0.59,876.3800654411316
K00153.02,4.46,810.2511432170868
K02372.01,0.21000000000000002,876.1033666133881
K02264.01,0.46,876.4987876415253
K00279.01,9.48,876.0857119560242
K00279.02,0.67,844.290036201477
K01474.01,1.6600000000000001,876.9718751907349
K01478.01,1.4100000000000001,876.3266789913177
K00788.01,0.48000000000000004,876.7925205230713
K00361.01,0.32,876.3753972053528
K01516.01,0.32,876.2163293361664
K02463.01,0.37,876.8402450084686
K03794.01,1999.99,877.0892696380615
K00548.01,0.7100000000000001,876.4269576072693
K00791.01,12.61,876.9359488487244
