KOI Name,Predicted Disposition,Probability,Period (days),T0 (BJD-2454833),Duration (hr),Impact,R_p/R*,Kepler ID
K07628.01,CONFIRMED,0.56198627,1.8134378,132.6703,7.776,0.418,0.009000000000000001,2299738
K03283.02,CONFIRMED,0.5613669,20.5718107,142.80267,3.3989999999999996,0.12300000000000001,0.017,9008103
K00289.01,CONFIRMED,0.56109136,26.62941953,191.99626999999998,7.8709,0.015,0.02,10386922
K03318.02,CONFIRMED,0.5607217,25.6970688,144.2286,3.739,0.943,0.033,8331612
K04833.01,CONFIRMED,0.5583176999999999,4.31724247,133.4243,4.126,0.252,0.006999999999999999,10584140
K01395.01,CONFIRMED,0.55821824,6.230335,181.29566,1.6493,0.8079999999999999,0.039,8935810
K06739.01,CONFIRMED,0.5578278,19.164111,139.8244,2.773,0.805,0.015,6603765
K02043.01,CONFIRMED,0.5578086,78.54611060000002,144.06871,8.689,0.044000000000000004,0.023,3448130
K00683.01,CONFIRMED,0.5575693,278.12439789999996,177.51831,3.978,0.871,0.051,7630229
K03073.01,CONFIRMED,0.55703586,7.40985182,138.18222,1.131,0.23399999999999999,0.013000000000000001,8546542
K01984.01,CONFIRMED,0.5569647,22.06402000000001,148.9199,4.1,0.941,0.022000000000000002,10094670
K02259.01,CONFIRMED,0.5569145000000001,12.19140405,136.33677,1.8832,0.091,0.023,8126558
K04343.01,CONFIRMED,0.55647975,27.210680699999998,132.3793,10.515,0.973,0.012,8087812
K01963.01,CONFIRMED,0.55573773,12.89623554,136.82697,2.625,0.973,0.025,10917681
K01715.01,CONFIRMED,0.5557253000000001,105.0145774,228.94455,7.426,0.9540000000000001,0.02,9836959
K01159.01,CONFIRMED,0.55468774,64.617518,166.14425,5.796,0.9,0.055999999999999994,10354039
K04207.01,CONFIRMED,0.5545568000000001,0.701944362,132.00161,0.6409999999999999,0.07,0.013999999999999999,9456281
K04251.01,CONFIRMED,0.5544720999999999,6.23968392,133.72124,0.6679999999999999,0.679,0.012,8741470
K04505.01,CONFIRMED,0.55430496,18.007143799999994,138.31266000000002,5.401,0.081,0.008,8493354
K00177.01,CONFIRMED,0.5534140000000001,21.06075303,143.59983,5.2472,0.17600000000000002,0.016,6803202
K01962.01,CONFIRMED,0.55275655,32.85862571,133.51202,3.1483,0.955,0.015,5513648
K01303.01,CONFIRMED,0.55249333,34.296636299999996,143.66728,19.718,0.711,0.026000000000000002,10867062
K02076.01,CONFIRMED,0.5513564000000001,56.7769831,181.09788999999998,6.864,0.703,0.028999999999999998,9517393
K00612.03,CONFIRMED,0.55123305,122.0804953,155.02532,4.053999999999999,0.9570000000000001,0.035,6587002
K05169.01,CONFIRMED,0.5500198000000001,21.3684341,143.72266000000005,1.18,0.063,0.02,5443320
K01968.01,CONFIRMED,0.54967964,10.08744556,135.13582,2.9884,0.9209999999999999,0.026000000000000002,7948784
K07624.01,CONFIRMED,0.54910636,330.02500200000014,364.8075,6.659,0.68,0.016,1723078
K00353.02,CONFIRMED,0.548628,30.6528935,135.04211,4.99,0.682,0.016,11566064
K05677.01,CONFIRMED,0.54828393,20.5142642,148.7293,3.5239999999999996,0.256,0.011000000000000001,9456887
K03004.02,CONFIRMED,0.54759806,7.03965141,137.41891999999999,3.141,0.778,0.016,6103377
K02411.01,CONFIRMED,0.54755884,11.96407399,133.15804,4.526,0.903,0.031,8073806
K06299.01,CONFIRMED,0.5471335999999999,0.947554749,131.87955,1.097,0.057999999999999996,0.006999999999999999,2970670
K07506.01,CONFIRMED,0.5469778000000001,11.8436119,138.0037,6.044,0.067,0.013000000000000001,12016243
K02471.01,CONFIRMED,0.5469714,25.885939699999998,157.04328999999996,4.548,0.922,0.017,5436013
K01166.01,CONFIRMED,0.54566056,7.6746614,133.22431,1.9374,0.9390000000000001,0.026000000000000002,10351231
K06209.02,CONFIRMED,0.5455243000000001,7.72966941,138.92566000000002,2.0909999999999997,0.6679999999999999,0.02,9655711
K02626.01,CONFIRMED,0.54539627,38.0970717,140.00353,4.3069999999999995,0.953,0.036000000000000004,11768142
K07903.01,CONFIRMED,0.5453621,0.694611128,131.93243999999999,1.115,0.17600000000000002,0.009000000000000001,8677057
K03876.01,CONFIRMED,0.5452295,19.57783279,131.71421,1.9857,0.6940000000000001,0.02,3440118
K02422.02,CONFIRMED,0.5449906999999999,57.3888262,141.62516000000005,3.543,0.8759999999999999,0.02,11360805
K02821.01,CONFIRMED,0.5445183000000001,79.2450351,161.5717,5.3820000000000014,0.001,0.033,4249611
K04743.01,CONFIRMED,0.5443518,49.538726399999994,132.50072,2.238,1.2229999999999999,0.252,6468904
K02807.01,CONFIRMED,0.5439035,3.375716723,134.21319,1.5436,0.982,0.017,2985587
K02001.01,CONFIRMED,0.54285413,8.27745764,138.25666999999999,2.713,0.261,0.013000000000000001,6061773
K08052.01,CONFIRMED,0.5427373999999999,7.8687122999999985,133.2612,3.739,0.748,0.009000000000000001,11358305
K04374.01,CONFIRMED,0.5424161999999999,3.70386741,132.69596,1.41,0.033,0.01,10991114
K01357.01,CONFIRMED,0.5417002,3.014330766,357.37948,2.4747,0.01,0.027999999999999997,6719086
K06191.01,CONFIRMED,0.54119074,9.7043379,138.1975,3.515,0.07,0.01,9093086
K07932.01,CONFIRMED,0.54099107,502.25647999999995,162.5842,14.84,0.05,0.011000000000000001,9278575
K07681.01,CONFIRMED,0.54046375,6.05552018,131.59851,2.818,0.19,0.01,4073017
K02081.01,CONFIRMED,0.5404332,6.2141496,132.25182,10.141,0.40299999999999997,0.012,2853780
K07759.01,CONFIRMED,0.5397114000000001,6.2253374,133.0882,4.388,0.6920000000000001,0.01,6043538
K04287.01,CONFIRMED,0.5396091,13.12297275,136.08882,2.234,0.885,0.006999999999999999,11081504
K04150.01,CONFIRMED,0.5391923000000001,31.335109399999997,136.97538,6.0710000000000015,0.706,0.016,11465651
K03145.02,CONFIRMED,0.5384515000000001,0.9773114890000001,131.70299,1.403,0.01,0.013999999999999999,1717722
K00566.03,CONFIRMED,0.53673124,42.068554,165.0211,5.723,0.022000000000000002,0.013000000000000001,7119481
K02064.01,CONFIRMED,0.5366399000000001,6.31219171,136.93315,4.9377,0.018000000000000002,0.018000000000000002,2579043
K04447.01,CONFIRMED,0.5362955,2.18660188,131.94832,1.585,0.828,0.012,10604592
K04267.01,CONFIRMED,0.5343230999999999,2.20829637,131.63091,2.841,0.205,0.009000000000000001,7450747
K00777.01,CONFIRMED,0.53376234,40.4195037,173.56468999999996,3.362,0.9109999999999999,0.08800000000000001,11818800
K01170.01,CONFIRMED,0.53363144,7.34373964,137.29873999999998,1.1784,0.185,0.022000000000000002,10482160
K02351.01,CONFIRMED,0.53294957,10.27380957,134.65748,3.252,0.125,0.017,1872821
K02263.01,CONFIRMED,0.53222185,29.9685917,147.8598,6.678,0.282,0.016,8613535
K03493.01,CONFIRMED,0.53181946,46.7162336,145.5064,7.258999999999999,0.266,0.017,8880123
K04613.01,CONFIRMED,0.53081584,1.962282625,131.53585,1.45,0.16899999999999998,0.008,10220837
K01331.01,CONFIRMED,0.53011984,6.80082032,359.17999,1.9883,0.597,0.025,4274548
K02325.01,CONFIRMED,0.53002113,1.0258579840000002,131.655621,0.8069,0.779,0.017,7120108
K02305.01,CONFIRMED,0.52989453,31.032599100000002,152.27157,3.4760000000000004,0.611,0.026000000000000002,10874215
K06209.01,CONFIRMED,0.52954525,12.7143635,134.79818,3.1010000000000004,0.071,0.021,9655711
K04820.01,CONFIRMED,0.52942336,14.740106099999998,133.5305,5.6370000000000005,0.11599999999999999,0.013999999999999999,9969287
K04004.01,CONFIRMED,0.529381,4.94330596,135.57568,2.9334,0.9279999999999999,0.013000000000000001,4814502
K00366.01,CONFIRMED,0.5293258000000001,75.1122132,207.713987,4.9458,0.838,0.063,3545478
K02400.01,CONFIRMED,0.5290776999999999,11.6191707,142.12335,1.819,0.059000000000000004,0.024,7984574
K02467.01,CONFIRMED,0.5290066,5.05661302,134.39648,3.926,0.616,0.011000000000000001,11818607
K01574.03,CONFIRMED,0.52898085,5.83393857,132.63426,4.5813,0.39799999999999996,0.011000000000000001,10028792
K04524.01,CONFIRMED,0.5289071,7.99144696,136.25855,3.639,0.94,0.013999999999999999,5003670
K04839.01,CONFIRMED,0.5286908,21.8420304,150.82731,3.843,0.20800000000000002,0.008,9110610
K01375.01,CONFIRMED,0.52847105,321.2124365,206.930556,4.012,0.873,0.052000000000000005,6766634
K05761.01,CONFIRMED,0.5281298000000001,6.13292733,131.9926,1.561,0.225,0.006999999999999999,10083325
K02579.01,CONFIRMED,0.5275739,2.7296036,133.28661,2.721,0.509,0.011000000000000001,9896018
K01602.01,CONFIRMED,0.5272549,9.97716876,137.2361,5.9079999999999995,0.002,0.013999999999999999,4860678
K08159.02,CONFIRMED,0.5257015,353.01861,350.0863,15.583,0.064,0.018000000000000002,8608544
K03508.01,CONFIRMED,0.52539897,190.80078799999998,236.0389,8.082,0.066,0.015,6697817
K03075.01,CONFIRMED,0.52529633,4.76559056,133.50531,2.2,0.14,0.006999999999999999,3328080
K03264.01,CONFIRMED,0.5244376000000001,13.0151826,134.74697,3.613,0.852,0.019,9345933
K07934.01,CONFIRMED,0.52277434,22.6432436,153.44607,0.8059999999999999,0.136,0.022000000000000002,9390228
K04896.02,CONFIRMED,0.52259314,49.537365,172.1948,9.862,0.435,0.013000000000000001,11135694
K01906.01,CONFIRMED,0.5225372,8.710442022,134.614376,0.9425,0.935,0.040999999999999995,11773328
K03494.01,CONFIRMED,0.5223466,42.8774169,156.06967,1.9909999999999999,0.02,0.028999999999999998,8231667
K01489.01,CONFIRMED,0.52093613,16.00460392,140.47981000000001,3.9475,0.49,0.027000000000000003,9823487
K02968.01,CONFIRMED,0.5208815,10.16435076,136.43034,6.017,0.915,0.006999999999999999,8873090
K04668.01,CONFIRMED,0.52078855,15.07277287,143.96955,0.7794,0.8909999999999999,0.021,8937762
K00558.01,CONFIRMED,0.5194345,9.17858526,173.08746000000005,2.1945,0.5820000000000001,0.027000000000000003,5978361
K08107.01,CONFIRMED,0.5191701,578.88761,219.2878,18.521,0.24,0.008,5802205
K01537.01,CONFIRMED,0.5191641,10.19154678,136.69755,6.165,0.659,0.008,9872292
K02257.02,CONFIRMED,0.5190624,59.284064,148.75406999999996,5.42,0.556,0.019,9071593
K07540.01,CONFIRMED,0.51904374,21.980467,150.72799999999995,4.78,0.41700000000000004,0.009000000000000001,12555616
K03478.01,CONFIRMED,0.51903963,33.496911499999996,163.7638,4.833,0.961,0.016,7742408
K02803.01,CONFIRMED,0.518972,2.37752442,133.39854,2.307,0.256,0.005,9898447
K02559.01,CONFIRMED,0.5186811,9.30991834,136.39785,3.455,0.551,0.01,6605493
K04694.01,CONFIRMED,0.51821774,19.2527652,144.2659,4.862,0.027999999999999997,0.011000000000000001,9457948
K00611.01,CONFIRMED,0.51817214,3.2516590869999997,171.0604906,1.5286,0.938,0.083,6309763
K04657.01,CONFIRMED,0.51800513,7.57600886,135.6293,3.361,0.267,0.006,6527078
K02935.01,CONFIRMED,0.5178121,27.8813154,134.51369,6.346,0.168,0.013000000000000001,8259713
K02299.01,CONFIRMED,0.5164057,16.48686712,139.20338,1.431,1.198,0.235,9963265
K03191.02,CONFIRMED,0.5157988,371.17573,458.7146,8.2,0.7809999999999999,0.012,10467815
K07978.01,CONFIRMED,0.5154895,7.268181699999999,135.9348,4.985,0.78,0.006999999999999999,9938836
K02232.02,CONFIRMED,0.51514614,12.834857000000001,134.37229,2.092,0.278,0.016,2854181
K02377.01,CONFIRMED,0.51464707,13.9034057,143.52317,3.408,0.871,0.017,5906426
K03145.01,CONFIRMED,0.514382,4.53702121,132.1846,1.8130000000000002,0.706,0.022000000000000002,1717722
K04129.01,CONFIRMED,0.5138952999999999,2.31482311,133.04856999999998,2.127,0.067,0.006999999999999999,11970988
K02855.01,CONFIRMED,0.51384497,1.4007557430000002,132.02177,1.0562,0.413,0.011000000000000001,4547603
K02513.01,CONFIRMED,0.5134168,19.0054098,144.15573999999995,1.8430000000000002,1.228,0.252,9653622
K03377.01,CONFIRMED,0.51323706,10.010031199999998,131.61434,1.35,0.07,0.018000000000000002,5553959
K04296.01,CONFIRMED,0.51237345,2.49385348,133.15177,1.4140000000000001,0.331,0.006,7661893
K04764.01,CONFIRMED,0.5113059,31.420211100000003,132.7457,4.021,0.075,0.018000000000000002,6043562
K05688.01,CONFIRMED,0.5109024,14.555509599999999,132.8686,2.07,0.528,0.025,9532603
K04744.01,CONFIRMED,0.51022404,3.39155966,134.1211,3.87,0.182,0.005,5709906
K00924.01,CONFIRMED,0.51021194,39.4759093,173.31207,2.968,0.938,0.036000000000000004,8951215
K01494.01,CONFIRMED,0.51002103,8.19596647,136.68736,2.824,0.252,0.025,11821363
K03341.02,CONFIRMED,0.50918776,11.5474983,139.9777,6.684,0.495,0.01,5621333
K07847.01,CONFIRMED,0.5087356,399.37587,300.0792,21.25,0.556,0.022000000000000002,7747103
K02226.01,CONFIRMED,0.50850505,8.46354384,134.35341,1.4078,0.387,0.026000000000000002,11520459
K08279.01,CONFIRMED,0.5079314,367.0896,178.6744,28.02,1.242,0.294,9011955
K04846.02,CONFIRMED,0.5078965999999999,32.526674,137.3054,6.8420000000000005,0.47200000000000003,0.013000000000000001,8320630
K04363.01,CONFIRMED,0.50781775,18.22211768,553.06646,2.044,0.973,0.071,9776794
K02564.02,CONFIRMED,0.50756884,17.6637979,144.239,6.194,0.695,0.008,9026749
K01311.01,CONFIRMED,0.50748676,83.5781976,202.45865,7.2487,0.544,0.024,10713616
K04307.01,CONFIRMED,0.50747657,160.850075,144.5039,9.427,0.769,0.021,3558849
K07223.01,CONFIRMED,0.5071864,317.0624160000001,297.8371,7.438,0.6729999999999999,0.02,9674320
K02521.02,CONFIRMED,0.5070784,4.86634094,353.34131,1.885,0.895,0.021,7183745
K07339.01,CONFIRMED,0.5070150999999999,10.6982275,140.6793,3.198,0.032,0.013999999999999999,10546063
K00687.01,CONFIRMED,0.5062827,4.17838675,171.98866,2.123,0.617,0.017,7976520
K04185.01,CONFIRMED,0.50605017,3.035206175,132.3291,0.6182,0.965,0.038,7257966
K04480.01,CONFIRMED,0.50576794,58.7488629,172.65025,3.1910000000000003,0.18600000000000005,0.02,10467714
K02435.01,CONFIRMED,0.50513494,6.80243431,132.40355,3.8169999999999997,1.0,0.028999999999999998,5097868
K05917.01,CONFIRMED,0.50459725,41.99346729999999,143.89297,3.2260000000000004,0.046,0.016,11601425
K04329.01,CONFIRMED,0.50457525,17.8007815,134.3839,6.5470000000000015,0.9279999999999999,0.006999999999999999,12456063
K01928.01,CONFIRMED,0.5038725000000001,63.03803660000001,169.12161,7.3702,0.021,0.023,5770074
K01510.01,CONFIRMED,0.50348216,0.8399614559999999,178.354,1.3008,0.5479999999999999,0.021,11870545
K02683.01,CONFIRMED,0.50336844,126.44512749999998,166.49998,16.7151,0.046,0.052000000000000005,7899070
K06263.01,CONFIRMED,0.5030609,8.60965352,134.38828999999998,2.218,0.213,0.006999999999999999,2301068
K02915.01,CONFIRMED,0.5027467999999999,5.06092282,134.47316,2.5860000000000003,0.9440000000000001,0.01,5613821
K02154.01,CONFIRMED,0.50245047,11.92979348,136.66919,6.152,0.003,0.024,12505076
K02237.01,CONFIRMED,0.5021707999999999,76.42150100000002,164.4879,7.218,0.015,0.022000000000000002,5005121
K03444.01,CONFIRMED,0.5013348,12.67143692,137.50707,2.498,0.047,0.013000000000000001,5384713
K07003.01,CONFIRMED,0.5004667,2.41194057,133.01848999999999,1.787,0.579,0.008,8256882
K04103.02,FALSE POSITIVE,0.4999242,14.237841699999999,140.4771,4.86,0.314,0.013000000000000001,3747817
K01857.01,FALSE POSITIVE,0.49969697,88.6440015,145.47193000000001,7.82,0.7240000000000001,0.025,11297236
K06646.01,FALSE POSITIVE,0.49962482,7.1356633,135.09646,1.7890000000000001,0.735,0.016,6019971
K04650.01,FALSE POSITIVE,0.4993686,1.69999106,131.6296,3.2889999999999997,0.38799999999999996,0.009000000000000001,9824928
K06931.01,FALSE POSITIVE,0.498887,2.54031121,133.77848999999998,1.83,0.295,0.012,7902204
K07587.01,FALSE POSITIVE,0.49877912,366.088938,165.426,11.887,0.89,0.025,8096395
K02720.01,FALSE POSITIVE,0.49857658,6.57159435,132.74598,3.1044,0.7509999999999999,0.008,8176564
K02532.01,FALSE POSITIVE,0.4984132000000001,7.9709718999999986,134.0507,1.2893,0.9109999999999999,0.025,5174858
K02962.01,FALSE POSITIVE,0.49826196,2.17291055,131.73552,2.1390000000000002,0.36200000000000004,0.008,4935172
K04452.01,FALSE POSITIVE,0.49732754,12.85755895,141.85596999999999,4.831,0.55,0.01,4474462
K00089.02,FALSE POSITIVE,0.49729827,207.5829306,289.88311,7.0686,0.84,0.023,8056665
K02516.01,FALSE POSITIVE,0.4970175,2.81043228,133.40821,3.8739999999999997,0.35100000000000003,0.006,7294743
K02065.01,FALSE POSITIVE,0.49633318,80.2321467,162.39301,4.6560000000000015,0.9109999999999999,0.033,6342333
K06689.01,FALSE POSITIVE,0.49621987,3.37116682,132.0176,4.708,0.318,0.008,6345758
K01872.01,FALSE POSITIVE,0.49590084,30.523145899999996,146.85072,2.7286,1.06,0.13,9883311
K06538.01,FALSE POSITIVE,0.49589863,129.847318,240.6812,13.057,0.004,0.013000000000000001,5193439
K04398.01,FALSE POSITIVE,0.4957655,7.3422467000000005,131.55382,2.029,0.253,0.017,5802637
K06353.01,FALSE POSITIVE,0.49565998,10.0714369,140.0456,6.891,0.006,0.006,3733638
K02604.01,FALSE POSITIVE,0.49542505,14.43348326,143.60783,2.6630000000000003,1.185,0.212,9019191
K04245.01,FALSE POSITIVE,0.49534982,24.6683831,136.63299999999998,8.556000000000001,0.7509999999999999,0.01,12737015
K01622.01,FALSE POSITIVE,0.49520344,69.8347983,168.78436000000005,8.262,0.672,0.016,7287683
K01659.01,FALSE POSITIVE,0.49518052,29.539089699999998,143.91607,4.138999999999999,0.213,0.019,4650733
K03323.01,FALSE POSITIVE,0.49509954,14.319641699999998,134.16323,3.781,0.5329999999999999,0.013999999999999999,5193659
K02204.01,FALSE POSITIVE,0.49497777,10.86062378,136.65957,2.2874,0.261,0.013000000000000001,8494542
K01169.01,FALSE POSITIVE,0.4949274,0.689210173,133.28583999999998,1.6169,0.154,0.013000000000000001,10319385
K06934.01,FALSE POSITIVE,0.49352705,22.2548897,142.2563,13.454,0.239,0.008,7939761
K02658.01,FALSE POSITIVE,0.4934503,11.6601667,140.62188999999998,5.8820000000000014,0.983,0.018000000000000002,8547429
K04714.01,FALSE POSITIVE,0.49343276,2.049602348,132.32639,1.061,0.435,0.013000000000000001,12554634
K04435.01,FALSE POSITIVE,0.49329937,10.8614163,136.8213,6.02,0.9390000000000001,0.009000000000000001,8278685
K04519.01,FALSE POSITIVE,0.49273622,148.56887700000001,139.60402,4.399,0.243,0.018000000000000002,10003058
K08201.01,FALSE POSITIVE,0.49267754,392.601892,496.9922,3.21,0.713,0.027000000000000003,10253977
K03389.01,FALSE POSITIVE,0.49229965,29.7681831,155.5003,9.425,0.7390000000000001,0.013000000000000001,3848966
K00143.01,FALSE POSITIVE,0.49228698,22.65117451,140.337593,3.6895,0.925,0.052000000000000005,4649305
K06546.01,FALSE POSITIVE,0.4919333,3.39401963,134.37163999999999,2.984,0.166,0.009000000000000001,5263167
K05016.01,FALSE POSITIVE,0.49163526,0.523632451,131.76512,1.99,0.738,0.003,3848948
K08122.01,FALSE POSITIVE,0.49144444,54.753883835,156.21929269999995,2.0865,0.009000000000000001,0.019,6507334
K07992.01,FALSE POSITIVE,0.49132288,277.13367,400.4719,9.67,0.662,0.017,10214341
K02578.01,FALSE POSITIVE,0.49121094,13.33094869,133.78632,1.426,1.199,0.22899999999999998,6922203
K06601.01,FALSE POSITIVE,0.49078834,17.9925973,135.4545,2.762,0.6779999999999999,0.013999999999999999,5597361
K04066.01,FALSE POSITIVE,0.49061602,126.55718999999999,145.69736,8.079,0.965,0.023,8686373
K02150.01,FALSE POSITIVE,0.49050108,18.508452600000002,131.54555,6.596,1.258,0.28600000000000003,3229150
K02288.01,FALSE POSITIVE,0.49049178,38.103908000000004,161.08647,3.8369999999999997,0.987,0.048,3440978
K07411.01,FALSE POSITIVE,0.49004164,1.88912273,132.953,4.218999999999999,0.47700000000000004,0.006999999999999999,11137061
K06401.01,FALSE POSITIVE,0.4894377,1.96134311,132.30563,11.856,1.159,0.17300000000000001,4282390
K02386.01,FALSE POSITIVE,0.4893304,16.2707207,145.097,5.7070000000000025,1.187,0.209,4172013
K02925.01,FALSE POSITIVE,0.4892879,0.7165318509999999,131.7213,0.655,0.887,0.01,6974658
K04358.01,FALSE POSITIVE,0.48912868,106.957467,224.9874,7.006,0.705,0.023,7191646
K04136.01,FALSE POSITIVE,0.4890827999999999,2.41750021,133.80584,4.33,0.895,0.008,7256914
K04567.01,FALSE POSITIVE,0.4889954000000001,14.74426,135.04,8.168,1.063,0.075,8332521
K02056.01,FALSE POSITIVE,0.48875958,39.3135699,154.93767,5.0137,0.006,0.021,10134152
K04145.01,FALSE POSITIVE,0.48868796,3.25424652,133.5121,5.377999999999999,0.665,0.009000000000000001,3103212
K05155.01,FALSE POSITIVE,0.48852846,230.180357,230.05245,13.436,0.102,0.055999999999999994,5374838
K04900.01,FALSE POSITIVE,0.48841676,6.6716723,131.92708000000002,2.693,0.16699999999999998,0.011000000000000001,6424561
K07685.01,FALSE POSITIVE,0.48822337,64.740274,149.9922,15.082,0.74,0.011000000000000001,4141593
K02310.01,FALSE POSITIVE,0.4880304,16.4581861,134.01969,1.9637,0.10800000000000001,0.019,11718144
K04022.01,FALSE POSITIVE,0.48598006,4.85819429,135.14503,5.356,0.086,0.008,7733731
K01646.01,FALSE POSITIVE,0.48594806,3.72020708,133.41683999999998,1.892,0.341,0.011000000000000001,11046025
K07875.01,FALSE POSITIVE,0.48563612,21.9711574,137.6914,5.012,0.11900000000000001,0.012,8242769
K04257.01,FALSE POSITIVE,0.4850707,41.6757509,169.791,10.847999999999999,0.256,0.011000000000000001,7901016
K05748.01,FALSE POSITIVE,0.48479414,29.937114299999998,145.1081,4.435,0.321,0.013000000000000001,9993683
K02723.01,FALSE POSITIVE,0.4842125,1.9527111609999999,133.160986,0.872,0.9620000000000001,0.025,3346154
K00288.01,FALSE POSITIVE,0.4840435,10.27532513,177.27227,6.3093,0.315,0.013000000000000001,9592705
K03031.01,FALSE POSITIVE,0.48366755,7.64809462,137.21737,2.2159999999999997,0.265,0.013000000000000001,6949898
K03340.01,FALSE POSITIVE,0.48340744,8.9539656,132.8453,4.898,0.6559999999999999,0.008,3529290
K03318.01,FALSE POSITIVE,0.48320213,13.8353959,134.3082,4.961,0.94,0.033,8331612
K01242.01,FALSE POSITIVE,0.48318422,99.6442783,283.236289,5.1772,0.966,0.076,6607447
K04854.01,FALSE POSITIVE,0.48307243,2.63527677,133.97919,1.9969999999999999,0.6459999999999999,0.008,8360041
K07648.01,FALSE POSITIVE,0.48250303,1.183505016,131.75303,1.275,0.40299999999999997,0.01,3232249
K04496.01,FALSE POSITIVE,0.48063508,96.38448299999999,144.86825,5.252999999999999,0.095,0.022000000000000002,6186182
K01581.01,FALSE POSITIVE,0.4805469,29.542256599999998,137.57837,13.902000000000001,0.9590000000000001,0.036000000000000004,7939330
K02641.01,FALSE POSITIVE,0.48020822,3.55557922,132.75203,3.24,0.26899999999999996,0.006999999999999999,8894646
K04166.01,FALSE POSITIVE,0.4801974,9.84262076,134.02155,1.6018,0.23399999999999999,0.023,4078311
K01901.01,FALSE POSITIVE,0.47991964,85.65424760000002,155.12346000000005,6.8660000000000005,0.012,0.02,3629967
K04778.01,FALSE POSITIVE,0.47983885,0.772152075,132.2074,1.78,1.0090000000000001,0.02,5651829
K03258.01,FALSE POSITIVE,0.47980827,40.351170700000004,153.40933,3.97,0.079,0.021,4366323
K03045.01,FALSE POSITIVE,0.47976094,44.8702042,141.11446,4.199,0.436,0.024,5092266
K08242.01,FALSE POSITIVE,0.4793575,331.55459,237.2754,5.35,0.001,0.016,3629119
K04749.01,FALSE POSITIVE,0.47933266,1.97650073,132.95623999999998,1.788,0.055,0.01,6520519
K03463.01,FALSE POSITIVE,0.4789854,32.5474295,133.6742,6.945,0.7090000000000001,0.012,5294945
K02598.01,FALSE POSITIVE,0.47871608,29.2254372,143.98764,5.292999999999998,0.384,0.012,7446631
K03434.01,FALSE POSITIVE,0.47864524,10.285637300000001,141.20764,3.043,0.37799999999999995,0.011000000000000001,8628665
K04546.01,FALSE POSITIVE,0.47852093,0.7417682940000001,131.57747,0.4164,1.2009999999999998,0.21100000000000002,5033823
K02522.01,FALSE POSITIVE,0.47824523,5.60402307,133.82508,1.0273,0.8,0.016,9177629
K06707.01,FALSE POSITIVE,0.478184,43.535891,155.20055,4.712,0.258,0.022000000000000002,6436505
K07069.01,FALSE POSITIVE,0.47788057,1.01485981,131.6159,1.65,0.185,0.013999999999999999,8613446
K03451.01,FALSE POSITIVE,0.47747266,10.90752977,136.60797,2.764,0.147,0.013000000000000001,10793576
K03111.01,FALSE POSITIVE,0.4773532,10.76800074,138.50669,3.4939999999999998,0.583,0.008,8581240
K07930.01,FALSE POSITIVE,0.47679153,377.67241,221.09799999999998,15.82,0.107,0.02,9210820
K07970.01,FALSE POSITIVE,0.47658214,1.98514635,132.02682,1.625,0.126,0.013999999999999999,9873004
K02674.01,FALSE POSITIVE,0.47613257,197.51114840000002,272.3864,11.106,0.8140000000000001,0.052000000000000005,8022489
K02678.02,FALSE POSITIVE,0.47600436,2.2165904999999997,131.5607,1.0,0.703,0.005,6779260
K04464.01,FALSE POSITIVE,0.47557402,4.373570433,133.82814,0.623,0.1,0.018000000000000002,11357664
K04431.01,FALSE POSITIVE,0.47531837,19.5650801,136.28555,4.242,0.025,0.006999999999999999,9936080
K05874.01,FALSE POSITIVE,0.47453037,287.33114,360.8412,12.722000000000001,0.529,0.019,11152511
K02507.01,FALSE POSITIVE,0.47427514,11.1296971,138.57573,2.9419999999999997,0.5720000000000001,0.018000000000000002,8379705
K03068.01,FALSE POSITIVE,0.47423065,3.91679553,133.60273999999998,2.072,0.006999999999999999,0.011000000000000001,3230805
K04780.01,FALSE POSITIVE,0.4741893,6.60180003,137.476,2.6239999999999997,0.204,0.013000000000000001,3849187
K00353.01,FALSE POSITIVE,0.47374576,152.1060435,176.52741,7.4517,0.878,0.065,11566064
K04762.01,FALSE POSITIVE,0.47372466,11.56722589,132.25385,2.5069999999999997,0.242,0.017,7098255
K06733.01,FALSE POSITIVE,0.47356486,1.28940823,132.0764,3.6519999999999997,0.628,0.005,6584278
K01316.01,FALSE POSITIVE,0.47354847,7.64970832,138.33113,6.625,0.898,0.008,10794087
K04380.01,FALSE POSITIVE,0.47321028,5.78159956,136.77178,2.222,0.66,0.008,7777818
K04649.01,FALSE POSITIVE,0.47284478,3.38419892,131.9355,1.485,0.17600000000000002,0.013999999999999999,4750669
K00684.01,FALSE POSITIVE,0.47270277,4.034914368,172.257813,1.7874,0.965,0.035,7730747
K05329.01,FALSE POSITIVE,0.47252816,200.2350497,305.44985,23.612,0.674,0.10099999999999999,6805414
K07220.01,FALSE POSITIVE,0.4724773,1.057080807,131.69304,1.82,0.966,0.009000000000000001,9658089
K02477.01,FALSE POSITIVE,0.47214398,14.02634692,135.17539,1.2808,0.877,0.022000000000000002,6846911
K07859.01,FALSE POSITIVE,0.4715458,0.306702491,131.51216000000002,0.9074,0.17300000000000001,0.011000000000000001,7954278
K02504.01,FALSE POSITIVE,0.46994862,20.49041,144.41978999999995,4.369,0.011000000000000001,0.023,8110767
K01397.01,FALSE POSITIVE,0.46981132,6.247030799,356.90972,1.4848,0.039,0.035,9427402
