KOI Name,Predicted Disposition,Probability,Period (days),T0 (BJD-2454833),Duration (hr),Impact,R_p/R*,Kepler ID
K00626.02,CONFIRMED,0.7655847,8.0292018,132.8283,3.4619999999999997,0.51,0.008,4478168
K02052.01,CONFIRMED,0.7638136,4.22464216,133.09108,1.403,0.9129999999999999,0.035,3248501
K02523.02,CONFIRMED,0.7636911999999999,2.61090223,133.25501,1.976,0.813,0.015,7778767
K00799.01,CONFIRMED,0.7618026999999999,1.626630225,169.820171,2.1145,1.26,0.305,3246984
K04773.02,CONFIRMED,0.7578801,11.1438086,131.725,7.905,0.629,0.006,7906892
K00734.02,CONFIRMED,0.7575874,70.2780911,151.32941,2.4659999999999997,0.07,0.026000000000000002,10272442
K03347.01,CONFIRMED,0.7553065999999999,12.90235874,139.15105,2.4459999999999997,0.382,0.017,8824737
K04799.01,CONFIRMED,0.7534691,12.0729757,142.429,3.783,0.312,0.009000000000000001,8278073
K03209.02,CONFIRMED,0.7517741,6.77067637,133.34913999999998,5.982,0.127,0.006999999999999999,7017274
K00649.02,CONFIRMED,0.75041974,10.209026800000002,140.6805,6.263999999999999,0.213,0.006,5613330
K02949.02,CONFIRMED,0.74898195,3.75030469,134.80628000000002,3.2460000000000004,0.77,0.006,6026737
K04287.02,CONFIRMED,0.74880165,9.6183111,138.3435,4.215,0.447,0.005,11081504
K04178.01,CONFIRMED,0.7483354999999999,7.0160160000000005,133.9561,3.8,0.89,0.013999999999999999,5197233
K01095.01,CONFIRMED,0.74776113,51.59809554,203.97991399999998,2.0153,0.251,0.07,3329204
K03410.02,CONFIRMED,0.7458563,61.569765000000004,182.0201,9.75,0.486,0.016,9285265
K07680.01,CONFIRMED,0.7445728,219.20578999999998,327.89099999999996,14.5,0.517,0.013999999999999999,4072271
K01393.01,CONFIRMED,0.7444253000000001,1.694740233,355.357543,1.6864,0.6709999999999999,0.037000000000000005,9202151
K01863.01,CONFIRMED,0.74174845,33.7888028,153.65384,5.496,0.078,0.023,11126381
K02199.02,CONFIRMED,0.7406229999999999,3.05293416,132.96692,2.155,0.32799999999999996,0.013999999999999999,11705004
K02229.01,CONFIRMED,0.74041593,14.83340944,135.44213,3.927,0.39899999999999997,0.026000000000000002,4473226
K02519.01,CONFIRMED,0.7395111999999999,4.790912471,132.01539,0.5134,0.9690000000000001,0.031,4047631
K01738.01,CONFIRMED,0.7392654000000001,4.16787814,135.28333999999998,2.2136,0.168,0.012,4365645
K01897.01,CONFIRMED,0.73903674,59.7711433,148.96886,4.843,0.899,0.026000000000000002,5695524
K00810.01,CONFIRMED,0.7390316,4.783002698,170.50843400000005,2.335,0.003,0.027999999999999997,3940418
K01590.02,CONFIRMED,0.73738474,2.35574505,177.88824,1.796,0.5,0.015,5542466
K01899.02,CONFIRMED,0.7357779000000001,10.5226374,140.0656,3.864,0.8059999999999999,0.008,7047922
K07870.01,CONFIRMED,0.7344463999999999,92.55200699999999,221.5872,2.135,0.513,0.016,8182107
K01942.02,CONFIRMED,0.73284066,2.4337034980000003,133.83758999999998,0.975,0.9520000000000001,0.02,2832589
K03065.01,CONFIRMED,0.7308519,0.8963822690000001,132.29651,1.113,0.332,0.011000000000000001,5040077
K05384.01,CONFIRMED,0.7304828,7.95445779,135.48462,4.6012,0.021,0.073,7377343
K03420.02,CONFIRMED,0.73014325,12.5014905,142.55934,3.8819999999999997,0.43,0.013999999999999999,7289338
K02926.05,CONFIRMED,0.72907627,75.731195,201.9685,4.859,0.9,0.055999999999999994,10122538
K00592.01,CONFIRMED,0.7280685,39.7529915,175.46244,4.9641,0.046,0.021,9957627
K02037.03,CONFIRMED,0.7264119000000001,8.56267266,355.13518,1.53,0.335,0.022000000000000002,9634821
K05067.01,CONFIRMED,0.72366637,219.93132400000002,329.3836,4.8180000000000005,0.307,0.023,4478142
K00554.01,CONFIRMED,0.72329986,3.65849707,170.54381,2.573,0.9059999999999999,0.073,5443837
K01310.02,CONFIRMED,0.7219149,144.68891499999995,256.343,9.468,0.087,0.018000000000000002,10964440
K02194.03,CONFIRMED,0.7219071,445.21685,202.847,16.37,0.0,0.013000000000000001,3548044
K03425.02,CONFIRMED,0.7218273000000001,3.15722086,131.69915,3.762,0.001,0.006,9117416
K07088.01,CONFIRMED,0.7214759,2.68814059,132.66869,1.12,0.532,0.011000000000000001,8760760
K07644.01,CONFIRMED,0.72133267,3.39904814,134.6684,2.9219999999999997,0.596,0.008,3110177
K04098.01,CONFIRMED,0.72124267,1.121733366,131.56919,1.032,0.46399999999999997,0.009000000000000001,8222627
K03348.02,CONFIRMED,0.7203151,17.718978600000003,138.8021,4.102,0.05,0.012,9349757
K00315.01,CONFIRMED,0.71702254,35.58349688,189.03562,3.9885,0.001,0.027000000000000003,7700622
K07700.01,CONFIRMED,0.7151192,631.56889,145.0148,14.37,0.636,0.027000000000000003,4670361
K01271.01,CONFIRMED,0.7134599,162.04795019999997,278.88057299999997,9.8974,0.6629999999999999,0.067,8631160
K02191.01,CONFIRMED,0.71326506,8.84784273,140.15085,2.0572,0.047,0.019,5601258
K03771.01,CONFIRMED,0.7125656,5.80184753,131.77347,3.9551,0.478,0.139,10555365
K03391.01,CONFIRMED,0.71225667,36.7662364,157.14332,3.305,0.16399999999999998,0.022000000000000002,9452897
K00396.01,CONFIRMED,0.7112808,14.591504450999999,180.85154599999998,1.1295,1.21,0.257,4252322
K01175.02,CONFIRMED,0.71088207,17.157235999999994,133.68951,11.284,0.23800000000000002,0.01,10350571
K03358.01,CONFIRMED,0.70981705,10.10404351,132.892841,1.0022,0.951,0.045,4263529
K06342.01,CONFIRMED,0.7084272,8.1770751,136.8217,4.6080000000000005,0.456,0.006,3547178
K01783.02,CONFIRMED,0.70824134,284.063137,200.83619,8.297,0.888,0.044000000000000004,10005758
K07630.01,CONFIRMED,0.7078246,16.2982201,134.7404,2.5580000000000003,0.698,0.013999999999999999,2302997
K02453.01,CONFIRMED,0.70773435,1.530515205,131.867506,0.5945,0.882,0.03,8631751
K02538.01,CONFIRMED,0.7068366,39.831253600000004,155.6409,2.4419999999999997,0.24,0.018000000000000002,1849702
K07426.01,CONFIRMED,0.7065971999999999,6.96197304,135.55021000000002,2.806,0.10300000000000001,0.011000000000000001,11241560
K01475.02,CONFIRMED,0.7055805,9.51220046,185.47893,2.9497,0.133,0.03,4770365
K07951.01,CONFIRMED,0.70556366,0.862329309,132.16214,1.044,0.42100000000000004,0.011000000000000001,9640649
K03117.01,CONFIRMED,0.70448107,6.06664931,136.14365,1.962,0.902,0.009000000000000001,6523351
K01972.01,CONFIRMED,0.704358,17.79108667,149.25343999999996,2.662,0.654,0.02,11253711
K06093.02,CONFIRMED,0.7031611999999999,27.249752100000002,131.8837,11.609000000000002,0.19399999999999998,0.009000000000000001,2019477
K02700.01,CONFIRMED,0.7020681,0.910020582,131.99239,1.7956,0.79,0.019,8639908
K01685.01,CONFIRMED,0.701633,70.468171,189.15822,6.653,0.031,0.027999999999999997,6049190
K00349.01,CONFIRMED,0.7010639,14.38682567,170.455049,2.1417,0.021,0.022000000000000002,11394027
K02367.01,CONFIRMED,0.70062613,6.89213244,131.63179,1.725,0.541,0.009000000000000001,9086251
K08047.01,CONFIRMED,0.7001168000000001,302.34971,418.9534,4.978,0.46799999999999997,0.023,11294822
K00599.01,CONFIRMED,0.69976026,6.45442931,173.21478000000005,2.6772,0.7490000000000001,0.024,10676824
K01982.01,CONFIRMED,0.6996148,4.88753111,132.70783,2.0340000000000003,0.147,0.023,6862721
K04755.01,CONFIRMED,0.6985083000000001,3.74318005,135.13816,1.111,0.9520000000000001,0.019,10118266
K01145.01,CONFIRMED,0.6981353,30.5872153,162.8842,5.3698,0.013000000000000001,0.02,8313667
K04149.02,CONFIRMED,0.69725686,14.708641,133.85125,5.394,0.96,0.013999999999999999,10875007
K07638.01,CONFIRMED,0.6964842,25.0032023,140.90106,5.4979999999999976,0.7559999999999999,0.008,2834805
K02677.01,CONFIRMED,0.69552636,237.787237,196.97103,10.509,0.9470000000000001,0.049,9958387
K01996.02,CONFIRMED,0.69481397,7.07394528,136.64371,2.319,0.27699999999999997,0.013999999999999999,4736569
K08211.01,CONFIRMED,0.694443,5.0487451,134.6825,4.007,0.133,0.006999999999999999,10515564
K01613.03,CONFIRMED,0.6936755,20.605501,146.5069,3.793,0.705,0.006,6268648
K00354.02,CONFIRMED,0.6927542,7.37867551,135.82271,3.3489999999999998,0.513,0.011000000000000001,11568987
K04002.01,CONFIRMED,0.6924948000000001,0.524175803,131.60105,0.7648,0.318,0.013999999999999999,5773121
K00704.01,CONFIRMED,0.6908529999999999,18.39629744,185.13946,2.7838,0.872,0.027999999999999997,9266431
K02307.01,CONFIRMED,0.6895171999999999,4.150297119,134.9355,1.2058,0.971,0.032,7661065
K01855.01,CONFIRMED,0.6862963000000001,58.430264799999996,168.30178999999995,7.18,0.948,0.052000000000000005,5992270
K04881.01,CONFIRMED,0.6853484999999999,5.6795377,132.95,3.7569999999999997,0.196,0.006999999999999999,8094120
K03811.01,CONFIRMED,0.68410003,290.1401717,307.2506180000001,2.1583,0.935,0.084,4638237
K04260.04,CONFIRMED,0.6836833999999999,84.799829,180.4426,15.21,0.795,0.008,7429287
K03196.01,CONFIRMED,0.6820683000000001,4.96061094,135.32138999999998,2.864,0.057999999999999996,0.004,9002538
K04301.02,CONFIRMED,0.6819904,6.31915999,134.14866,3.465,0.575,0.006,8773015
K02293.01,CONFIRMED,0.6807430999999999,15.03366411,144.98055,3.272,0.01,0.017,8321314
K02610.02,CONFIRMED,0.6803805,115.230655,176.644,17.735,0.95,0.015,2305866
K02117.01,CONFIRMED,0.6799313,13.36019864,131.81481000000002,2.7880000000000003,0.534,0.024,4140813
K02757.01,CONFIRMED,0.67766917,234.635652,172.64615,6.965,0.025,0.026000000000000002,6432345
K02018.02,CONFIRMED,0.6775364,16.0988294,131.8764,5.686,0.017,0.012,9973109
K08193.01,CONFIRMED,0.67739534,367.947848,416.20998,4.249,0.902,0.04,10028127
K02636.01,CONFIRMED,0.67416954,3.88148385,135.12313999999998,2.679,0.252,0.006,6198182
K01675.01,CONFIRMED,0.6736526999999999,14.62399621,144.45526999999996,2.193,1.209,0.24600000000000002,5360920
K06752.01,CONFIRMED,0.6731636999999999,8.9429645,137.26373,1.8030000000000002,0.08800000000000001,0.013999999999999999,6670610
K01573.02,CONFIRMED,0.67070854,7.136922,131.75316999999998,2.8005,0.07200000000000001,0.013999999999999999,5031857
K02563.02,CONFIRMED,0.66974705,6.2614227,133.2299,4.779,0.069,0.006999999999999999,5175024
K04184.01,CONFIRMED,0.6690965,6.08003714,136.88262,1.308,0.254,0.012,6752002
K00350.01,CONFIRMED,0.66869104,12.99065074,177.23865,2.3748,0.068,0.018000000000000002,11395587
K07133.01,CONFIRMED,0.6682749,82.78482,141.3871,7.52,0.682,0.013000000000000001,9099773
K00522.01,CONFIRMED,0.66804075,12.82993461,169.944919,2.9419999999999997,0.594,0.036000000000000004,8265218
K03271.02,CONFIRMED,0.667521,7.41834569,133.51738,2.4619999999999997,0.049,0.013999999999999999,7285757
K06182.01,CONFIRMED,0.6670067,19.2405821,138.7454,4.99,0.258,0.013000000000000001,8590149
K01613.02,CONFIRMED,0.66683894,94.094392,196.7503,10.833,0.32,0.006,6268648
K03474.01,CONFIRMED,0.66629994,52.609510300000004,158.6253,8.202,0.102,0.013000000000000001,5213230
K06983.01,CONFIRMED,0.6652698,7.702172900000001,138.4181,3.987,0.509,0.008,8167504
K05278.01,CONFIRMED,0.66320115,281.5921577000001,261.81786,5.672999999999999,0.6409999999999999,0.09300000000000001,6372194
K04188.01,CONFIRMED,0.6625850000000001,6.96352699,133.01717,3.1919999999999997,0.09,0.008,6879171
K01552.01,CONFIRMED,0.6621159000000001,77.63424585999998,417.153212,4.1002,0.113,0.114,7984047
K07636.01,CONFIRMED,0.66151893,0.702739679,131.533,1.379,0.742,0.008,2696205
K03091.01,CONFIRMED,0.6613319999999999,17.067644,145.56929,6.026,0.106,0.015,12406807
K02695.01,CONFIRMED,0.6601816999999999,2.50343279,131.94522,1.534,1.178,0.221,5196864
K00269.01,CONFIRMED,0.65973926,18.01164974,185.09162,6.7367,0.924,0.011000000000000001,7670943
K06860.01,CONFIRMED,0.6595968000000001,0.576732089,132.07378,1.8559999999999999,0.518,0.005,7335514
K03495.02,CONFIRMED,0.6595354,6.685438,132.3184,5.09,0.853,0.01,9474756
K00547.03,CONFIRMED,0.6592382,12.3860474,132.8175,2.6039999999999996,0.5379999999999999,0.011000000000000001,12116489
K07209.01,CONFIRMED,0.65882194,8.2553499,135.17,3.9589999999999996,0.9179999999999999,0.008,9640123
K01871.01,CONFIRMED,0.655931,92.7297248,177.43808,6.83,0.857,0.038,9758089
K01974.01,CONFIRMED,0.6552176,109.4450597,197.9832,3.792,0.149,0.032,7289577
K00367.01,CONFIRMED,0.6551228,31.578651216,177.20623700000004,2.12791,0.04,0.042,4815520
K03053.02,CONFIRMED,0.65492606,9.476705699999998,134.7294,3.8930000000000002,0.003,0.013999999999999999,2716801
K05790.01,CONFIRMED,0.6546954,178.266978,229.75413999999998,5.276,0.8859999999999999,0.048,10394802
K01943.01,CONFIRMED,0.65446365,29.92208104,146.00807,2.7716,0.38,0.017,7810483
K01582.01,CONFIRMED,0.65381145,186.4361811,146.91825,5.774,0.9209999999999999,0.076,4918309
K07460.01,CONFIRMED,0.6531048,5.70509519,136.20183,1.58,0.469,0.016,11602794
K02860.01,CONFIRMED,0.6522525,103.42698730000001,220.22869,5.03,0.013000000000000001,0.027999999999999997,6606438
K02321.02,CONFIRMED,0.6511813,36.2530992,142.0377,4.73,0.721,0.012,5978559
K01328.01,CONFIRMED,0.6511326999999999,80.9669561,160.97672,2.5276,0.006999999999999999,0.063,4074736
K00004.01,CONFIRMED,0.64804584,3.849371737,157.526686,2.6319999999999997,0.915,0.04,3861595
K03473.01,CONFIRMED,0.64705586,27.63714708,143.93341999999996,1.7277,0.669,0.026000000000000002,8905246
K00726.01,CONFIRMED,0.6461759,5.115750935,173.26599,2.5378,1.475,0.505,10157573
K05597.01,CONFIRMED,0.64547,7.77710639,133.86539,3.418,0.196,0.008,9011877
K07949.01,CONFIRMED,0.6454392,1.001916708,132.47033000000002,1.256,0.07400000000000001,0.008,9604563
K04477.01,CONFIRMED,0.64505446,5.30179786,135.9927,2.24,0.35700000000000004,0.013000000000000001,6276791
K02527.01,CONFIRMED,0.6441079000000001,1.385787741,135.49119,1.6449,0.35,0.008,7879433
K02132.01,CONFIRMED,0.64315313,69.89567890000001,160.66805,5.276,0.872,0.025,9661979
K04582.01,CONFIRMED,0.6427286999999999,4.22426989,132.3611,4.22,0.716,0.004,7905106
K00929.02,CONFIRMED,0.6372397,2.85188338,132.1455,2.6660000000000004,0.578,0.01,9141746
K04310.01,CONFIRMED,0.6369315,10.7769944,140.2902,2.616,0.069,0.012,7103919
K07833.01,CONFIRMED,0.6369275,172.820248,302.0399,7.343,0.249,0.022000000000000002,7300182
K04246.02,CONFIRMED,0.6361625,8.75630628,132.47009,2.852,0.371,0.008,5177859
K02061.02,CONFIRMED,0.63536614,1.0900110029999999,131.58066000000002,1.5,0.531,0.012,12061969
K04713.01,CONFIRMED,0.63516444,8.796316600000003,134.3262,4.6960000000000015,0.9790000000000001,0.012,5253802
K02216.01,CONFIRMED,0.6351289999999999,23.34036251,136.20727,2.0540000000000003,0.25,0.023,4248120
K01597.01,CONFIRMED,0.63462454,7.79668781,134.42081000000002,4.6699,0.005,0.018000000000000002,5039228
K01276.01,CONFIRMED,0.6337196999999999,22.79020351,138.68515,5.0394,0.036000000000000004,0.022000000000000002,8804283
K04651.01,CONFIRMED,0.633549,1.19260017,132.66994,1.5019999999999998,0.015,0.006999999999999999,6717252
K03496.02,CONFIRMED,0.63268495,8.5433774,137.9895,6.149,0.748,0.009000000000000001,7517261
K08007.01,CONFIRMED,0.6322744,67.176626864,144.11926409999995,3.1147,1.236,0.285,10403228
K02093.01,CONFIRMED,0.6314622,6.78341325,136.10468,3.5437,0.665,0.022000000000000002,6525946
K03083.02,CONFIRMED,0.62939936,6.2321233,135.2369,2.85,0.32,0.005,7106173
K06145.03,CONFIRMED,0.6291675999999999,7.3138454,137.561,2.273,0.893,0.017,6221385
K08246.01,CONFIRMED,0.62895,425.64970999999997,284.3479,11.07,0.303,0.012,4446859
K06250.01,CONFIRMED,0.6285906,1.853209359,132.249661,1.7543,0.99,0.17600000000000002,12367464
K07715.01,CONFIRMED,0.62794214,25.861605800000003,140.2048,7.78,0.855,0.012,5091479
K02770.01,CONFIRMED,0.6267265999999999,205.38591200000002,284.18824,8.681000000000001,0.008,0.031,10917043
K04811.01,CONFIRMED,0.6266585,21.7434141,148.935,8.142999999999999,0.9059999999999999,0.013999999999999999,8811490
K07842.01,CONFIRMED,0.62651545,3.11141514,132.4992,3.074,0.46,0.005,7601665
K07749.01,CONFIRMED,0.6242435000000001,133.6348207,236.35162999999997,1.584,0.43799999999999994,0.019,5888187
K00622.01,CONFIRMED,0.6241286,155.042265,213.49978,9.848,0.8240000000000001,0.073,12417486
K01276.02,CONFIRMED,0.6235053,13.26079792,139.0988,3.912,0.22,0.013000000000000001,8804283
K01693.01,CONFIRMED,0.62165076,3.403743926,137.232574,1.5017,1.075,0.11599999999999999,6696462
K00317.02,CONFIRMED,0.62080675,11.505879,136.2363,5.5829999999999975,0.028999999999999998,0.006,8121310
K07712.01,CONFIRMED,0.61923754,4.8302364,134.9522,7.983,0.316,0.004,4996057
K04498.01,CONFIRMED,0.61922175,17.1622587,148.6441,4.668,1.2009999999999998,0.21899999999999997,4844367
K07832.01,CONFIRMED,0.6185977,3.6092231,132.463,2.8,0.364,0.006999999999999999,7287028
K06293.01,CONFIRMED,0.6184801,5.88836941,136.02799,1.05,0.249,0.01,2834463
K07920.01,CONFIRMED,0.61843675,1.04347858,131.8424,2.012,0.4970000000000001,0.004,9043947
K03225.01,CONFIRMED,0.6179197,4.8754764999999995,133.29166999999998,1.902,0.084,0.006,3109550
K03481.01,CONFIRMED,0.6163743,32.715906,135.9204,10.79,0.25,0.011000000000000001,8812045
K07892.01,CONFIRMED,0.61591285,10.692115,141.116,4.657,0.7340000000000001,0.02,8540376
K01191.01,CONFIRMED,0.6158446999999999,8.17242644,361.20157,3.9019999999999997,0.9259999999999999,0.033,3859628
K04391.01,CONFIRMED,0.61563253,49.4746966,166.142,10.46,0.491,0.016,6359926
K01359.02,CONFIRMED,0.6151437,104.8205868,374.83154,4.4794,0.9179999999999999,0.07,6946199
K04054.01,CONFIRMED,0.61458194,169.135056,201.8055,8.930999999999997,0.754,0.025,6428794
K04580.01,CONFIRMED,0.61371636,6.30432354,137.29688000000002,2.508,0.665,0.006,8628761
K03043.01,CONFIRMED,0.61285794,3.08942807,134.1999,3.214,0.65,0.009000000000000001,9834731
K07404.01,CONFIRMED,0.6126123,1.817079849,131.90509,0.889,0.276,0.013000000000000001,11068630
K01599.02,CONFIRMED,0.6123360999999999,13.616454699999998,140.93263000000005,5.175,1.19,0.21,5474613
K02039.01,CONFIRMED,0.61213857,5.42586901,135.86588999999998,2.5342,0.1,0.015,8804845
K04395.01,CONFIRMED,0.6117276999999999,1.9200625869999999,131.72678,1.4369999999999998,0.387,0.013999999999999999,3103473
K08276.01,CONFIRMED,0.6115482,385.858683,343.64827,12.071,0.877,0.025,8637903
K02486.01,CONFIRMED,0.6110384,4.267961416,134.07063,1.3427,0.255,0.01,8074328
K02217.01,CONFIRMED,0.6108775,37.8034121,155.37718999999996,4.641,0.968,0.033,9580992
K02159.01,CONFIRMED,0.61085904,7.5966998,131.95296000000002,3.667,0.725,0.011000000000000001,8804455
K07915.01,CONFIRMED,0.6106176,382.5891,372.8314,11.7,0.042,0.016,8880317
K04372.01,CONFIRMED,0.61021495,6.24564633,137.16241000000002,2.459,0.594,0.013999999999999999,9702006
K03933.01,CONFIRMED,0.6101661,3.490785878,133.10269,1.4513,0.11599999999999999,0.017,11244682
K01475.01,CONFIRMED,0.6096868000000001,1.609321941,178.94178,1.6067,0.016,0.024,4770365
K02162.02,CONFIRMED,0.6089933000000001,199.66876000000002,131.609,8.996,0.046,0.013999999999999999,9205938
K04487.01,CONFIRMED,0.6089697,3.48754109,134.16018,1.811,0.32,0.008,8098212
K03307.01,CONFIRMED,0.60870516,10.5071781,139.66432,2.68,0.23199999999999998,0.015,6131130
K02675.02,CONFIRMED,0.6086298000000001,1.116127169,131.84982,1.3235,0.648,0.01,5794570
K00473.01,CONFIRMED,0.6072229,12.70636123,180.63164,2.395,0.7929999999999999,0.03,10155434
K04913.01,CONFIRMED,0.6059321,6.78788113,136.3345,2.26,0.022000000000000002,0.008,5769810
K04386.01,CONFIRMED,0.6055107,18.501089800000006,149.17569,3.179,0.7190000000000001,0.02,8480582
K04444.01,CONFIRMED,0.60409445,5.94373492,135.25897,1.847,0.19699999999999998,0.015,11718389
K06532.01,CONFIRMED,0.6038091,0.813998812,132.1244,0.675,0.045,0.013000000000000001,5171707
K02130.01,CONFIRMED,0.6031255999999999,16.85592593,138.26808,2.309,0.038,0.027000000000000003,2161536
K02783.01,CONFIRMED,0.6029184,0.526887517,131.86561,0.8971,0.292,0.01,5709889
K04407.01,CONFIRMED,0.600827,1.33807075,132.34756000000002,1.425,0.003,0.004,8396660
K01649.01,CONFIRMED,0.60026795,4.04355245,131.62995,1.965,0.9840000000000001,0.03,11337141
K02613.01,CONFIRMED,0.59897417,51.5738653,158.06744,2.784,0.275,0.027000000000000003,9712350
K00691.01,CONFIRMED,0.59839374,29.66631669,189.36948,8.412,0.019,0.024,8480285
K00268.01,CONFIRMED,0.59769315,110.3783828,175.9317,12.210999999999999,0.013999999999999999,0.02,3425851
K04601.01,CONFIRMED,0.5970631,7.94004281,135.4315,3.282,0.004,0.008,11153476
K07327.01,CONFIRMED,0.59668946,17.990827300000007,141.92539,1.436,0.129,0.023,10450504
K04508.01,CONFIRMED,0.59478676,2.49915311,133.08978000000002,1.8030000000000002,0.6659999999999999,0.013000000000000001,5457326
K06375.01,CONFIRMED,0.5939691999999999,2.90805147,134.3193,2.812,0.7709999999999999,0.01,3972432
K01864.01,CONFIRMED,0.5931641,3.215109385,133.77747,4.365,0.9540000000000001,0.015,4149450
K04603.01,CONFIRMED,0.59298784,15.951386600000001,146.45425,2.285,0.19699999999999998,0.009000000000000001,8430053
K02060.01,CONFIRMED,0.59287703,2.8001112669999997,132.04865,1.0237,0.8059999999999999,0.027999999999999997,9279354
K02663.01,CONFIRMED,0.59256727,9.88736642,139.52781000000002,4.23,0.38299999999999995,0.008,7762723
K01910.02,CONFIRMED,0.5924815,18.3848331,135.4745,3.545,0.711,0.012,8226050
K04399.01,CONFIRMED,0.5924639,42.1003351,143.02827,1.0834,0.88,0.016,8345384
K01398.01,CONFIRMED,0.59226817,5.82348911,354.99602000000016,2.2441,0.877,0.032,9269281
K05929.01,CONFIRMED,0.59146976,466.002988,435.01156,10.277999999999999,0.867,0.051,11716643
K02691.01,CONFIRMED,0.59131265,97.4463194,204.83008999999998,6.765,0.063,0.040999999999999995,4552729
K03190.01,CONFIRMED,0.5911419,8.952940460000002,134.33731,2.995,0.718,0.006999999999999999,5985713
K04826.01,CONFIRMED,0.59053004,1.141148847,132.24561,1.629,0.062,0.008,10549902
K01239.01,CONFIRMED,0.59030354,0.783276173,355.94865,1.6735,0.040999999999999995,0.015,6607286
K02734.01,CONFIRMED,0.58791906,3.8259005,132.20163,1.8057,0.951,0.036000000000000004,7659389
K05974.01,CONFIRMED,0.5878535,4.76815507,131.85686,2.115,0.046,0.006999999999999999,12554212
K00388.01,CONFIRMED,0.5858919,6.14955931,169.55182,5.5694,0.368,0.017,3831053
K00238.03,CONFIRMED,0.5854063,362.97828,256.5011,14.083,0.055,0.015,7219825
K02264.02,CONFIRMED,0.58530104,7.25101997,138.1878,2.799,0.314,0.01,12256520
K04451.01,CONFIRMED,0.5848481,8.830368099999998,134.80059,3.426,0.746,0.017,10120548
K04526.02,CONFIRMED,0.5848054,11.8187288,132.51,4.0169999999999995,0.282,0.013999999999999999,3765917
K02848.01,CONFIRMED,0.5847760000000001,13.787262699999998,144.77403,5.747000000000001,0.9209999999999999,0.01,7749773
K03224.01,CONFIRMED,0.58323944,3.43861067,132.68641000000002,1.264,0.629,0.006999999999999999,10384298
K02219.01,CONFIRMED,0.5831324000000001,3.757294695,133.95965,0.9269,0.586,0.016,5357545
K08163.01,CONFIRMED,0.58232665,370.98253,308.2287,17.84,1.655,0.674,8708961
K05563.01,CONFIRMED,0.5822252,7.62210397,138.65231,1.902,0.32299999999999995,0.011000000000000001,8715589
K03375.01,CONFIRMED,0.5819533,47.05633270000001,173.9653,4.8069999999999995,0.361,0.026000000000000002,6779726
K02878.01,CONFIRMED,0.5807839,3.89524296,131.85929,1.689,0.22399999999999998,0.012,5106313
K04661.01,CONFIRMED,0.57989264,8.61742738,133.50863,2.713,0.059000000000000004,0.011000000000000001,5962262
K07708.01,CONFIRMED,0.57935053,6.70242786,133.17733,1.2209999999999999,0.369,0.008,4813793
K04021.01,CONFIRMED,0.57863975,7.23531329,133.12053999999998,3.338,0.326,0.01,11967788
K06179.01,CONFIRMED,0.5772815,16.2957847,133.6205,5.16,0.603,0.019,8374077
K01878.01,CONFIRMED,0.57682705,40.80957343,142.69218,3.158,0.9490000000000001,0.024,3098810
K01369.01,CONFIRMED,0.5760155,3.0161820130000003,133.88395,2.8349,0.732,0.015,7287415
K02321.01,CONFIRMED,0.5751936,95.6114617,138.35664,7.489,0.046,0.02,5978559
K01476.01,CONFIRMED,0.574915,56.35879870000001,222.31819,6.9270000000000005,0.9059999999999999,0.055999999999999994,12406749
K01165.01,CONFIRMED,0.574808,7.0539344879999994,136.35725300000001,1.7244,0.899,0.025,10337517
K03006.01,CONFIRMED,0.5745529,0.998212785,131.81898,2.489,0.436,0.01,8758136
K00266.02,CONFIRMED,0.5740013,47.743950899999994,160.15905,2.99,0.977,0.012,7375348
K07685.02,CONFIRMED,0.5723989,33.502922999999996,158.6469,11.947000000000001,0.7559999999999999,0.008,4141593
K00841.03,CONFIRMED,0.57147527,6.54626149,133.85963999999998,2.75,0.644,0.025,5792202
K03891.01,CONFIRMED,0.5707809,47.1096306,144.13172,5.7410000000000005,1.23,0.26,8765560
K05736.01,CONFIRMED,0.5702205,161.65150400000005,289.32322,2.509,0.736,0.016,9935983
K00577.01,CONFIRMED,0.5681235,39.6766071,178.55555,5.04,0.639,0.024,8558011
K03020.01,CONFIRMED,0.5671208000000001,10.919265300000001,134.26789,4.572,0.434,0.009000000000000001,8241079
K05426.01,CONFIRMED,0.567024,124.88721399999999,133.7933,8.599,0.752,0.013000000000000001,7770901
K07125.01,CONFIRMED,0.56688213,7.918267,134.1991,3.478,0.21899999999999997,0.008,9025739
K03029.02,CONFIRMED,0.56684947,6.34724702,133.00398,3.097,0.7390000000000001,0.013000000000000001,5903749
K00326.01,CONFIRMED,0.5664842,8.973499990000002,171.03075,3.1408,0.56,0.028999999999999998,9880467
K00900.01,CONFIRMED,0.56640726,13.81020318,172.33533,3.048,0.7909999999999999,0.037000000000000005,7938496
K02241.01,CONFIRMED,0.56539327,7.16520428,132.96921,1.705,0.142,0.019,5125347
K08241.01,CONFIRMED,0.5652191,490.63940999999994,561.5837,16.5,0.015,0.015,12647757
K03179.01,CONFIRMED,0.56418496,5.99078221,134.53898999999998,1.699,0.9440000000000001,0.01,6153407
K03130.01,CONFIRMED,0.56416976,14.863849599999998,142.95729,2.705,1.006,0.033,10252275
K03313.01,CONFIRMED,0.5639202,34.9524256,163.52048,1.7169999999999999,1.225,0.256,9571186
K02358.01,CONFIRMED,0.5634256,56.4931698,143.99262,8.704,0.7070000000000001,0.02,5716932
