KOI Name,Amplitude,AndersonDarling,Autocor_length,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StructureFunction_index_21,StructureFunction_index_31,StructureFunction_index_32
K00992.01,0.0010954250000000001,1.0,1.0,0.0004657011130256601,2.222758376166794,0.1472447056214658,0.2644417341168644,0.3963854085818827,0.5512251912628895,0.7664375207894446,6.111351711771074e-05,1.3396609711069839e-05,3.1832494751436893e-06,4.370818523978964e-06,0.0,-1.6599893200335514,-1.8920356891485965,-2.03482910840783,5.5976274609447656e-05,6.1165101415795595e-06,1.4091539414577512e-05,6.3510896569728595e-06,0.0,-0.17935465506124104,-1.765789030451033,0.11969091652394903,4.5550869303236345e-05,5.3534268626206885e-06,7.81384085987987e-06,5.5090941105218396e-06,0.0,0.26160072127258294,-0.08010392587405601,-0.906037464763007,0.0001324999999999998,-3.104243261285996e-09,0.18662373316072114,1.3834879930457459e-05,40.16134193184274,0.0003571,0.676906598779901,-0.03333333333333333,inf,inf,15.379228735511065,0.0,0.02726806974742001,1.987196097797968,0.000715,0.0055447491554970274,0.20699372474668568,2.0,0.6653076382059759,0.0005556273434730907,1.7434104112405069,2.3381099537768115,1.6125945384968585
K00992.02,0.00109215,1.0,1.0,0.0004886926628694685,2.641513629143534,0.14698674390108052,0.2643422078645427,0.395455051799042,0.5509078756822992,0.7667372173331848,6.437273039243059e-05,1.3161198361758583e-05,7.128717438800629e-06,4.582348647288865e-06,0.0,-1.687079075584088,-1.3012071558050688,-1.9202627877298517,5.395614861805321e-05,4.953222816840396e-06,1.2677725913848067e-05,7.2171977931445666e-06,0.0,-0.2870480597651641,-1.8211062139273237,-2.8390604410446505,4.6452613822769796e-05,5.6263864146065926e-06,1.8191740506878776e-06,1.8969120777980457e-06,0.0,-0.8140966712663067,-1.447236396022885,-0.18926788419237,0.00013419999999999968,-7.518172265087478e-09,0.18662373316072114,1.4097853194931249e-05,39.25039058946653,0.00035475,0.6794115664599623,-0.03333333333333333,2524.913043478261,1561.2173913043478,15.379228735511065,0.0,0.026067338056400907,1.9874735295407708,0.00071,0.009016410688077025,0.21314952172338072,2.0,0.6834950670120348,0.0005533462443740101,1.748728006136034,2.426212405127445,1.5293206654595064
K00982.01,0.0020723499999999997,1.0,59.0,0.018569698475297332,0.9275104772614231,0.13929784824462063,0.25006886841541426,0.37427688163815004,0.5252670564108842,0.7405038107189862,0.0002915137774396133,0.00011273143503453758,1.6621066077575183e-05,2.5571997211833288e-05,0.0,-1.7266901778429717,-1.480012759031013,1.0321427745000809,0.00023538876836778303,8.165666895558787e-05,7.23337892498731e-05,3.443249601123507e-05,0.0,0.29610752958335107,2.465201960985179,2.556582413900991,0.0002210061749889699,3.881616176643664e-05,1.4514584435172861e-05,5.1446824551193574e-05,0.0,-0.5751955574765386,-0.39352413406272113,-1.630704040853187,-0.00018410000000000044,-1.9753562385520656e-08,0.28868128587670316,1.7936110421065738e-06,577.0774736353103,0.0006107,0.7623276611601043,-0.16666666666666666,-6944.5,-4083.8750000000005,0.010210506692672936,0.0,0.07502414660183886,1.9170585005072225,0.0012227500000000003,0.018094038208267684,-0.15841457044812865,3.0,1.8665634459005829,0.0010350525288632577,2.0896860895435676,3.2518086745526373,1.5755867092261084
K03924.01,0.29477102499999996,1.0,3.0,0.02279686968356584,0.5013761716822315,0.005521450634201074,0.012019835307621374,0.028937774997796796,0.114327613594107,0.34161094166123923,0.10495762861311482,0.04032346808372489,0.03733262353232727,0.03338544576080807,0.0,1.1680803555897767,0.3376155366480896,-0.5003075721389992,0.053990388197046955,0.024154695727710115,0.01947537561458505,0.017101008048425185,0.0,2.494266622938827,0.2162919107603083,2.5264154135170753,0.04397662853271508,0.009375441305051158,0.005481671670175161,0.0010779228190630806,0.0,-0.7522941716101361,0.5628266680527324,-0.2820491581099009,0.5579616500000001,0.00013009262986459714,54.343902785815175,0.00792757566004355,18.783238933821515,0.00179385,0.9596488840500816,0.3,-2856.3909493024844,-422.1218101395032,0.0204336966282067,0.0,0.050569722820963635,1.5293878178974059,0.005385025,0.10053285197203318,2.572276235620817,31.0,27.597885862095175,0.1489055477885458,2.23888314088797,3.5083766726152645,1.5743310544799258
K07623.01,0.00154195,0.9801318308214491,8.0,0.02540587977182975,0.594512197862063,0.15133485299231156,0.27863848858324,0.4147896302592435,0.5736197504153304,0.7852258238998572,0.00015264867964419446,1.9686592420347337e-05,3.097764261346631e-05,4.733044080986637e-05,0.0,0.41471241275442505,0.3023059545221387,2.76836748875069,0.00014316859302700063,2.4284342919487545e-05,1.8767656241757314e-05,1.0149746061634484e-05,0.0,2.5941630352021905,-0.20060826976564194,2.2583619353061524,0.0001297964177259024,5.6428628003132274e-05,3.673182242701924e-05,4.72105693690412e-06,0.0,1.550446540171981,0.15476518814019768,-1.3795379134151835,4.059999999999988e-05,-8.549909128529097e-09,0.21106080998381796,1.5073736398736404e-05,52.538725109990594,0.0005363,0.6042909792909793,0.1,243.20394736842107,170.2828947368421,0.0015715128966824212,0.0,0.03550770794745835,1.9642477779023426,0.00107355,0.02032650329865609,0.043746610285068384,1.0,0.05396439407492881,0.0007919548930336715,1.732057767188513,2.410202266250279,1.463571480906509
K00362.01,0.0006129250000000001,1.0,3.0,0.005823521964805672,0.6562942412084163,0.13845020004211414,0.2483680774899979,0.36860391661402403,0.51842493156454,0.7363655506422404,9.88890338371556e-05,2.182462542238391e-05,6.4305230089227426e-06,2.0590887489970983e-05,0.0,-1.2959719596844457,-0.3327047446544078,-0.18970716789033298,8.78321065503301e-05,7.908455733784321e-06,1.7358543021874115e-05,1.2263540533495953e-05,0.0,0.0015960638778458325,-1.8004324692259481,-2.3760335380375532,8.800373707518218e-05,1.2700257701504567e-05,2.71381320210571e-05,2.0277029506903684e-05,0.0,0.3011493695931542,-1.65203275885895,-1.9222968296974705,-8.659999999999995e-05,8.400910228851929e-09,0.46258306989090664,-1.4686770895971137e-05,-48.21652032193241,0.000175,0.9929107193720923,0.03333333333333333,6779.900000000001,474.90000000000003,0.0034063683058048275,0.0,0.03658109079514791,1.995369854000272,0.000350175,0.023350979805868102,-6.903796963019256,2.0,166.1713826481707,0.0007081449873691577,3.185556815246504,5.528029551698655,1.7551381622516073
K04924.01,0.0006942000000000001,0.9999982719667913,1.0,0.00011607661056297156,2.280375618627774,0.15096120837624444,0.2654479917610711,0.39684174390662547,0.5520082389289392,0.7667353244078271,6.0767096759963305e-05,1.5774027420305686e-05,5.32690189948101e-06,1.4368168503251097e-05,0.0,-1.2882147553819776,-1.2123372441170035,1.54591932794636,4.379231083244218e-05,1.0548021244735129e-05,9.020337776273045e-06,1.0831863131368565e-05,0.0,-0.6317626685106166,0.1611772152126726,0.589674989592481,3.0105921953058504e-05,6.544007431311363e-06,5.3891761024300114e-06,3.3621300883261143e-06,0.0,0.8157574152646507,1.611511795743095,0.3455093528168656,5.529999999999996e-05,2.1908100254231594e-08,0.09000278964644398,2.4716757572240917e-05,14.23531984933967,0.00023050000000000002,0.5899965185099223,0.16666666666666666,78.60512820512821,59.75384615384615,0.0020436453613295927,0.0,0.0421220803428247,1.9786395978075735,0.00046249999999999997,0.019314994250661563,0.1174260665530389,1.0,0.2723374961051004,0.0003518509496794377,1.8612384330575629,2.6922028033330645,1.5532486821780853
K03658.01,0.008505549999999999,1.0,2.0,0.006265292503892637,0.8552847332047863,0.09042096855308701,0.16523681330059461,0.24755199242670772,0.35493891074756684,0.5276158920805847,0.0014926167041135344,0.001375463457503075,0.0012482680352436536,0.0010294856904589167,0.0,-1.562038662332326,0.1418260047408171,-1.36364954707815,0.0013824007802220538,0.0007584067040507181,0.00016960688505477745,0.00011622437720403685,0.0,0.04169593104967251,0.09203613848700698,0.054080496101191144,0.0013252779768749964,0.0005450072714839903,3.769133026607974e-05,0.00022097540852954552,0.0,-0.5534291621366866,-0.50041178641776,-1.6105392895294708,-0.014668200000000001,-2.3329171604381944e-09,1.1549887192715578,-0.000605119453197405,-5.939057272184745,0.0008364000000000001,0.9461723818350324,0.03333333333333333,-1100.8296943231444,-295.22270742358074,1.1261067356123287,0.0,0.10319525560035231,1.4068754279575308,0.00167355,0.007992191253385442,-3.855381759949826,3.0,18.22219167889742,0.003593839089052505,2.0464175297813623,2.98343080837027,1.690090204997377
K04359.01,0.00040827500000000004,1.0,24.0,0.027888137066236267,0.21651949872122084,0.14178881244391267,0.25830092731079873,0.3878253066108286,0.5469638049655998,0.7617409512414002,4.540519075879462e-05,1.2428684085244242e-05,4.6473464738427655e-06,9.027054098623405e-06,0.0,0.026342341118865242,-1.6310384046122128,0.4031350452691338,3.959872014683242e-05,7.431320294221752e-06,3.2029786235843e-06,3.07066377398424e-06,0.0,-1.1860281839577347,0.23736939713327437,1.0637771927879178,3.6705420818055636e-05,9.344412600021197e-06,3.339171849613834e-06,3.4136275824074954e-06,0.0,2.7713709490767484,1.9003701763694307,2.306715550384606,2.8999999999999943e-05,5.3502181184606215e-09,0.056590016002165226,1.1272416896862107e-06,181.342242456462,0.0001296,0.6806077159440082,-0.03333333333333333,-821.0000000000001,-557.1666666666666,4.576634694575102,0.0,0.045449787604968546,1.988861090513557,0.00025929999999999996,0.012858556323574289,0.07475176457375063,1.0,0.5056401386143294,0.00020441653579810872,1.9382385066808447,2.7975536689749907,1.607945315737808
K03145.01,0.0018157,1.0,1.0,0.0007650377737400784,2.1036705779082556,0.1465343203230148,0.26339165545087484,0.39427994616419926,0.5495625841184387,0.7625168236877524,0.00012540278926822395,3.914055935701485e-05,9.470562806676577e-06,1.0462250438421685e-05,0.0,-0.24607504841784889,-2.4665338469743716,-0.8531977007440155,0.00010607213347475991,1.6119495963786234e-05,1.0209217914333662e-05,1.701872175386632e-05,0.0,0.5278802655458208,1.1697297855621853,-0.9606636386996841,9.624355136425842e-05,4.610012462868414e-05,2.7968487604966868e-05,1.9584737854354897e-05,0.0,-1.0713642463620092,-1.0899537626257114,-0.12351819402514219,0.00019839999999999997,-2.599360814572994e-08,0.3007105943162316,1.2095314293000129e-05,75.55085254651371,0.00058615,0.7176144332525819,-0.03333333333333333,-1933.2352941176466,-1165.4901960784312,14.667033727554177,0.0,0.028421769156578257,1.9587455136143737,0.0011718000000000002,0.01150079627311504,0.18247096079710717,2.0,0.6679944475925401,0.0009138113066541924,2.0558724962754606,3.124879162278304,1.6018595555932038
K03145.02,0.00181195,1.0,1.0,0.0006908407371110005,2.141431022068919,0.14645648073295608,0.26306925357046623,0.3943344112099166,0.549279170035031,0.7620924279170035,0.00012119412126761886,4.048052835262015e-05,8.338463138265132e-06,1.0881888542517634e-05,0.0,-0.2620197848067769,-2.861110048284047,-0.9882437281271648,0.00010460992776671826,1.7269591094704223e-05,9.702471260211564e-06,1.709436913556975e-05,0.0,0.5129454199807014,1.169749036662047,-0.9503842340599915,9.580201058533407e-05,4.7323037556153094e-05,2.7506501543004326e-05,2.0024485966873893e-05,0.0,-1.0645066247661552,-1.1004785585768277,-0.11125584962266921,0.00019450000000000023,-2.2411160003233683e-08,0.2975619543531531,1.1930219294722468e-05,76.39108089058514,0.0005851,0.7035906498513936,-0.03333333333333333,-2016.6521739130437,-1290.782608695652,14.667033727554177,0.0,0.027955779904665527,1.958177076353703,0.0011707000000000002,0.011321596501710097,0.177036848687636,2.0,0.6242014007112182,0.0009113623471855637,2.0558613630683658,3.124856604599664,1.6018583131139688
K00993.01,0.00055985,1.0,1.0,0.0004503315371834092,2.2402450990505938,0.151027027027027,0.26918918918918916,0.39978378378378376,0.5553513513513513,0.7688648648648648,2.36837959705824e-05,8.815432604876742e-06,3.94610006794879e-06,1.5923140185085412e-06,0.0,-1.8168276595902366,-1.3544474256489543,-1.205324115937143,2.262090720984357e-05,8.046575114662747e-06,2.552485424121641e-06,1.6985470776029243e-06,0.0,1.3451046854103037,1.443307942113933,1.421575096328611,2.0182094895840176e-05,5.833741780099568e-06,6.645112624028622e-06,1.8691016633617921e-06,0.0,-0.6367553350515767,-0.5154926539512177,-1.081886971601099,5.830000000000007e-05,-5.665624477409792e-10,0.10274492147949231,3.6337738163636077e-06,78.46895450461582,0.00018490000000000002,0.6976040000621128,0.03333333333333333,14289.999999999998,9250.0,0.0022700441959759175,0.0,0.01568196421736966,2.007261714691212,0.0003698,0.011308969710195476,0.15493691467309068,2.0,0.5844067246108771,0.00028513843227630014,1.9760669358098266,2.933641257989359,1.588302018390178
K00993.02,0.000557475,1.0,1.0,0.0003966805769322311,2.352479803166411,0.15084708948740227,0.26933101650738484,0.4000868809730668,0.5554952215464813,0.7699826238053866,2.3389347750787973e-05,8.759015137488473e-06,4.685720582256976e-06,1.207142499191258e-06,0.0,-1.8067093098975022,-1.2876013418297347,-1.102704645262952,2.3066554116229683e-05,7.960556151741996e-06,2.582907888824626e-06,1.3554334185733643e-06,0.0,1.4605850354166463,1.4948868746246586,1.6247602215217336,2.0213429074739336e-05,4.565858542743793e-06,7.395059842690252e-06,3.3560339460158194e-06,0.0,-0.5469578410593446,-0.4593044382159017,-1.1428886883735365,6.18e-05,-3.284789156067159e-10,0.10274492147949231,4.178165807219357e-06,67.97296511388632,0.0001842,0.6992939309797699,0.03333333333333333,7137.500000000001,4604.0,0.0022700441959759175,0.0,0.015794235233791466,2.003855306254471,0.00036839999999999996,0.011524798928603947,0.16722791858895,2.0,0.5950857419199371,0.000284002318654154,1.976062754539002,2.9314017757300945,1.585311294501634
K00993.03,0.0005566500000000001,1.0,1.0,0.00038126813095731453,2.5777900949544583,0.15083859725549992,0.26954911783925073,0.39980396427793513,0.5559790895229799,0.7700936615116534,2.28068060063206e-05,8.204923992012953e-06,4.391563312632172e-06,1.4133927208365697e-06,0.0,-1.7841949499523477,-1.31678722855089,-1.1372168859683371,2.3041916469772042e-05,8.039818569957055e-06,3.064526846161735e-06,1.9930468580263677e-07,0.0,1.442943700600813,1.315604740498837,-0.40408703874626184,2.0944748205014334e-05,5.12764543299025e-06,5.254121080057859e-06,2.037520176892918e-06,0.0,0.3401197598941502,-0.5465863385765724,0.530555182182135,6.429999999999992e-05,2.135482184342042e-10,0.10274492147949234,5.3861786596383045e-06,52.600645252362895,0.0001836,0.7010128134997596,0.03333333333333333,1782.0000000000002,1147.75,0.0022700441959759175,0.0,0.016041799106895103,2.0036866897427372,0.0003671,0.01195926079677617,0.1721443271045522,2.0,0.6083369287436557,0.0002833164729414819,1.9486727804725432,2.929755302191949,1.6321230577920547
