KOI Name,Amplitude,AndersonDarling,Autocor_length,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StructureFunction_index_21,StructureFunction_index_31,StructureFunction_index_32
K00889.01,0.0034383,1.0,81.0,0.02804834195838089,0.37038273777422787,0.11886861313868612,0.21598540145985398,0.3321350364963503,0.4823175182481751,0.7131569343065691,0.0005401236869405798,3.690977400183867e-05,2.53956766622317e-05,2.4164990276603667e-05,0.0,-1.507216163099733,0.010374094424571823,0.07299173207658449,0.0004207516941134903,0.00019449668253509341,5.8710704676182944e-05,3.310492021163247e-05,0.0,0.9512291255291496,0.22017685672527254,0.5856270908399774,0.0004119154334469707,1.8124731273798058e-05,5.017390560963993e-05,1.2439662360656424e-05,0.0,-0.7988373269100799,0.013654348626924787,0.20826894784898392,-6.659999999999986e-05,-3.027702054658157e-08,0.6162120366849797,4.51855916701842e-06,364.29442964923135,0.0009103999999999999,0.8105779904007004,-0.16666666666666666,892.448275862069,472.41379310344837,0.010226933821174787,0.0,0.0669604073118381,1.8994363696120857,0.0018200999999999998,0.030323229888458078,-0.16982699841843546,2.0,1.8326505936411657,0.001646085934585281,2.2922400801602647,3.769523038593321,1.6779444993014354
K01009.01,0.0010601,1.0,1.0,0.00021989701489802277,2.279912089537141,0.14853076216712582,0.26647153351698805,0.3972681359044996,0.5526859504132231,0.762568870523416,5.600173478195291e-05,5.70962207214996e-06,5.324494739911934e-06,1.028252843248869e-05,0.0,0.9320645405151211,0.29810959363743317,-0.10504194179427961,5.3394038814421116e-05,3.592974909743071e-06,7.703211078727753e-06,1.7372730390209003e-06,0.0,-1.0820056298837153,1.209342885562471,0.8754432068318355,4.4862013926989206e-05,1.5060494304815245e-06,4.970318845361318e-06,5.419372678550406e-06,0.0,1.1922587520748018,-1.3017052697537532,0.1366094876465213,0.0001406499999999999,-8.169979492986572e-09,0.19155256280972183,1.3397716819672732e-05,39.96702493739701,0.0003461,0.6501200227218588,0.23333333333333334,8874.333333333334,5808.0,0.00408578643422705,0.0,0.01975546236412797,2.0006265518506496,0.0006922,0.007338578388886383,0.2151254546626792,2.0,0.6091264339957938,0.0005354668822360434,2.0219918699192876,3.069758153838118,1.5611283405601475
K07621.01,0.005502275,1.0,53.0,0.05663045674235007,0.0013924151788417946,0.10682722561539884,0.20703775680177677,0.3225754210623728,0.48161900795854146,0.7095826392744772,0.0007745219602043022,3.220946787968991e-05,7.289473365554118e-06,9.168871233902108e-06,0.0,-0.6466734310118444,-1.586675310599495,-0.7660424706268862,0.0006939184503948005,3.3230863149049494e-05,1.99118641820679e-05,1.1982708842904807e-05,0.0,-0.48156151819820237,0.7443747719090332,-0.15542471256511625,0.0006494437740186415,0.00010127827693092615,3.0763482357202856e-05,1.3144952944226884e-05,0.0,-2.0503763479156216,-1.436414434995763,-0.12350442293481567,-0.00018939999999999967,-3.721585440076739e-08,0.0722168659373902,-5.005266437706879e-05,-52.08712021382623,0.0013945000000000001,0.703678378840386,-0.9,-1645.4500000000003,-1080.6,0.010237608342364524,0.0,0.061524561598156724,1.9203674955246735,0.0027883,0.01615105685860317,0.03935094708789842,2.0,1.6579511290524596,0.00260709914643068,2.0419155186739766,3.097716929600249,1.542612038645536
K06252.01,0.005314475000000001,1.0,4.0,0.017222414280775637,0.3189058636555396,0.11474460072741317,0.20863239885416332,0.31809842608387784,0.45640348900833627,0.6686085809005761,0.0012241343246017621,0.0011289244409525118,0.0009810681149463913,0.0007904346681823301,0.0,-0.6941146245535953,-1.3912358728044683,-2.103301629851722,0.0010688776173226411,0.0005172411549125161,0.0003553412314253744,0.0003696266841396551,0.0,0.34523202180265833,1.375386651679654,1.6344630675190337,0.0010733764873088873,0.0004656283067549938,0.00022454124917243933,0.00031311339072971026,0.0,-0.11031302674408683,-1.988658400106421,-1.8688767335582481,-0.01828955,-1.021549760949746e-09,1.4923407462359437,-0.0005383972423004399,-7.2400712549458675,0.0004940000000000001,0.9686203645505971,-0.03333333333333333,5058.976047904192,372.08383233532936,4.229176470878007,0.0,0.08688944929804687,1.5664374355647028,0.0009883000000000001,0.00595950572306049,-6.328261401649621,1.0,45.32558452237445,0.0038980343977215405,2.4990968014403663,3.956385329112017,1.6758504829603467
K00958.01,0.0031906,1.0,92.0,0.060360795056578515,0.01850767229165381,0.08277280322179856,0.15999742941604905,0.26147123088128194,0.4017180069405768,0.6363909001328136,0.00042268505918663607,2.5110546014812176e-05,2.619851327179204e-05,8.997235095082437e-06,0.0,-1.0835367332672716,0.5506520493660545,-0.19272049957213627,0.00042093582499417106,8.165971778884412e-05,5.446874873660439e-05,3.0613600753494395e-05,0.0,-0.7809803768966104,-0.8738998461458383,-1.6416482662270386,0.0004156780089155989,1.0089445698745232e-05,0.00010399546887928258,2.8780170189073547e-05,0.0,0.8377912927320676,0.5157956006092527,0.41608333163199496,-4.289999999999988e-05,1.187043620572958e-08,0.17721593328229857,4.1473288300207005e-05,34.63522157095342,0.0006079,0.8027362293576553,0.1,1047.3472222222224,648.361111111111,0.010231507946567214,0.0,0.06993850369947635,1.9032231157619948,0.0012207,0.030741492636035015,0.09648112867390017,2.0,3.9251457185565437,0.0014364365295536999,2.322281327647512,3.9681951488469007,1.7373577902326827
K00984.01,0.0035036,1.0,53.0,0.05014360009314601,0.008345722065695187,0.1239378578461763,0.2308449728310419,0.3556216038802378,0.5091353342328871,0.7410561248678021,0.0005571174362965487,0.00010793174992417699,2.2243336294663612e-05,1.4861061939660033e-05,0.0,-0.0484383391831017,-1.1803852114794584,-1.074801160615165,0.0004745075254536917,0.00015014699466957526,3.144326419003822e-05,2.549147243122192e-06,0.0,-0.9716486960249231,0.027657594335144472,-0.9229581281801227,0.0004235230402838959,5.6913033451016786e-05,6.87469524614726e-05,2.873992698102813e-06,0.0,1.4437068181381938,2.6326630949236756,2.0242245051117007,0.0005095000000000003,1.9286942406971876e-08,0.16963901178513516,2.4900130400360152e-05,68.42616787404438,0.0009746,0.6758309141996678,0.6333333333333333,-733.6637931034483,-472.7758620689655,0.020489718616936898,0.0,0.05207023531922836,1.915076533143647,0.0019504000000000001,0.031065557202504025,0.3284504322817143,2.0,1.6736426148878771,0.0017038205028606396,1.6695296421564048,2.134382783648583,1.3149667635411624
K04162.01,0.00038695,1.0,1.0,0.003464185295077129,1.5428146569547447,0.15354637568199533,0.27435697583787994,0.40717069368667186,0.5622759158222915,0.7738113795791113,1.9511253497363698e-05,1.530442199206129e-06,2.6791859093182105e-06,4.024617420365104e-06,0.0,-0.2828954458763966,-0.7936042082036496,-1.931378740038813,1.956884498564118e-05,4.1310733950992785e-06,1.1849261680307237e-06,1.4694351671496384e-06,0.0,-0.720153711574425,-0.649014987738144,-0.6755207116470519,1.9598636483470754e-05,6.996152404616245e-07,4.6721562973181855e-06,1.4081512899667462e-06,0.0,0.5893761886786386,0.9306802675979517,-0.8638205760845389,1.125000000000002e-05,-1.1840653466075392e-09,0.06961198353777243,1.1033693203883493e-06,180.61044564877758,0.0001306,0.7979339805825243,0.03333333333333333,-6179.0,-3207.5000000000005,0.006815203631160872,0.0,0.01970842298288425,1.9865472779922262,0.0002612,0.008168589070945781,0.05431034390027708,2.0,0.8671416952086135,0.00019928002467052864,1.4949151227015594,1.7450241953128824,1.3765618183175945
K07622.01,0.001376,1.0,1.0,0.00031053007483774803,2.2717612108251877,0.14828042328042326,0.26904761904761904,0.40061728395061724,0.5551146384479718,0.7682098765432098,3.8877559974995675e-05,1.2279224804371835e-05,2.0076887887298775e-05,1.0924896993710566e-05,0.0,0.887491603606332,-0.15824880194723745,-1.1056261331524855,3.8365167115004346e-05,9.893076377359352e-06,7.926608148669412e-06,4.861238671995719e-06,0.0,0.2994454897765748,0.9697137013463879,1.289460627727184,3.8401331054056036e-05,2.102343404231888e-05,6.9731064452520835e-06,1.6602731771489802e-06,0.0,0.9494940210814068,0.4530830780869791,0.5060959165512544,0.00014430000000000028,3.1944800814681127e-09,0.2211313995417645,1.178099614954664e-05,59.05298725335791,0.0004543,0.6592348776549497,-0.03333333333333333,-4946.000000000001,-3240.0,0.0014593973026891212,0.0,0.013127001532322238,1.9984815815216819,0.0009086249999999999,0.004034935585085286,0.1622871038516033,1.0,0.44794479138528276,0.0006957030154510364,1.9529824988269306,2.847963643699401,1.5614338840188355
K00994.01,0.0008504,1.0,1.0,0.0044406490179333905,1.721925090336662,0.14608195542774985,0.26347951114306256,0.39324227174694465,0.5498921639108556,0.7675772825305536,7.924817928381225e-05,3.169718591144802e-06,2.1687631336092474e-06,3.356917367347027e-07,0.0,1.1814064250457066,0.05103969057875313,1.70373889739407,7.05476015988156e-05,1.2845457796595312e-05,5.806399380604601e-06,6.279705813813962e-06,0.0,0.2304938230003304,-0.42087129190880523,-1.251765870639075,6.505181700208964e-05,1.8801559614726027e-05,7.681655993134648e-06,1.2973898916811212e-05,0.0,0.01632728999317945,0.26699838561125105,0.6276428447423998,9.599999999999874e-06,-1.3956425446441957e-08,0.12680716110498713,1.7555560730976457e-06,245.59112882599368,0.0002733000000000001,0.7018181253590449,0.03333333333333333,-3073.9999999999995,-1987.142857142857,0.010222850826484779,0.0,0.04225707257925991,1.966141229243133,0.0005470500000000001,0.01707953700447758,-0.014065514238731659,3.0,0.8230137553965426,0.0004311489977093795,1.615405025660544,2.037056982041983,1.4326213108218249
K00998.01,0.00149595,1.0,1.0,0.0001913265306122449,2.3114837394664884,0.14691192593494945,0.26389734843870544,0.39521663215170344,0.5527266820968856,0.7697648921914971,5.014020097832891e-05,2.7080136481077445e-05,1.226793463002182e-05,6.413058414960259e-06,0.0,1.7833670831012647,0.48359468626399826,1.8194886187228494,4.745111641197224e-05,1.5051674639532771e-05,3.820633110820383e-06,7.881605045613793e-06,0.0,-0.770621456927645,-1.619222876320666,0.6901770580729426,4.863932583143398e-05,1.0426414663738025e-05,1.1501773537229005e-05,3.3160985571894987e-06,0.0,-1.0365251459617344,-1.5884677803463705,-0.07126291721460154,0.00021264999999999977,-4.166998614006015e-09,0.5346934381251278,2.0247393259143526e-05,37.74445669586088,0.0004869,0.9764516437613596,-0.03333333333333333,56337.5,12313.5,0.002919566868879761,0.0,0.013916252682052125,2.0007938254406072,0.0009732,0.00565735608514094,0.10042315912941042,1.0,2.7275674984357856,0.0007642268580738083,1.8110244270079334,2.434034576473399,1.4462082067161677
