KOI Name,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK,StetsonK_AC,StructureFunction_index_21,StructureFunction_index_31,StructureFunction_index_32
K00889.01,0.0035908750000000003,1.0,52.0,0.18984197944801465,-0.0005971341733367092,0.0069061149544383926,0.1666858428600062,0.013411983855945359,0.37724804759437464,0.11676950159142233,0.21202368463166132,0.3264994043279575,0.4751506961361332,0.7083696367289603,0.0005446269012989271,3.6182525016237415e-05,2.2015872042755632e-05,1.761804340445012e-05,0.0,-1.4988749316458345,0.1320221273079012,0.04106214210335701,0.0004260430981391044,5.8742741953159584e-05,4.1107017231877835e-05,2.5878352208104884e-05,0.0,0.5450274881388064,1.0360073920778647,0.6700898252410817,0.0004260637615242855,3.369657539901543e-05,4.11027062016434e-05,3.254236109067071e-05,0.0,0.16382223426076448,-2.2246354079204393,-1.648445872239998,-0.0006217999999999999,-2.5082938069055318e-08,0.6842334516099651,-9.95338129831424e-05,-20.68823508488546,0.0009179500000000001,0.9355033994598119,-0.16666666666666666,-449787.0,-112478.00000000001,0.010226933821174787,0.0,0.054341906480709155,1.9380461818189687,0.0018362,0.024390650825022044,-2.6575092958430284,2.0,19.01695582617641,0.0020591789218902747,0.6362319190563833,0.5734344758786601,2.5815684662421807,4.364792488924917,1.7422598146911918
K01009.01,0.0010628500000000002,1.0,1.0,0.29429110423267824,1.0679626337939396e-05,0.00017380792560208288,1.4021622721111116,0.00020147627159001412,2.2804840736412832,0.14841779408392572,0.2662806695711993,0.3969846365512497,0.5526828709011695,0.7626691125888558,5.597702498981881e-05,6.311778259003804e-06,5.36755180873733e-06,9.722013323723172e-06,0.0,0.9156215591172849,0.3007096373211733,-0.1187932839627519,5.278279557087158e-05,3.686484074680621e-06,7.174365192197652e-06,2.1267763645442508e-06,0.0,-1.1191625013150146,1.1632374956983784,0.6115096421121496,4.527584067537743e-05,1.4090875267874444e-06,5.038344595500989e-06,5.842056800855651e-06,0.0,-1.3735440988361445,-1.3208286598598349,0.10229065481280414,0.0001506,-8.307274760258504e-09,0.3321947137347993,1.4974569131302774e-05,36.089555364116116,0.00034639999999999996,0.9020861187933845,0.23333333333333334,13232.8,3488.8,0.00408578643422705,0.0,0.02004705982206424,2.000497074736253,0.0006925499999999999,0.007428677387178251,0.3299030724331604,2.0,1.4638773221706662,0.0005404255417179357,0.7819446225018531,0.5389461430119845,2.0219918699192876,3.069758153838118,1.5611283405601475
K07621.01,0.0055281,1.0,54.0,0.2515022125611366,-1.0576143977063288e-06,-0.000622317693237945,35.559124989569426,0.05558747263326243,0.001355631160619854,0.1065718336810799,0.2065153488801024,0.32191725553032313,0.480570381214769,0.7085038444247196,0.0007772736503921188,1.4703814231217812e-05,1.1102316999227403e-05,1.0541523828925589e-05,0.0,-0.5873232396814724,-0.48801299811058607,-1.0908185440891647,0.0007124170615677517,2.1036667316881942e-05,2.856659606529575e-05,1.2946419224528665e-05,0.0,-0.07492284296874374,0.6390272973834166,-0.2942554386881425,0.0006680883951169541,0.00011493669205586751,4.00049546308107e-05,6.07639853603096e-06,0.0,0.928047931349726,-1.0441881985014903,-1.9504853825158301,-0.0001030000000000001,-8.779752719031854e-08,0.0722168659373902,-3.7607842558807535e-05,-70.19623979026107,0.0013961000000000002,0.7311854669668504,-0.9,-2315.8750000000005,-1355.453125,0.010237608342364524,0.0,0.061888702701815596,1.9184254373782859,0.0027927,0.018575687369576425,0.16276765753934416,2.0,2.179930124478466,0.0026399291342524395,0.7280201846122918,0.5459715614413556,2.0419155186739766,3.097716929600249,1.542612038645536
K06252.01,0.01203275,1.0,4.0,0.03830513735837343,-0.004205452885112295,-0.02046459384516959,0.31629804218118907,0.01930837524057863,0.14697161585495544,0.09577038472771686,0.17468072113214556,0.2669463399091947,0.3837984228553222,0.5723920027613307,0.002741645666851266,0.0025608233600362823,0.0022662756441730724,0.0018907829724958802,0.0,-0.575108718813772,-1.1385161164227742,-1.6847794672911278,0.002437681662196879,0.0015346587088019641,0.0006440164047652398,0.00013548950498971902,0.0,-0.43098953649151484,-0.8775080410829272,-1.3464228375789853,0.002414321073694905,0.0015061252320266035,0.0006458718699760916,0.0001883828631678028,0.0,-0.19506686457433764,-0.4713754247743883,-0.9293184747918823,-0.030403799999999998,-2.0481572663255134e-08,2.308326604546529,-0.001330176514046252,-6.163820806758995,0.0005024,0.9662734750892441,-0.03333333333333333,-33553.88,-1506.52,4.229176470878007,0.0,0.11620475011226246,1.326925443174449,0.001005375,0.004209804606876592,-6.921274831523103,1.0,52.3583708919183,0.008198969673940437,0.33104003740509275,0.7961077669978023,2.614316074109731,4.272426143865607,1.6975884045116896
K00958.01,0.003234975,1.0,96.0,0.19894450911913078,2.8382151785854412e-06,-0.0005767851459915281,13.08131894377863,0.05702932182605591,0.016814403215104596,0.08180800979584943,0.15810585428673973,0.25876665188844555,0.39785082441362135,0.6322967466801782,0.0004618370917032196,2.4060359285326987e-05,1.4469263143658898e-05,4.494584632861678e-06,0.0,-0.8604701335169794,0.33379872713973047,-0.08919416435615457,0.0004570429042277477,6.571481570055628e-05,3.077808534232757e-05,1.3468422786551007e-05,0.0,-0.6761495507740148,-0.8199981154411146,0.9957210494841519,0.00043583115066866073,3.227148882347709e-05,9.102893937157207e-05,5.034241725473693e-06,0.0,-0.36044139101479533,0.203901059029727,-0.6750933319767508,-5.879999999999947e-05,1.6698135797668124e-08,0.17721593328229857,3.712759798214978e-05,40.489665233670095,0.0006104999999999999,0.8525261932479627,0.1,1449.391304347826,686.4782608695651,0.010231507946567214,0.0,0.07055416038961546,1.9011325612392134,0.0012257000000000001,0.027192767617645306,-0.06703414286820021,3.0,5.7780873348399595,0.0015032840132275299,0.6660682091707708,0.6280325036417994,2.3320645597039205,3.998343430834557,1.7426772890418725
K00984.01,0.0035043,1.0,53.0,0.27229966779471576,2.999665014465886e-06,-0.0008175327475704143,8.345325243422694,0.05006520119225037,0.008342554516720087,0.12391736411210182,0.23084076363437447,0.355615119523002,0.5091260507266195,0.7410426125485476,0.0005572719194420327,0.00010818641638219596,2.203705257646483e-05,1.4609167085632587e-05,0.0,-0.04751877463212356,-1.1723923316690477,-1.080187146011226,0.00047471292003489524,0.00015002481597986027,3.161592849683594e-05,2.749247080688984e-06,0.0,-0.9727427492696387,0.033308917159799036,-0.9797413140207846,0.00042373256036386324,5.712095336481867e-05,6.868565068919645e-05,2.6270253550613648e-06,0.0,1.441280649166486,2.6363400546867766,2.046447463675846,0.0005101000000000004,1.8770696085690395e-08,0.16963901178513516,2.5033180167034062e-05,68.07532539520821,0.0009746999999999999,0.6783352479120742,0.6333333333333333,-745.2164502164504,-474.83116883116884,0.020489718616936898,0.0,0.05203781316241952,1.9148352342394912,0.001950425,0.031113090843561935,0.3300001966759472,2.0,1.6798758041159112,0.0017041418855477165,0.7541195821881191,0.6131028620960138,1.6695296421564048,2.134382783648583,1.3149667635411624
K04162.01,0.0003889,1.0,1.0,0.20163530014118816,1.749675675950438e-05,-0.00114751575862283,0.04287541755178119,0.0025600844052070565,1.7170981665735316,0.15327219026892583,0.27390020208300947,0.4064977459972019,0.5616353178921187,0.7732006839732627,2.2536485571967694e-05,1.6992272546731787e-06,2.4753080426162834e-06,4.725219033708506e-06,0.0,-2.7251130942829906,-2.1338511729911924,-1.3251050770523118,2.0430453121918624e-05,9.604041695581964e-06,2.1427575887414337e-06,5.75352584089687e-06,0.0,-1.7462804833592442,-0.042011359985147934,0.5687371855092378,1.8943527797905778e-05,3.67929886676885e-06,7.171711336515562e-06,6.671592387714348e-06,0.0,-1.7729882963516006,-1.7945974955446693,-0.06219330206395024,7.3499999999999745e-06,-5.458282461080595e-09,1.3872241715971683,7.501807518657002e-07,330.122892100282,0.0001307,0.9999069089103688,0.03333333333333333,-93792.66666666667,-2144.3333333333335,0.006815203631160872,0.0,0.017247177861113308,1.9871859706826775,0.0002615,0.0106177179697936,25.729185791676155,1.0,2771.9716074471235,0.00024765183940386894,0.6610598060984951,0.4284957295332874,1.4949151227015594,1.7450241953128824,1.3765618183175945
K07622.01,0.0013775749999999998,1.0,1.0,0.30066586989926586,0.0005287392918625023,0.0030207892981185575,0.024475531670946248,0.0003259604190919674,2.270021666785961,0.14821176885130374,0.26885130373502475,0.40023784355179703,0.5547921071176886,0.7676620859760396,3.8692153136869784e-05,1.2737190607754766e-05,1.9898450495851443e-05,1.1360546672405724e-05,0.0,0.9040019621079383,-0.13103351013153766,-1.059888577928276,3.835607524756532e-05,9.984971584718344e-06,7.843354596344854e-06,5.222452791592615e-06,0.0,0.30228865549009476,0.9838185017464316,1.2557543662920254,3.8314571076658726e-05,2.1370524459264534e-05,7.038298802765944e-06,1.5482549109248528e-06,0.0,0.9301328561748577,0.4447529441895751,0.344675399292516,0.00014980000000000036,4.351287405467593e-09,0.28015387099913325,1.2941175283654367e-05,54.00586808324043,0.0004544,0.7659521629130644,-0.03333333333333333,-10220.8,-4540.799999999999,0.0014593973026891212,0.0,0.013361267718453956,1.9987321617912357,0.0009086999999999999,0.00430469751238847,0.20900759518943643,1.0,0.6952855814283079,0.0006988994052111293,0.7877554790600306,0.37486709671978363,1.9529824988269306,2.847963643699401,1.5614338840188355
K00994.01,0.000852025,1.0,1.0,0.2906280073262347,1.0064611014568185e-06,0.00021661354234624096,2.3488091429217026,0.004485905873587483,1.7263950963900587,0.14604885057471265,0.2633620689655173,0.39310344827586213,0.5497844827586207,0.767528735632184,7.97441266719125e-05,3.259239051290984e-06,2.3104498896362754e-06,6.825343563145576e-07,0.0,1.168025472280636,0.07531464887003242,1.6514695305916363,7.05827430787621e-05,1.3275878153155741e-05,5.649347592259047e-06,5.666422971029643e-06,0.0,0.22491259403627528,-0.44258707114186413,-1.2045897680418478,6.531962651506313e-05,1.9010343743911925e-05,7.831783814329717e-06,1.325296800638205e-05,0.0,0.030336973276257728,0.29362119830393985,0.5977947904338585,1.2749999999999929e-05,-1.4301923568257278e-08,0.2990956514957376,2.3639850370968226e-06,183.58909489287333,0.0002735,0.9471176233197778,0.03333333333333333,-10027.166666666666,-2320.0,0.010222850826484779,0.0,0.04216149386142464,1.9647094780593124,0.0005472000000000001,0.017223351515174633,0.07664214056046015,3.0,1.7495834613228096,0.00043400187330090126,0.7763910832759027,0.467022961899739,1.615405025660544,2.037056982041983,1.4326213108218249
K00998.01,0.00150425,1.0,5.0,0.003964526247074371,-0.00032860505269946094,-0.00799802432554298,0.21728504864442041,0.0011782501393201178,0.28284275404266324,0.14648856506780003,0.2633475005059705,0.39461647439789516,0.5520340012143291,0.7685893543817041,0.0001941272023010725,0.00018997343959951715,0.00018019402404365062,0.00017498141404966245,0.0,1.525434005166653,-0.03483899385771259,1.4728624106070054,0.00019491881344730984,0.00015380946725672203,9.903750082724663e-05,5.8497938647017736e-05,0.0,-0.28587518880658824,-0.5903125122756788,-0.8451167271465652,0.00019463666032656931,0.000174551184013637,0.00016946720360035337,0.00017225808595089804,0.0,-0.5887105922338431,-1.1360658447910836,-1.694645861836821,0.00018485000000000013,2.1448703142342745e-09,1.8088267680716072,-7.14009648606047e-05,-38.28289334106405,0.0004877000000000001,0.9986148040823475,-0.03333333333333333,-81530.45454545454,-2245.909090909091,5.055978360725721,0.0,0.033282542965808626,2.0008544413295053,0.0009748000000000001,0.005183562544675497,-26.54338434902111,1.0,781.520852956057,0.002733435522207592,0.24034898157262205,0.19868846283101296,1.8110244270079334,2.434034576473399,1.4462082067161677
