KOI Name,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK,StetsonK_AC,StructureFunction_index_21,StructureFunction_index_31,StructureFunction_index_32
K00992.01,0.0010972,1.0,1.0,0.2745274527452745,1.0132053036289296e-05,0.00018724672694076368,1.521593019071058,0.00034142404866844623,2.242817735007414,0.14718590737868378,0.2642920452027476,0.3961333924218922,0.5509638821183247,0.7662862840682472,6.164669227911771e-05,1.504271077061202e-05,2.4464377568067414e-06,2.5363704582534883e-06,0.0,-1.7223454894368924,-1.7794328141884368,-2.3429695580735617,5.4646301481133215e-05,5.695365615676268e-06,1.3148520550849635e-05,6.350364923736617e-06,0.0,-0.27898726304052346,-1.786200425792818,-2.821669575450845,4.5445895139521286e-05,4.820258957105796e-06,9.06362899392596e-06,4.9398954775190935e-06,0.0,0.511165683232254,-0.20370933603804897,-1.1665383344453495,0.00013639999999999995,-3.54951250565941e-09,1.9205412415311136,1.541686116887551e-05,37.9153553326448,0.0003572,0.9999379248269654,0.03333333333333333,388685.9999999999,18052.000000000004,15.379228735511065,0.0,0.025537534889173624,1.9892290989981638,0.0007151,0.005895031154348824,5.469331360588699,2.0,328.51915784848063,0.0005845357693319686,0.7417205641160188,0.4732429047811507,1.7434104112405069,2.3381099537768115,1.6125945384968585
K00992.02,0.0010936,1.0,1.0,0.2727257412398922,9.000158725710318e-06,0.00016816265776621614,1.7513527606086368,0.0003369385760975774,2.6645098785858496,0.1468869971624103,0.2641183998219552,0.39525955600066764,0.5506593223168085,0.7662605018639069,6.50489770085373e-05,1.4989328951853018e-05,6.795228720607163e-06,2.3208630687204256e-06,0.0,-1.7502962595488603,-1.190066578545942,-2.147441666465788,5.2495914061296744e-05,4.4838265278534504e-06,1.1750701463013442e-05,7.4874681999219685e-06,0.0,-0.4538984457086742,-1.8544105856168276,-2.666786081439944,4.633832533031993e-05,7.035217312008539e-06,1.1198239900096924e-06,1.2516150886193927e-05,0.0,0.46914336648211374,0.6991474414231744,-0.2708805300286381,0.00013814999999999986,-8.17321216409991e-09,1.920546135215814,1.5762452830188676e-05,37.0905064873104,0.00035495000000000004,0.9999326145552561,0.03333333333333333,28785.518518518522,1331.3333333333333,15.379228735511065,0.0,0.024243092230788767,1.9855430691848974,0.0007103249999999999,0.009257126499638427,5.916063802017689,2.0,356.0453192469341,0.0005846373589540372,0.7377986808111402,0.4783031278278327,1.748728006136034,2.426212405127445,1.5293206654595064
K00982.01,0.00208025,1.0,48.0,0.23342282087490884,1.4409778879617513e-06,-0.0008960042538030425,1.407653848471711,0.015999627554741692,1.1084042375288892,0.13913681379141707,0.2498777356645067,0.3739149040224967,0.5248807922728941,0.7405856461670132,0.00029308654399733076,0.00011373297200285055,1.4149275607504854e-05,2.066298851070882e-05,0.0,-1.8005198667462556,-1.6621613094269103,0.9614639326763488,0.00023607957792154722,7.985812441580267e-05,7.564062209942734e-05,3.67175322275789e-05,0.0,0.33189527151506604,2.483053859351088,2.4112324116479176,0.0002262770592231934,3.803725181776508e-05,1.6474314912296027e-05,5.3152267632589507e-05,0.0,-0.5910304640192631,-0.14688236526160292,-1.631069725905941,-0.00020495000000000002,-2.975069356568463e-08,3.7733154535880358,2.028398069551997e-06,548.4021944639103,0.0006111000000000001,0.9999224096460329,-0.16666666666666666,-76431.1,-3271.5999999999995,0.010210506692672936,0.0,0.07083680009468335,1.9326988968995502,0.0012234,0.01848073098277508,7.177425433331164,3.0,467.65893094772946,0.0011123779525886745,0.7192042027240999,0.5293853273474187,2.0896860895435676,3.2518086745526373,1.5755867092261084
K03924.01,0.388314,1.0,3.0,0.05540481693632131,0.03743520043583436,0.9461269771343035,0.1407012993275373,0.026565274195169342,0.3335066274746435,0.004889636052068191,0.010702957744516631,0.02675391138376375,0.10946487533262435,0.3301268268217133,0.07749245402999792,0.057632687843683986,0.020796817369595863,0.0006473949909482725,0.0,0.44421351317725977,0.6632029560581172,-1.5201947848571071,0.0782717377100404,0.03588896453710044,0.01855529193550998,0.00016047063646240455,0.0,0.4640311301230158,0.15481582761494628,-1.4858174816725915,0.07667299707845,0.015281413422100818,0.005242837592369613,0.000701194110124234,0.0,-1.7264129111018667,-1.1970588461125096,-2.005828275781803,0.48936195,0.0001373077956999122,54.343902785815175,0.0052671813419086855,47.729544198334665,0.0018647999999999998,0.9522661039091549,0.3,-4767.583615436697,-485.9693071541413,0.021539197939066126,0.0,0.054104432416057786,1.8263521606160589,0.0057623,0.05977969481422889,-0.1774107955618794,1.0,29.986952240850066,0.2514001646592743,0.2867225849248301,0.7569737305323999,2.267381117688271,3.5723737940026488,1.582887369868211
K07623.01,0.00154195,0.9801318308214491,8.0,0.31805019305019305,2.8613011408790052e-05,-0.001533706631651028,0.526814049153375,0.02540587977182975,0.594512197862063,0.15133485299231156,0.27863848858324,0.4147896302592435,0.5736197504153304,0.7852258238998572,0.00015264867964419446,1.9686592420347337e-05,3.097764261346631e-05,4.733044080986637e-05,0.0,0.41471241275442505,0.3023059545221387,2.76836748875069,0.00014316859302700063,2.4284342919487545e-05,1.8767656241757314e-05,1.0149746061634484e-05,0.0,2.5941630352021905,-0.20060826976564194,2.2583619353061524,0.0001297964177259024,5.6428628003132274e-05,3.673182242701924e-05,4.72105693690412e-06,0.0,1.550446540171981,0.15476518814019768,-1.3795379134151835,4.059999999999988e-05,-8.549909128529097e-09,0.21106080998381796,1.5073736398736404e-05,52.538725109990594,0.0005363,0.6042909792909793,0.1,243.20394736842107,170.2828947368421,0.0015715128966824212,0.0,0.03550770794745835,1.9642477779023426,0.00107355,0.02032650329865609,0.043746610285068384,1.0,0.05396439407492881,0.0007919548930336715,0.7962568714460194,0.533521981794901,1.732057767188513,2.410202266250279,1.463571480906509
K00362.01,0.0009335750000000001,1.0,9.0,0.026247982118465168,-0.000535864322433776,-0.004488720399533788,0.6798446401572333,0.0198534662071963,0.07000197962285953,0.12819281736124447,0.23151526790858457,0.34415210293835224,0.48674860764355676,0.7004033032456309,0.0007665659978549186,0.0007441149191019113,0.0006951090162451554,0.0006330328261939902,0.0,-0.8336415908463011,-1.647302619023566,0.670232120036698,0.0007471263984987195,1.30956119909859e-05,0.0006976237459123569,3.3433541328960305e-05,0.0,-0.05983619413699914,-0.4978930521782414,-0.7657294303712466,0.0007422597176329662,0.0006763281645812407,0.0005986113244892264,0.0004711661926778126,0.0,0.12086922681070922,0.28663988707934984,0.4504909008919704,-0.0165556,1.8223120500590724e-08,0.605871298322473,-0.00036430448745809014,-7.25906216041769,0.0001792,0.975273190115485,0.03333333333333333,-4651.977777777778,-231.42222222222222,3.505858316838818,0.0,0.13809077875177203,1.1195051519733312,0.00035840000000000004,0.011812157305215964,-6.4226523143109295,1.0,42.70254850948779,0.002644508919777383,0.296741733200502,0.5407415036018256,3.2094754530075273,5.47844547259485,1.7144534107578586
K04924.01,0.00069535,0.9999999998660372,1.0,0.3007422871723498,2.3594389486617097e-05,-0.00010949449906925812,1.0969227438102171,0.0001160092807424594,2.279922896507072,0.15073781743308165,0.26544269045984903,0.39687714481811937,0.5516472203157172,0.7668153740562799,6.125564316088171e-05,1.6068449578920847e-05,4.977740709011713e-06,1.3891390700689298e-05,0.0,-1.307164990475094,-1.249723915209648,1.4626640924008234,4.327251627657334e-05,1.1081400994702136e-05,9.12993199719052e-06,9.172890980258014e-06,0.0,-0.6375197123233095,0.1999122690002969,0.5156041951481048,2.9132878899981034e-05,6.843283098232724e-06,6.032919355075829e-06,3.3012893303989962e-06,0.0,0.9568389906795083,1.4694289887845315,0.24055409668980454,6.059999999999993e-05,1.5400377542208947e-08,0.12360518382220799,2.5881222454186966e-05,13.719228628617971,0.0002306,0.7000695894224078,0.16666666666666666,115.8826530612245,59.46938775510204,0.0020436453613295927,0.0,0.041345256814698965,1.975990735850741,0.000462575,0.019825086519549177,0.21073167540895257,1.0,0.7615249819264109,0.0003550704080371121,0.785944184403942,0.6712111359041483,1.8612384330575629,2.6922028033330645,1.5532486821780853
K03658.01,0.010762049999999999,1.0,2.0,0.06603082781093253,0.08682743227562746,-0.02168065252263318,-0.011124157399314383,0.009098564733450498,0.6990740877826613,0.057929964290388304,0.10610989586254603,0.15916016976087644,0.22913979097724677,0.35068334361620573,0.0021724152810099723,0.0020182781757641915,0.001840525022370491,0.0015500564264018717,0.0,-1.550264019588435,0.12199811453226607,-1.3959570640250756,0.0019402287525218122,0.001261110424442832,0.0005770034418635512,0.00015966108592400198,0.0,0.654234028132846,1.2684953750023924,1.9100161124629111,0.0018327034797839272,0.0009891905737048875,0.00031543868775841963,1.1819330349628925e-05,0.0,-0.5354216841734334,-1.1151043762067236,-1.986023414483911,-0.0195683,-1.5931519783362992e-07,1.761115216538293,-0.0009658820232123897,-5.025381252520089,0.0008514000000000001,0.9449529528063559,0.03333333333333333,-949.2493638676848,-272.1984732824428,1.1261067356123287,0.0,0.12327023847835729,1.2915440714028033,0.0017024750000000002,0.008503069131399737,-4.170932701120117,1.0,20.17304067463889,0.004853925411597716,0.4651970138694268,0.6256613185166717,1.9346371095041346,2.6743944532483646,1.4654548304159702
K04359.01,0.0004083,1.0,24.0,0.2982510591412033,1.434448458705406e-06,0.00031276196320362005,0.8010273295514779,0.02787218523519096,0.21798023934477895,0.14178881244391267,0.25830092731079873,0.3878253066108286,0.5469638049655998,0.7617409512414002,4.5444443429794905e-05,1.2430272056219107e-05,4.6239062395656335e-06,9.003704867254884e-06,0.0,0.023189893242219428,-1.622749117579198,0.40760168074109404,3.9552887839939944e-05,7.4727390888177645e-06,3.1632567372454417e-06,3.078334877280686e-06,0.0,-1.186538777484602,0.23192044736580886,1.0772832916401092,3.6661211498509394e-05,9.385788914373357e-06,3.356879332654762e-06,3.4494346371360023e-06,0.0,2.7724337755658883,1.9126034320190133,2.3138557496283956,2.8999999999999943e-05,5.39855813433793e-09,0.06766464721660308,1.1490324182560248e-06,177.96693487107615,0.0001296,0.7692546439268145,-0.03333333333333333,-1172.0833333333333,-557.1666666666666,4.576634694575102,0.0,0.04546388808618901,1.9883511892980739,0.00025929999999999996,0.012953511194882037,0.07937518897176779,1.0,0.5350379273752051,0.0002044897775445251,0.7789220682743745,0.47409211170932847,1.9382385066808447,2.7975536689749907,1.607945315737808
K03145.01,0.0018253000000000002,1.0,1.0,0.25235222008183017,8.44349543924992e-06,-0.0009563544943805965,0.6309274700724239,0.0010826129181194376,1.7892422784143505,0.14629319020462933,0.26286481046628646,0.39372693726937275,0.5487084870848707,0.7618248909761824,0.0001444206433898887,2.2098895539810847e-05,2.063302191540226e-05,8.07601909711108e-06,0.0,-0.10248526365232347,-1.2723287059833992,-1.2766469512292469,0.00012472788723188896,2.3010541538694555e-06,1.636444573453147e-05,3.567644973002641e-05,0.0,-1.0081693310190685,-1.3436120252241028,0.7490527880315979,0.00011190904651626011,3.2678577210149856e-05,3.208700549407777e-05,1.76954250156979e-05,0.0,-2.4173366453091614,-2.3745321234185837,0.20016704699949361,0.00019880000000000014,-5.877867324509629e-08,1.2142703337561,5.3272332160540015e-06,189.74816037642069,0.0005869000000000001,0.9987900593826119,-0.03333333333333333,-8698.07142857143,-1064.6428571428573,14.667033727554177,0.0,0.03322652997013001,1.9511850520878617,0.0011738,0.016513504897870727,-2.1887930196402694,1.0,54.0356238800926,0.00101083270264241,0.731432560514312,0.43289078675551,2.0558724962754606,3.124879162278304,1.6018595555932038
K03145.02,0.0018163250000000001,1.0,1.0,0.2909306956130773,9.603428595339445e-06,-0.0003763738111643813,1.566053598569298,0.0006102065067283296,2.150967687807121,0.14631274391064458,0.2629861391468174,0.3939913874310322,0.5490512716996366,0.7617413537881846,0.00012150061141018493,4.1693828211297675e-05,9.590206000338376e-06,1.091177508184807e-05,0.0,-0.2780481111670574,-2.712942949297989,-0.9938229994381518,0.00010527155985185272,1.681766226644816e-05,9.530143857892543e-06,1.678619620376365e-05,0.0,0.5368902149495018,1.2763009546896062,-0.9523735296585223,9.495377838612896e-05,4.596371240004417e-05,2.576418902232679e-05,1.902816208610702e-05,0.0,-1.0219064983380628,-1.087912783130439,-0.006687625840989808,0.00021164999999999983,-2.168397335707005e-08,1.2142703337561003,1.5039483910334637e-05,61.645482443960724,0.00058535,0.9977358854133214,-0.03333333333333333,-13916.257142857141,-1698.5142857142855,14.667033727554177,0.0,0.027682479892056945,1.9578175557821709,0.0011711,0.010909651021961782,0.6069346970413007,2.0,9.605182921479505,0.0009271162413607637,0.777698809734201,0.4841659489159815,2.0558613630683658,3.124856604599664,1.6018583131139688
K00993.01,0.0005609,1.0,1.0,0.29779902523825785,3.762195466812666e-06,-0.00010273965206728472,1.1598542887159558,0.0004346206382714516,2.2417143945049074,0.15088022464629008,0.26903553299492383,0.39971919213737983,0.5552435468193109,0.768873528458797,2.367650689345153e-05,9.124344719667333e-06,4.165713439222632e-06,1.8756163363523666e-06,0.0,-1.7794669704256354,-1.3264368773573025,-1.2712908874365207,2.2668322125891567e-05,7.909967475382373e-06,2.2697378842998038e-06,1.6193918310900068e-06,0.0,1.3278098628699797,1.3088726336767578,1.383427907160092,2.0363681815178102e-05,5.770473008280497e-06,6.901969223435503e-06,2.3274224043481385e-06,0.0,-0.6225061883269689,-0.4871666245839616,-0.9783711127416173,6.130000000000004e-05,-9.16206731864564e-10,0.16906805790893584,4.3635985471703976e-06,65.85516089602781,0.00018500000000000002,0.8596529351504051,0.03333333333333333,13520.500000000002,4629.5,0.0022700441959759175,0.0,0.015756217256807842,2.0076594366906435,0.000370075,0.01154436395154048,0.24621280765090336,2.0,1.159892763921091,0.0002873654844095797,0.784134028856323,0.4522571710492041,1.9760669358098266,2.933641257989359,1.588302018390178
