# OBJECT
# objectid = HAT-340-0003243
# hatid = HAT-340-0003243; twomassid = 20124688+1806175; ucac4id = 125797306
# network = HN; stations = HN05,HN06,HN07,HN08,HN09; ndet = 8273
# ra = 303.195342; decl = 18.104868
# pmra = 16.6; pmra_err = 0.5
# pmdecl = -11.4; pmdecl_err = 0.6
# jmag = 9.46; hmag = 9.322; kmag = 9.247; bmag = 10.683; vmag = 10.528
# sdssg = 10.525; sdssr = 10.285; sdssi = None
#
# METADATA
# datarelease = 0; lcversion = 0
# lastupdated = 1519844685.332; lcserver = be56624
# comment = initial HN lightcurve creation
# lcbestaperture = {"ap": ["002"], "ism": ["002"]}
# lcsortcol = rjd
# lcfiltersql = 
# lcnormcols = 
#
# CAMFILTERS
# 4 - I - Bessel I (Omega Optical)
# 9 - I - Bessel I (Omega Optical)
# 20 - R - Bessel R (Omega Optical)
# 21 - R - Bessel R (Omega Optical)
# 26 - r - SDSS r SN401 AST0166
# 28 - r - SDSS r SN402 AST0166
#
# PHOTAPERTURES
# 000 - 1.45 px
# 001 - 1.95 px
# 002 - 2.35 px
#
# COLUMNS
# 000 - rjd - time of observation in Reduced Julian date (JD is RJD + 2400000.0)
# 001 - bjd - time of observation in Baryocentric Julian date (this is BJD_TDB: JD_UTC + JD_to_TDB_corr + romer_delay)
# 002 - net - network of telescopes observing this target
# 003 - stf - station ID of the telescope observing this target
# 004 - cfn - camera frame serial number
# 005 - cfs - camera subframe id
# 006 - ccd - camera CCD position number
# 007 - prj - project ID of this observation
# 008 - fld - observed field name
# 009 - frt - image frame type (flat, object, etc.)
# 010 - flt - filter ID from the filters table
# 011 - exp - exposure time for this observation in seconds
# 012 - tfs - telescope focus setting
# 013 - ttt - telescope tube temperature [deg]
# 014 - tms - telescope mount state (tracking, drizzling, etc.)
# 015 - mph - moon phase at this observation
# 016 - iha - hour angle of object at this observation
# 017 - izd - zenith distance of object at this observation
# 018 - xcc - x coordinate on CCD chip
# 019 - ycc - y coordinate on CCD chip
# 020 - bgv - sky background measurement around object in ADU
# 021 - bge - error in sky background measurement in ADU
# 022 - fsv - source extraction S parameter (the PSF spatial RMS)
# 023 - fdv - source extraction D parameter (the PSF spatial ellipticity in xy)
# 024 - fkv - source extraction K parameter (the PSF spatial diagonal ellipticity)
# 025 - aim_000 - aperture photometry raw instrumental magnitude in aperture 000
# 026 - aie_000 - aperture photometry raw instrumental mag error in aperture 000
# 027 - aiq_000 - aperture photometry raw instrumental mag quality flag for aperture 000
# 028 - aim_001 - aperture photometry raw instrumental magnitude in aperture 001
# 029 - aie_001 - aperture photometry raw instrumental mag error in aperture 001
# 030 - aiq_001 - aperture photometry raw instrumental mag quality flag for aperture 001
# 031 - aim_002 - aperture photometry raw instrumental magnitude in aperture 002
# 032 - aie_002 - aperture photometry raw instrumental mag error in aperture 002
# 033 - aiq_002 - aperture photometry raw instrumental mag quality flag for aperture 002
# 034 - arm_000 - aperture photometry fit magnitude in aperture 000
# 035 - arm_001 - aperture photometry fit magnitude in aperture 001
# 036 - arm_002 - aperture photometry fit magnitude in aperture 002
# 037 - aep_000 - aperture photometry EPD magnitude in aperture 000
# 038 - aep_001 - aperture photometry EPD magnitude in aperture 001
# 039 - aep_002 - aperture photometry EPD magnitude in aperture 002
# 040 - atf_000 - aperture photometry TFA magnitude in aperture 000
# 041 - atf_001 - aperture photometry TFA magnitude in aperture 001
# 042 - atf_002 - aperture photometry TFA magnitude in aperture 002
#
# LIGHTCURVE
53638.5971645,2453638.6008006,HN,5,98658,nan,1,nan,G20002230_292,object,4,90.000,90,nan,D20,0.51,nan,nan,1761.644,31.482,248.220,7.570,0.74370,-0.05930,-0.00850,9.75596,0.00825,G,9.57018,0.00821,G,9.41294,0.00863,G,9.69460,9.51587,9.37023,9.76124,9.74999,9.76260,nan,nan,nan
53663.6096145,2453663.6114679,HN,5,102453,nan,1,nan,G20002230_292,object,4,90.000,100,nan,D20,0.92,nan,nan,1938.119,48.004,191.570,5.530,0.97040,-0.20840,0.00600,9.63783,0.00617,G,9.51367,0.00631,G,9.38436,0.00665,G,9.71044,9.55789,9.39216,9.77708,9.79201,9.78453,nan,nan,nan
53670.5725894,2453670.5738951,HN,5,104415,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.31,nan,nan,1715.391,39.985,190.940,3.840,0.98510,-0.08940,-0.00520,9.64243,0.00696,G,9.50672,0.00700,G,9.38682,0.00732,G,9.71437,9.54813,9.39249,9.78101,9.78225,9.78486,nan,nan,nan
53676.5892095,2453676.5900349,HN,5,106357,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,nan,nan,nan,1695.000,20.729,153.470,7.500,1.10000,-0.10860,-0.00920,9.89207,0.01319,G,9.76160,0.01389,G,9.63104,0.01513,G,9.69030,9.51838,9.35675,9.75694,9.75250,9.74912,nan,nan,nan
53676.8614566,2453676.8622603,HN,9,85587,nan,1,nan,G20002230_292,object,9,60.000,100,nan,D20,nan,nan,nan,1917.115,178.472,nan,nan,0.96180,-0.04240,0.03760,nan,nan,X,9.23642,nan,X,8.73027,nan,X,nan,2.87916,2.81156,nan,nan,nan,nan,nan,nan
53677.5663725,2453677.5671197,HN,5,106642,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.01,nan,nan,1721.351,199.899,158.120,3.340,1.01550,-0.04350,-0.02820,9.67116,0.00667,G,9.54438,0.00669,G,9.42658,0.00693,G,9.73004,9.57403,9.42403,9.79668,9.80815,9.81640,nan,nan,nan
53678.5705612,2453678.5712280,HN,5,106929,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.05,nan,nan,1728.687,142.812,204.620,1.590,0.99030,-0.12420,-0.00850,10.22641,0.00742,G,10.07801,0.00714,G,9.95427,0.00709,G,9.72388,9.55186,9.38991,9.79052,9.78598,9.78228,nan,nan,nan
53679.5631483,2453679.5637357,HN,5,107253,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.10,nan,nan,1714.314,118.445,166.230,5.360,1.09090,-0.12470,-0.01390,9.59126,0.00810,G,9.45285,0.00829,G,9.33335,0.00888,G,9.70163,9.52275,9.36463,9.76827,9.75687,9.75700,nan,nan,nan
53680.5604321,2453680.5609397,HN,5,107579,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.18,nan,nan,1728.637,181.295,205.900,2.870,1.09790,-0.16450,-0.01130,9.60532,0.00604,G,9.46663,0.00594,G,9.34644,0.00605,G,9.70888,9.53492,9.37549,9.77552,9.76904,9.76786,nan,nan,nan
53681.5676448,2453681.5680720,HN,5,107901,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.27,nan,nan,1728.819,220.792,180.720,2.490,1.06410,-0.08410,-0.01570,9.87998,0.00683,G,9.74059,0.00671,G,9.60559,0.00676,G,9.70499,9.53069,9.36089,9.77163,9.76481,9.75326,nan,nan,nan
53682.5692247,2453682.5695720,HN,5,108218,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.38,nan,nan,1715.045,217.634,216.120,3.380,0.94620,-0.09840,0.02480,9.81914,0.00742,G,9.67419,0.00739,G,9.53824,0.00761,G,9.71052,9.54197,9.38127,9.77716,9.77609,9.77364,nan,nan,nan
53683.5608698,2453683.5611381,HN,5,108541,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.50,nan,nan,1718.837,58.165,243.180,3.900,0.94440,-0.05550,0.00470,9.77503,0.00769,G,9.63056,0.00772,G,9.49295,0.00801,G,9.68489,9.52077,9.36268,9.75153,9.75489,9.75505,nan,nan,nan
53684.5597663,2453684.5599551,HN,5,108881,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.61,nan,nan,1719.311,69.869,756.840,8.810,0.98070,-0.11850,0.01590,10.39655,0.02325,G,10.26131,0.02466,G,10.13218,0.02718,G,9.69697,9.53426,9.37590,9.76361,9.76838,9.76827,nan,nan,nan
53686.5645315,2453686.5645615,HN,5,109415,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.82,nan,nan,1723.133,23.173,191.810,2.690,1.08800,-0.16090,-0.00890,9.65596,0.00612,G,9.54525,0.00611,G,9.43592,0.00627,G,9.73728,9.58611,9.43848,9.80392,9.82023,9.83085,nan,nan,nan
53689.5581936,2453689.5579882,HN,5,110187,nan,1,nan,G20002230_292,object,4,60.000,100,nan,D20,0.99,nan,nan,1710.618,27.355,314.910,5.120,0.84050,-0.13340,0.00810,9.68703,0.00842,G,9.51600,0.00839,G,9.36765,0.00878,G,9.69430,9.52063,9.35789,9.76094,9.75475,9.75026,nan,nan,nan
54344.9717477,2454344.9766030,HN,9,188100,nan,1,nan,G20301500_341,object,20,300.000,282,nan,D20,0.78,nan,nan,3269.747,3561.341,2149.060,39.990,0.98420,0.20210,0.08970,9.99767,0.00246,G,9.71464,0.00220,G,9.57937,0.00211,G,10.01570,9.70077,9.54472,10.00580,10.00540,10.00590,9.99846,10.00056,10.00085
54344.9759028,2454344.9807580,HN,9,188101,nan,1,nan,G20301500_341,object,20,300.000,282,nan,D20,0.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.99013,0.00270,G,9.97629,0.00238,G,9.97181,0.00225,G,9.99013,9.97629,9.97181,10.00630,10.00020,9.99808,10.00282,9.99949,9.99843
54344.9800116,2454344.9848666,HN,9,188102,nan,1,nan,G20301500_341,object,20,300.000,282,nan,D20,0.78,nan,nan,3250.478,3586.074,2239.240,51.620,1.01710,0.19470,0.07210,10.00804,0.00256,G,9.70399,0.00229,G,9.57591,0.00222,G,10.03660,9.69522,9.54279,10.00890,10.00300,10.00460,9.99564,9.99943,9.99860
54344.9841319,2454344.9889868,HN,9,188103,nan,1,nan,G20301500_341,object,20,300.000,282,nan,D20,0.78,nan,nan,3250.690,3586.508,2272.320,52.790,1.07840,0.25810,0.08830,9.95698,0.00250,G,9.69649,0.00229,G,9.57398,0.00223,G,10.00710,9.69501,9.54319,9.99923,9.99927,10.00190,10.00489,10.00477,10.00687
54344.9881829,2454344.9930376,HN,9,188104,nan,1,nan,G20301500_341,object,20,300.000,282,nan,D20,0.78,nan,nan,3250.129,3585.271,2360.240,51.690,1.08570,0.27110,0.02850,9.98301,0.00252,G,9.71082,0.00230,G,9.58217,0.00223,G,10.03410,9.70987,9.55148,10.02180,10.01180,10.00900,9.99723,9.99822,9.99790
54344.9923032,2454344.9971577,HN,9,188105,nan,1,nan,G20301500_341,object,20,300.000,282,nan,D20,0.78,3.647,52.212,3249.903,3586.612,2425.720,44.690,1.02460,0.31320,0.09470,9.98846,0.00248,G,9.71290,0.00224,G,9.57938,0.00215,G,9.99857,9.68580,9.53055,10.00470,9.99770,9.99522,9.99530,9.99395,9.99164
54344.9962500,2454345.0011044,HN,9,188106,nan,1,nan,G20301500_341,object,20,300.000,282,nan,D20,0.78,nan,nan,3250.502,3585.609,2508.170,44.010,1.16810,0.28000,0.01640,9.93337,0.00241,G,9.68835,0.00220,G,9.57408,0.00214,G,10.01210,9.69590,9.54277,9.98602,9.99378,9.99608,9.99409,9.99716,9.99945
54345.0003704,2454345.0052246,HN,9,188107,nan,1,nan,G20301500_341,object,20,300.000,282,nan,D20,0.78,nan,nan,3249.894,3586.422,2545.550,51.890,1.14530,0.29100,0.01540,9.95575,0.00249,G,9.70575,0.00229,G,9.58583,0.00223,G,10.01930,9.70199,9.54508,10.02220,10.00280,10.00130,10.00987,10.00151,10.00121
54345.0044792,2454345.0093333,HN,9,188108,nan,1,nan,G20301500_341,object,20,300.000,282,nan,D20,0.78,nan,nan,3250.424,3584.875,2628.840,50.420,0.92010,0.27020,0.13620,10.09300,0.00267,G,9.75781,0.00234,G,9.61618,0.00226,G,10.01920,9.67665,9.52997,10.00920,10.00830,10.00770,10.00278,10.00410,10.00468
54345.0085648,2454345.0134187,HN,9,188109,nan,1,nan,G20301500_341,object,20,300.000,282,nan,D20,0.78,nan,nan,3249.733,3586.289,2713.260,55.500,1.06570,0.30850,0.03630,10.00524,0.00258,G,9.72737,0.00235,G,9.59827,0.00229,G,10.02270,9.69591,9.53735,10.01380,10.00450,10.00190,10.00518,9.99979,9.99871
