Row ID,K2 Name,K2 ID,Alt Name,RA (J2000),RA Error,Dec (J2000),Dec Error,Disc Method,Number of Planets,Planet Radius,Planet Radius err1,Planet Radius err2,Planet Radius Limit Flag,# Planet Radius Measurements,Semi-Major Axis,Semi-Major Axis err1,Semi-Major Axis err2,Semi-Major Axis Flag,# Semi-Major Axis Measurements,Orbital Eccentricity,Orbital Eccentricity err1,Orbital Eccentricity err2,Orbital Eccentricity Limit Flag,# Orbital Eccentricity Measurements,Orbital Inclination,Orbital Inclination err1,Orbital Inclination err2,Orbital Inclination Limit Flag,# Orbital Inclination Measurements,Planet Mass,Planet mass err1,Planet mass err2,Planet mass Limit Flag,# Planet mass Measurements,Planet mass Provenence,Planet Density,Planet Density err1,Planet Density err2,Planet Density Limit Flag,# Planet Density Measurements,Period,Period err1,Period err2,Period Limit Flag,# Period Measurements,Kepler Flag,K2 Flag,Stellar Mass,Stellar Mass err1,Stellar Mass err2,Stellar Mass Limit Flag,# Stellar Mass Measurements,Stellar Radius,Stellar Radius err1,Stellar Radius err2,Stellar Radius Limit Flag,# Stellar radius Measurements,Stellar Distance,Stellar Distance err1,Stellar Distance err2,Stellar  Distance limit Flag,# Stellar Distance Measurements,Stellar Optical mag,Stellar Optical mag err,Stellar Optical mag Limit Flag,Optical Mag Band Name,Stellar Teff,Stellar Teff err1,Stellar Teff err2,Stellar Teff Limit Flag,# Stellar Teff Measurements,# of Planet Notes,Last Update,Gaia gmag,Gaia gmag Err,Gaia gmag Limit Flag,Kepmag,K2 Campaign,Discovery Facility
211,K2-23 b,206103150,WASP-47 b,22 04 48.731,0.0,-12 01 07.99,0.0,Transit,4,1.127,0.013,-0.013,0,6,,,,0,4,,,,0,3,88.980,0.200,-0.200,0,4,1.142,0.023,-0.023,0,6,Mass,0.993,0.021,-0.021,0,5,4.159,4.200e-6,-4.200e-6,0,7,0,1,1.040,0.030,-0.030,0.000,7,1.140,0.010,-0.010,0,7,200.000,30.000,-30.000,0,1,11.900,,0,V (Johnson),5552,75,-75,0,7,1,2018-06-21,,,,11.762,3,SuperWASP
212,K2-23 c,206103150,WASP-47 c,22 04 48.731,0.0,-12 01 07.99,0.0,Radial Velocity,4,,,,0,0,1.393,0.014,-0.014,0,3,0.296,0.017,-0.017,0,3,,,,0,1,1.253,0.029,-0.029,0,4,Msini,,,,0,0,588.500,2.400,-2.400,0,3,0,1,1.040,0.030,-0.030,0.000,7,1.140,0.010,-0.010,0,7,200.000,30.000,-30.000,0,1,11.900,,0,V (Johnson),5552,75,-75,0,7,1,2018-06-21,,,,11.762,3,La Silla Observatory
213,K2-23 d,206103150,WASP-47 d,22 04 48.731,0.0,-12 01 07.99,0.0,Transit,4,0.319,0.004,-0.004,0,5,,,,0,2,0.014,,,1,2,89.320,0.230,-0.230,0,3,0.041,0.005,-0.005,0,4,Mass,1.580,0.180,-0.180,0,3,9.031,1.700e-4,-1.700e-4,0,5,0,1,1.040,0.030,-0.030,0.000,7,1.140,0.010,-0.010,0,7,200.000,30.000,-30.000,0,1,11.900,,0,V (Johnson),5552,75,-75,0,7,1,2018-06-21,,,,11.762,3,K2
214,K2-23 e,206103150,WASP-47 e,22 04 48.731,0.0,-12 01 07.99,0.0,Transit,4,0.161,0.002,-0.002,0,5,,,,0,2,,,,0,1,85.980,0.750,-0.750,0,3,0.021,0.002,-0.002,0,4,Mass,6.350,0.640,-0.640,0,3,0.790,1.200e-5,-1.200e-5,0,5,0,1,1.040,0.030,-0.030,0.000,7,1.140,0.010,-0.010,0,7,200.000,30.000,-30.000,0,1,11.900,,0,V (Johnson),5552,75,-75,0,7,1,2018-06-21,,,,11.762,3,K2
215,K2-24 b,203771098,K2-24 b,16 10 17.692,0.0,-24 59 25.20,0.0,Transit,2,0.520,0.054,-0.054,0,5,0.154,0.003,-0.003,0,3,,,,,2,88.950,0.620,-0.620,0,3,,,,,2,,,,,,2,20.885,3.600e-4,-3.600e-4,0,5,0,1,1.120,0.060,-0.060,0.000,5,1.210,0.120,-0.120,0,5,,,,,0,11.070,0.110,0,V (Johnson),5743,60,-60,0,5,0,2016-07-07,10.860,,0,11.648,2,K2
216,K2-24 c,203771098,K2-24 c,16 10 17.692,0.0,-24 59 25.20,0.0,Transit,2,0.723,0.073,-0.073,0,5,0.247,0.004,-0.004,0,3,,,,,2,89.430,0.260,-0.170,0,3,,,,,2,,,,,,2,42.363,6.300e-4,-6.300e-4,0,5,0,1,1.120,0.060,-0.060,0.000,5,1.210,0.120,-0.120,0,5,,,,,0,11.070,0.110,0,V (Johnson),5743,60,-60,0,5,0,2016-07-07,10.860,,0,11.648,2,K2
217,K2-27 b,201546283,K2-27 b,11 26 03.640,0.0,+01 13 50.66,0.0,Transit,1,0.400,0.021,-0.021,0,4,0.067,7.100e-4,-7.100e-4,0,2,0.251,0.088,-0.088,0,2,,,,,1,0.097,0.014,-0.014,0,2,Mass,1.870,0.410,-0.410,0,2,6.771,8.500e-5,-8.500e-5,0,4,0,1,0.870,0.030,-0.020,0.000,4,0.890,0.040,-0.040,0,4,,,,,0,12.640,0.020,0,V (Johnson),5248,60,-60,0,4,0,2017-02-09,,,,12.428,1,K2
218,K2-28 b,206318379,K2-28 b,22 22 29.854,0.0,-07 57 19.32,0.0,Transit,1,0.207,0.021,-0.021,0,2,0.021,0.001,-0.001,0,2,0.000,,,0,2,88.900,0.800,-1.200,0,2,,,,,0,,,,,,0,2.260,4.100e-5,-4.100e-5,0,2,0,1,0.260,0.050,-0.050,0.000,2,0.290,0.030,-0.030,0,2,,,,,0,16.061,0.067,0,V (Johnson),3214,60,-60,0,2,0,2016-02-25,,,,14.854,3,K2
219,K2-19 d,201505350,K2-19 d,11 39 50.475,0.0,+00 36 12.87,0.0,Transit,3,0.102,0.012,-0.012,0,4,0.034,6.000e-4,-6.000e-4,0,2,,,,,1,85.830,2.970,-4.740,0,2,,,,,1,,,,,,1,2.509,4.100e-4,-4.100e-4,0,4,0,1,0.930,0.050,-0.050,0.000,8,0.860,0.040,-0.040,0,8,,,,,0,13.000,0.010,0,V (Johnson),5430,60,-60,0,8,0,2016-07-07,,,,12.806,1,K2
220,K2-31 b,204129699,K2-31 b,16 21 45.780,0.0,-23 32 52.31,0.0,Transit,1,1.060,0.350,-0.350,0,2,0.022,0.002,-0.002,0,2,0.000,,,0,2,79.900,0.800,-0.800,0,1,1.774,0.079,-0.079,0,2,Mass,,,,,0,1.258,2.000e-6,-2.000e-6,0,3,0,1,0.910,0.060,-0.060,0.000,3,0.780,0.070,-0.070,0,3,,,,,0,10.775,0.023,0,V (Johnson),5280,70,-70,0,3,1,2016-12-01,10.461,,0,10.607,2,K2
221,K2-32 b,205071984,K2-32 b,16 49 42.261,0.0,-19 32 34.16,0.0,Transit,3,0.458,0.025,-0.025,0,5,0.080,8.800e-4,-8.800e-4,0,3,0.000,,,0,2,,,,,2,0.052,0.009,-0.009,0,2,Mass,0.670,0.160,-0.160,0,2,8.992,1.600e-4,-1.600e-4,0,5,0,1,0.860,0.030,-0.030,0.000,5,0.840,0.040,-0.040,0,5,,,,,0,12.310,0.020,0,V (Johnson),5275,60,-60,0,5,0,2017-02-09,,,,12.005,2,K2
222,K2-32 c,205071984,K2-32 d,16 49 42.261,0.0,-19 32 34.16,0.0,Transit,3,0.306,0.031,-0.031,0,5,0.186,0.002,-0.002,0,3,0.000,,,0,2,,,,,2,0.032,0.015,-0.015,0,2,Mass,1.380,0.920,-0.670,0,2,31.715,0.002,-0.002,0,5,0,1,0.860,0.030,-0.030,0.000,5,0.840,0.040,-0.040,0,5,,,,,0,12.310,0.020,0,V (Johnson),5275,60,-60,0,5,0,2017-02-09,,,,12.005,2,K2
223,K2-32 d,205071984,K2-32 c,16 49 42.261,0.0,-19 32 34.16,0.0,Transit,3,0.269,0.022,-0.022,0,5,0.140,0.002,-0.002,0,3,0.000,,,0,2,,,,,2,0.038,,,1,2,Mass,2.700,,,1,2,20.660,0.002,-0.002,0,5,0,1,0.860,0.030,-0.030,0.000,5,0.840,0.040,-0.040,0,5,,,,,0,12.310,0.020,0,V (Johnson),5275,60,-60,0,5,0,2017-02-09,,,,12.005,2,K2
224,K2-34 b,212110888,K2-34 b,08 30 18.906,0.0,+22 14 09.27,0.0,Transit,1,1.070,0.220,-0.220,0,5,,,,0,3,0.000,,,0,4,82.060,0.510,-0.510,0,5,1.110,0.470,-0.470,0,4,Mass,,,,0,3,2.996,1.700e-5,-1.700e-5,0,5,0,1,0.640,0.410,-0.410,0.000,5,1.220,0.250,-0.250,0,5,,,,,0,11.548,0.057,0,V (Johnson),6132,47,-47,0,5,0,2018-04-26,11.413,,0,11.441,5,K2
225,K2-40 b,206154641,WASP-75 b,22 49 32.570,0.0,-10 40 32.02,0.0,Transit,1,1.270,0.048,-0.048,0,2,0.037,7.000e-4,-8.000e-4,0,2,0.000,,,0,1,82.000,0.300,-0.200,0,1,1.070,0.050,-0.050,0,1,Mass,0.690,0.080,-0.070,0,1,2.484,3.000e-6,-3.000e-6,0,2,0,1,1.140,0.070,-0.070,0.000,2,1.260,0.040,-0.040,0,2,260.000,70.000,-70.000,0,1,11.450,0.010,0,V (Johnson),6100,100,-100,0,2,0,2014-05-14,,,,11.299,3,SuperWASP
226,K2-8 c,201445392,K2-8 c,11 19 10.481,0.0,-00 17 03.75,0.0,Transit,2,0.215,0.029,-0.029,0,2,0.053,9.000e-4,-9.000e-4,0,2,,,,,0,86.700,2.480,-2.480,0,1,,,,,0,,,,,,0,5.064,4.100e-4,-4.100e-4,0,2,0,1,0.780,0.040,-0.040,0.000,3,0.740,0.040,-0.040,0,3,,,,,0,14.610,0.030,0,V (Johnson),4870,60,-60,0,3,0,2016-07-07,,,,14.384,1,K2
227,K2-35 b,201549860,K2-35 b,11 20 24.741,0.0,+01 17 09.44,0.0,Transit,2,0.172,0.012,-0.010,0,3,0.055,0.002,-0.002,0,3,0.120,0.157,-0.096,0,1,88.580,0.790,-0.440,0,2,,,,0,0,,,,,0,0,5.608,3.350e-4,-3.380e-4,0,3,0,1,0.700,0.070,-0.070,0.000,3,0.620,0.030,-0.030,0,3,,,,,0,14.350,0.060,0,V (Johnson),4402.71,95.549999999999997,-93.269999999999996,0,3,0,2017-10-26,,,,13.917,1,K2
228,K2-35 c,201549860,K2-35 c,11 20 24.741,0.0,+01 17 09.44,0.0,Transit,2,0.118,0.007,-0.007,0,3,0.031,0.001,-0.001,0,3,0.130,0.174,-0.106,0,1,88.980,0.710,-0.980,0,2,,,,0,0,,,,,0,0,2.400,1.980e-4,-2.040e-4,0,3,0,1,0.700,0.070,-0.070,0.000,3,0.620,0.030,-0.030,0,3,,,,,0,14.350,0.060,0,V (Johnson),4402.71,95.549999999999997,-93.269999999999996,0,3,0,2017-10-26,,,,13.917,1,K2
229,K2-36 b,201713348,K2-36 b,11 17 47.776,0.0,+03 51 59.01,0.0,Transit,2,0.118,0.008,-0.008,0,3,0.023,4.000e-4,-4.000e-4,0,2,,,,,0,87.750,1.620,-2.400,0,2,,,,,0,,,,,,0,1.423,5.000e-5,-5.000e-5,0,3,0,1,0.800,0.040,-0.040,0.000,3,0.740,0.040,-0.040,0,3,,,,,0,11.800,0.030,0,V (Johnson),4924,60,-60,0,3,0,2016-07-07,,,,11.531,1,K2
230,K2-36 c,201713348,K2-36 c,11 17 47.776,0.0,+03 51 59.01,0.0,Transit,2,0.250,0.038,-0.028,0,3,0.056,9.000e-4,-9.000e-4,0,2,,,,,0,88.330,1.190,-1.630,0,2,,,,,0,,,,,,0,5.341,1.000e-4,-1.000e-4,0,3,0,1,0.800,0.040,-0.040,0.000,3,0.740,0.040,-0.040,0,3,,,,,0,11.800,0.030,0,V (Johnson),4924,60,-60,0,3,0,2016-07-07,,,,11.531,1,K2
231,K2-37 b,203826436,K2-37 b,16 13 48.241,0.0,-24 47 13.42,0.0,Transit,3,0.144,0.015,-0.015,0,3,0.051,9.000e-4,-9.000e-4,0,2,,,,,0,87.280,1.950,-3.370,0,2,,,,,0,,,,,,0,4.441,7.500e-4,-7.500e-4,0,3,0,1,0.900,0.050,-0.050,0.000,3,0.850,0.040,-0.040,0,3,,,,,0,12.520,0.060,0,V (Johnson),5413,60,-60,0,3,0,2016-07-07,,,,12.241,2,K2
232,K2-37 c,203826436,K2-37 c,16 13 48.241,0.0,-24 47 13.42,0.0,Transit,3,0.245,0.024,-0.024,0,3,0.065,0.001,-0.001,0,2,,,,,0,87.370,1.830,-2.500,0,2,,,,,0,,,,,,0,6.429,3.600e-4,-3.600e-4,0,3,0,1,0.900,0.050,-0.050,0.000,3,0.850,0.040,-0.040,0,3,,,,,0,12.520,0.060,0,V (Johnson),5413,60,-60,0,3,0,2016-07-07,,,,12.241,2,K2
233,K2-37 d,203826436,K2-37 d,16 13 48.241,0.0,-24 47 13.42,0.0,Transit,3,0.244,0.032,-0.032,0,3,0.110,0.002,-0.002,0,2,,,,,0,88.340,1.180,-1.650,0,2,,,,,0,,,,,,0,14.092,0.001,-0.001,0,3,0,1,0.900,0.050,-0.050,0.000,3,0.850,0.040,-0.040,0,3,,,,,0,12.520,0.060,0,V (Johnson),5413,60,-60,0,3,0,2016-07-07,,,,12.241,2,K2
234,K2-38 b,204221263,K2-38 b,16 00 08.060,0.0,-23 11 21.43,0.0,Transit,2,0.170,0.030,-0.030,0,3,,,,0,2,,,,0,0,87.280,2.480,-2.480,0,2,0.060,0.030,-0.030,0,2,Mass,,,,0,1,4.016,5.000e-4,-5.000e-4,0,3,0,1,2.240,1.670,-1.670,0.000,3,1.380,0.210,-0.210,0,3,,,,,0,11.390,0.030,0,V (Johnson),5757,60,-60,0,3,0,2018-04-26,11.155,,0,11.210,2,K2
235,K2-38 c,204221263,K2-38 c,16 00 08.060,0.0,-23 11 21.43,0.0,Transit,2,0.216,0.026,-0.026,0,2,0.096,0.002,-0.002,0,2,,,,,0,88.610,1.000,-1.670,0,1,0.031,0.014,-0.014,0,1,Mass,3.600,2.700,-1.900,0,1,10.561,9.000e-4,-9.000e-4,0,2,0,1,2.240,1.670,-1.670,0.000,3,1.380,0.210,-0.210,0,3,,,,,0,11.390,0.030,0,V (Johnson),5757,60,-60,0,3,0,2016-07-07,11.155,,0,11.210,2,K2
236,K2-93 b,211311380,HIP 41378 b,08 26 27.850,0.0,+10 04 49.36,0.0,Transit,5,0.259,0.039,-0.039,0,1,,,,,0,,,,,0,88.400,1.600,-1.600,0,1,,,,,0,,,,,,0,15.571,0.001,-0.001,0,1,0,1,1.150,0.060,-0.060,0.000,1,1.400,0.190,-0.190,0,1,116.140,15.840,-21.790,0,3,8.930,,0,V (Johnson),6199,50,-50,0,1,0,2016-07-07,8.774,,0,9.128,5,K2
237,K2-93 c,211311380,HIP 41378 c,08 26 27.850,0.0,+10 04 49.36,0.0,Transit,5,0.228,0.036,-0.036,0,1,,,,,0,,,,,0,89.580,0.520,-0.520,0,1,,,,,0,,,,,,0,31.698,0.004,-0.004,0,1,0,1,1.150,0.060,-0.060,0.000,1,1.400,0.190,-0.190,0,1,116.140,15.840,-21.790,0,3,8.930,,0,V (Johnson),6199,50,-50,0,1,0,2016-07-07,8.774,,0,9.128,5,K2
238,K2-93 d,211311380,HIP 41378 d,08 26 27.850,0.0,+10 04 49.36,0.0,Transit,5,0.353,0.053,-0.053,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,156.000,163.000,-78.000,0,1,0,1,1.150,0.060,-0.060,0.000,1,1.400,0.190,-0.190,0,1,116.140,15.840,-21.790,0,3,8.930,,0,V (Johnson),6199,50,-50,0,1,0,2016-07-07,8.774,,0,9.128,5,K2
239,K2-93 e,211311380,HIP 41378 e,08 26 27.850,0.0,+10 04 49.36,0.0,Transit,5,0.492,0.069,-0.069,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,131.000,61.000,-36.000,0,1,0,1,1.150,0.060,-0.060,0.000,1,1.400,0.190,-0.190,0,1,116.140,15.840,-21.790,0,3,8.930,,0,V (Johnson),6199,50,-50,0,1,0,2016-07-07,8.774,,0,9.128,5,K2
240,K2-93 f,211311380,HIP 41378 f,08 26 27.850,0.0,+10 04 49.36,0.0,Transit,5,0.910,0.125,-0.125,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,324.000,121.000,-126.000,0,1,0,1,1.150,0.060,-0.060,0.000,1,1.400,0.190,-0.190,0,1,116.140,15.840,-21.790,0,3,8.930,,0,V (Johnson),6199,50,-50,0,1,0,2016-07-07,8.774,,0,9.128,5,K2
241,K2-94 b,201862715,WASP-85 A b,11 43 38.013,0.0,+06 33 49.41,0.0,Transit,1,1.240,0.030,-0.030,0,1,0.039,0.001,-0.001,0,1,0.000,,,0,1,89.690,0.110,-0.030,0,1,1.265,0.065,-0.065,0,1,Mass,0.880,0.030,-0.030,0,1,2.656,4.400e-7,-4.400e-7,0,1,0,1,1.090,0.080,-0.080,0.000,1,0.940,0.020,-0.020,0,1,,,,,0,10.720,0.076,0,V (Johnson),6112,27,-27,0,1,0,2016-07-07,,,,10.247,1,K2
242,K2-109 c,201437844,HD 106315 c,12 13 53.394,0.0,-00 23 36.54,0.0,Transit,2,0.385,0.009,-0.007,0,5,0.153,0.002,-0.002,0,3,,,,0,1,,,,0,3,0.056,0.012,-0.011,0,1,Mass,,,,0,0,21.058,0.001,-0.001,0,5,0,1,1.080,0.030,-0.040,0.000,4,1.290,0.020,-0.020,0,4,109.700,0.700,-0.700,0,1,8.951,0.018,0,V (Johnson),6277,52,-51,0,4,0,2018-07-12,8.860,,0,9.234,10,K2
243,K2-112 b,246199087,TRAPPIST-1 b,23 06 29.283,0.0,-05 02 28.59,0.0,Transit,7,0.097,0.003,-0.003,0,2,0.011,3.400e-4,-3.400e-4,0,2,0.081,,,1,2,89.650,0.220,-0.270,0,3,0.003,0.002,-0.002,0,1,Mass,3.600,3.100,-3.100,0,1,1.511,6.000e-7,-6.000e-7,0,2,0,1,0.080,0.010,-0.010,0.000,2,0.120,0.000,0.000,0,2,12.100,0.400,-0.400,0,1,18.800,0.080,0,V (Johnson),2559,50,-50,0,2,0,2017-02-22,,,,12.917,12,La Silla Observatory
244,K2-112 c,246199087,TRAPPIST-1 c,23 06 29.283,0.0,-05 02 28.59,0.0,Transit,7,0.094,0.003,-0.003,0,2,0.015,4.700e-4,-4.700e-4,0,2,0.083,,,1,2,89.670,0.170,-0.170,0,3,0.004,0.002,-0.002,0,1,Mass,6.450,2.920,-2.920,0,1,2.422,1.700e-6,-1.700e-6,0,2,0,1,0.080,0.010,-0.010,0.000,2,0.120,0.000,0.000,0,2,12.100,0.400,-0.400,0,1,18.800,0.080,0,V (Johnson),2559,50,-50,0,2,0,2017-02-22,,,,12.917,12,La Silla Observatory
245,K2-112 d,246199087,TRAPPIST-1 d,23 06 29.283,0.0,-05 02 28.59,0.0,Transit,7,0.069,0.003,-0.003,0,1,0.021,6.600e-4,-6.300e-4,0,1,0.070,,,1,1,89.750,0.160,-0.160,0,1,0.001,8.500e-4,-8.500e-4,0,1,Mass,4.900,3.300,-3.300,0,1,4.050,6.300e-5,-6.300e-5,0,1,0,1,0.080,0.010,-0.010,0.000,2,0.120,0.000,0.000,0,2,12.100,0.400,-0.400,0,1,18.800,0.080,0,V (Johnson),2559,50,-50,0,2,2,2017-02-22,,,,12.917,12,La Silla Observatory
246,K2-112 e,246199087,TRAPPIST-1 e,23 06 29.283,0.0,-05 02 28.59,0.0,Transit,7,0.082,0.003,-0.003,0,1,0.028,8.300e-4,-8.700e-4,0,1,0.085,,,1,1,89.860,0.100,-0.120,0,1,0.002,0.002,-0.002,0,1,Mass,4.400,4.200,-4.200,0,1,6.100,1.100e-5,-1.100e-5,0,1,0,1,0.080,0.010,-0.010,0.000,2,0.120,0.000,0.000,0,2,12.100,0.400,-0.400,0,1,18.800,0.080,0,V (Johnson),2559,50,-50,0,2,0,2017-02-22,,,,12.917,12,Multiple Observatories
247,K2-112 f,246199087,TRAPPIST-1 f,23 06 29.283,0.0,-05 02 28.59,0.0,Transit,7,0.093,0.003,-0.003,0,1,0.037,0.001,-0.001,0,1,0.063,,,1,1,89.680,0.034,-0.034,0,1,0.002,5.700e-4,-5.700e-4,0,1,Mass,3.300,0.940,-0.940,0,1,9.207,1.500e-5,-1.500e-5,0,1,0,1,0.080,0.010,-0.010,0.000,2,0.120,0.000,0.000,0,2,12.100,0.400,-0.400,0,1,18.800,0.080,0,V (Johnson),2559,50,-50,0,2,0,2017-02-22,,,,12.917,12,Multiple Observatories
248,K2-112 g,246199087,TRAPPIST-1 g,23 06 29.283,0.0,-05 02 28.59,0.0,Transit,7,0.101,0.004,-0.004,0,1,0.045,0.001,-0.001,0,1,0.061,,,1,1,89.710,0.025,-0.025,0,1,0.004,0.003,-0.003,0,1,Mass,5.200,3.500,-3.500,0,1,12.353,1.200e-4,-1.200e-4,0,1,0,1,0.080,0.010,-0.010,0.000,2,0.120,0.000,0.000,0,2,12.100,0.400,-0.400,0,1,18.800,0.080,0,V (Johnson),2559,50,-50,0,2,0,2017-02-22,,,,12.917,12,Multiple Observatories
249,K2-112 h,246199087,TRAPPIST-1 h,23 06 29.283,0.0,-05 02 28.59,0.0,Transit,7,0.067,0.003,-0.003,0,2,,,,,1,,,,,0,89.760,0.050,-0.040,0,2,,,,,0,,,,,,0,18.767,0.004,-0.003,0,2,0,1,0.080,0.010,-0.010,0.000,2,0.120,0.000,0.000,0,2,12.100,0.400,-0.400,0,1,18.800,0.080,0,V (Johnson),2559,50,-50,0,2,0,2017-06-15,,,,12.917,12,Multiple Observatories
250,K2-131 b,228732031,K2-131 b,12 11 00.373,0.0,-09 45 54.78,0.0,Transit,1,0.152,0.008,-0.004,0,3,0.009,0.000,0.000,0,1,,,,0,1,,,,0,2,0.017,0.007,-0.007,0,2,Mass,,,,0,1,0.369,1.000e-5,-1.000e-5,0,3,0,1,0.840,0.010,-0.010,0.000,3,0.750,0.010,-0.010,0,3,153.700,1.100,-1.000,0,1,12.115,0.020,0,V (Johnson),5245,46,-52,0,3,0,2018-07-12,,,,11.937,10,K2
251,K2-132 b,228754001,K2-132 b,12 08 39.935,0.0,-08 44 49.83,0.0,Transit,1,1.300,0.070,-0.070,0,2,,,,0,0,,,,0,0,,,,0,1,0.490,0.060,-0.060,0,1,Mass,,,,0,0,9.175,0.002,-0.003,0,2,0,1,1.080,0.080,-0.080,0.000,2,3.850,0.130,-0.130,0,2,,,,,0,11.897,0.030,0,V (Johnson),4840,90,-90,0,2,0,2017-10-19,,,,11.651,10,K2
252,K2-133 b,247887989,K2-133 b,04 40 35.656,0.0,+25 00 36.02,0.0,Transit,3,0.117,0.007,-0.007,0,1,0.033,0.002,-0.002,0,1,,,,0,0,87.560,0.060,-0.050,0,1,,,,0,0,,,,,0,0,3.071,1.000e-4,-1.000e-4,0,1,0,1,0.510,0.030,-0.030,0.000,1,0.470,0.030,-0.030,0,1,,,,,0,14.288,0.010,0,V (Johnson),3655,80,-80,0,1,0,2017-10-26,,,,13.327,13,K2
253,K2-133 c,247887989,K2-133 c,04 40 35.656,0.0,+25 00 36.02,0.0,Transit,3,0.132,0.008,-0.008,0,1,0.045,0.003,-0.003,0,1,,,,0,0,88.650,0.080,-0.160,0,1,,,,0,0,,,,,0,0,4.868,1.000e-4,-3.000e-4,0,1,0,1,0.510,0.030,-0.030,0.000,1,0.470,0.030,-0.030,0,1,,,,,0,14.288,0.010,0,V (Johnson),3655,80,-80,0,1,0,2017-10-26,,,,13.327,13,K2
254,K2-133 d,247887989,K2-133 d,04 40 35.656,0.0,+25 00 36.02,0.0,Transit,3,0.180,0.012,-0.012,0,1,0.077,0.005,-0.005,0,1,,,,0,0,89.520,0.150,-0.060,0,1,,,,0,0,,,,,0,0,11.023,8.000e-4,-3.000e-4,0,1,0,1,0.510,0.030,-0.030,0.000,1,0.470,0.030,-0.030,0,1,,,,,0,14.288,0.010,0,V (Johnson),3655,80,-80,0,1,0,2017-10-26,,,,13.327,13,K2
255,K2-233 b,249622103,K2-233 b,15 21 55.195,0.0,-20 13 54.06,0.0,Transit,3,0.125,0.006,-0.005,0,1,0.033,4.400e-4,-4.500e-4,0,1,0.000,,,0,1,88.790,0.820,-0.940,0,1,,,,0,0,,,,,0,0,2.467,1.400e-4,-1.400e-4,0,1,0,1,0.800,0.030,-0.030,0.000,1,0.740,0.030,-0.030,0,1,69.000,1.000,-1.000,0,1,10.726,0.019,0,V (Johnson),4950,100,-100,0,1,1,2018-04-26,10.333,,0,10.422,15,K2
256,K2-233 c,249622103,K2-233 c,15 21 55.195,0.0,-20 13 54.06,0.0,Transit,3,0.119,0.007,-0.007,0,1,0.067,8.800e-4,-9.000e-4,0,1,0.000,,,0,1,88.950,0.610,-0.470,0,1,,,,0,0,,,,,0,0,7.061,8.400e-4,-8.400e-4,0,1,0,1,0.800,0.030,-0.030,0.000,1,0.740,0.030,-0.030,0,1,69.000,1.000,-1.000,0,1,10.726,0.019,0,V (Johnson),4950,100,-100,0,1,1,2018-04-26,10.333,,0,10.422,15,K2
257,K2-233 d,249622103,K2-233 d,15 21 55.195,0.0,-20 13 54.06,0.0,Transit,3,0.236,0.010,-0.010,0,1,0.153,0.002,-0.002,0,1,0.000,,,0,1,89.350,0.120,-0.110,0,1,,,,0,0,,,,,0,0,24.366,0.002,-0.002,0,1,0,1,0.800,0.030,-0.030,0.000,1,0.740,0.030,-0.030,0,1,69.000,1.000,-1.000,0,1,10.726,0.019,0,V (Johnson),4950,100,-100,0,1,1,2018-04-26,10.333,,0,10.422,15,K2
258,K2-247 b,228725791,K2-247 b,12 35 34.486,0.0,-10 04 09.24,0.0,Transit,2,0.189,0.017,-0.014,0,1,0.030,4.000e-4,-4.000e-4,0,1,,,,0,0,,,,0,0,0.023,0.008,-0.008,0,1,Mass,,,,0,0,2.250,3.300e-4,-3.600e-4,0,1,0,1,0.740,0.030,-0.030,0.000,1,0.690,0.020,-0.010,0,2,260.200,2.100,-2.100,0,2,14.956,0.070,0,V (Johnson),4667,305,-183,0,2,0,2018-07-12,,,,14.344,10,K2
259,K2-247 c,228725791,K2-247 c,12 35 34.486,0.0,-10 04 09.24,0.0,Transit,2,0.195,0.022,-0.021,0,1,0.061,8.000e-4,-8.000e-4,0,1,,,,0,0,,,,0,0,0.024,0.008,-0.008,0,1,Mass,,,,0,0,6.494,0.003,-0.003,0,1,0,1,0.740,0.030,-0.030,0.000,1,0.690,0.020,-0.010,0,2,260.200,2.100,-2.100,0,2,14.956,0.070,0,V (Johnson),4667,305,-183,0,2,0,2018-07-12,,,,14.344,10,K2
260,K2-224 c,228725972,K2-224 c,12 38 48.981,0.0,-10 03 38.35,0.0,Transit,2,0.215,0.014,-0.011,0,1,0.089,7.000e-4,-7.000e-4,0,1,,,,0,0,,,,0,0,0.026,0.008,-0.008,0,1,Mass,,,,0,0,10.095,0.001,-0.001,0,1,0,1,0.910,0.020,-0.020,0.000,2,0.840,0.010,-0.010,0,3,277.700,2.900,-2.900,0,2,12.682,0.040,0,V (Johnson),5620,42,-45,0,3,0,2018-07-12,,,,12.482,10,K2
261,K2-248 b,228739306,K2-248 b,12 11 16.139,0.0,-09 24 50.42,0.0,Transit,1,0.229,0.018,-0.012,0,1,0.070,0.001,-0.001,0,1,,,,0,0,,,,0,0,0.029,0.008,-0.008,0,1,Mass,,,,0,0,7.173,0.001,-0.001,0,1,0,1,0.880,0.040,-0.030,0.000,1,0.920,0.020,-0.020,0,2,410.500,4.900,-4.900,0,2,13.402,0.060,0,V (Johnson),5528,97,-86,0,2,0,2018-07-12,,,,13.318,10,K2
